Cluster,Name,ELO
5,Aleksei Pridorozhni,2866.0
1,Aleksei Sarana,3204.0
5,Aleksey Sorokin,2923.0
5,Alen Yeremyan,2868.0
2,Alena Nikulina,2206.0
2,Alessandro Manzone,2800.0
5,Alessio Boraso,2512.0
2,Alex Arias Igual,2320.0
4,Alex Bullen,2299.0
5,Alex Fier,2822.0
5,Alex Fishbein,2713.0
7,Alex Garrido Outon,2598.0
5,Alex Goldin,2654.0
3,Alex Jian,2361.0
5,Alex King,2639.0
7,Alex Krstulovic,2646.0
7,Alex Ostrovskiy,2808.0
7,Alex Sahakyan,2721.0
5,Alex Truskavetsky,2752.0
5,Alex Villa Tornero,2615.0
2,Alex Wang,2110.0
2,Alexander A. Chernov,2363.0
2,Alexander Alexikov,2279.0
5,Alexander Donchenko,2919.0
7,Alexander Fikiet,2492.0
2,Alexander Gelman,2763.0
1,Alexander Grischuk,3134.0
5,Alexander Herbrig,2577.0
2,Alexander Hernandez Jimenez,2205.0
5,Alexander Jasinski,2521.0
7,Alexander Katz,2723.0
5,Alexander Khlebovich,2906.0
2,Alexander Khripachenko,2992.0
3,Alexander Mikhnenko,2637.0
5,Alexander Moskalenko,2911.0
5,Alexander Reprintsev,2641.0
5,Alexander Rustemov,2973.0
5,Alexander Spichkin,2413.0
1,Alexander Suvorov,2572.0
6,Alexander Timerkhanov,2786.0
2,Alexander Velikanov,2806.0
5,Alexander Zlatin,2562.0
1,Alexander Zubov,3018.0
6,Alexandr A Smirnov,2634.0
5,Alexandr Kostiukov,2321.0
5,Alexandr Provotorov,2493.0
5,Alexandr Triapishko,2846.0
7,Alexandra Afanasieva,2603.0
5,Alexandra Kosteniuk,2828.0
1,Alexandra Obolentseva,2747.0
2,Alexandra Prado,1791.0
2,Alexandra Samaganova,2376.0
5,Alexandra Shvedova,2536.0
1,Alexandra Zherebtsova,2502.0
7,Alexandre Bouget,2452.0
5,Alexandre Qashashvili,2246.0
5,Alexandros Papasimakopoulos,2845.0
2,Alexandru Calin,2515.0
6,Alexandru-Bogdan Banzea,2596.0
5,Alexei Gubajdullin,2797.0
2,Alexei Kornev,2828.0
5,Alexei Saveliev,2811.0
7,Alexei Shirov,2955.0
2,Alexey Chos,2572.0
1,Alexey Dreev,2812.0
2,Alexey Evdokimov,2671.0
5,Alexey Jarovinsky,2901.0
2,Alexey Kislinsky,2687.0
1,Alexey Kolmagorov,2536.0
2,Alexey Kornyukov,2275.0
1,Alexey Kovalchuk,2674.0
2,Alexey Reshetnikov,2911.0
2,Alexey Slavin,2392.0
5,Alexey Streltsov,2737.0
2,Alexey Zhuravlev,2600.0
2,Alfeu Junior Varela Bueno,2432.0
5,Alfie Onslow,2377.0
1,Alfonso Llorente Zaro,2885.0
2,Alfredo Cecilio Miserendino,2219.0
2,Algol Jorajuria,2393.0
6,Ali Elier,2596.0
4,Ali Farahat,2616.0
2,Ali Mortazavi,2540.0
5,Ali Rastbod,2931.0
5,Alicja Sliwicka,2642.0
5,Alikhan Daulet,2709.0
5,Alikhan Khazhatuly,2718.0
2,Alikhon Avazkhonov,2574.0
2,Alina Kashlinskaya,2610.0
2,Alina Semenova,2590.0
3,Alireza Firouzja,3212.0
5,Alisa Genrietta Yunker,2473.0
2,Aljoscha Feuerstack,2778.0
2,Alkhoori Eisa Mohmood,2607.0
5,Allahverdi Hamidov,2817.0
2,Alma Jaqueline Mora Velasco,2429.0
2,Almas Rakhmatullaev,3047.0
1,Alon Mindlin,2903.0
2,Alopekos,2344.0
2,Altay Eynullayev,2494.0
2,Alua Nurman,2703.0
1,Alvar Alonso Rosell,2899.0
2,Alvaro Alves De Almeida Junior,2328.0
1,Alvaro Bayo,2369.0
2,Alvaro Blanco Fernandez,2320.0
2,Alvaro Donatti,2205.0
2,Alvaro Rodriguez,2503.0
3,Aman Hambleton,2960.0
5,Amani Alazmi,2208.0
2,Ameet Ghasi,2716.0
2,Amelia Hernandez,2230.0
6,Amgalantengis Enkh-Amgalan,2428.0
5,Amin Tabatabaei,3074.0
2,Amina Kairbekova,2432.0
7,Amir Ali Ghafourian,2708.0
6,Amir hosein Kashefi,2588.0
2,Ana Kuchava,2304.0
5,Anastasia Avramidou,2725.0
5,Anastasia Bodnaruk,2704.0
5,Anastasia Travkina,2321.0
7,Anastasiia Hnatyshyn,2494.0
5,Anastasios Mihailidis,2520.0
5,Anastassia Sinitsina,2399.0
2,Anatole Vlachos,2708.0
2,Anatoliy Emeliantsev,2371.0
1,Anatoliy Shapkin,2755.0
2,Anatoly Bykhovsky,2677.0
2,Anatoly Donskov,2510.0
5,Anatoly Krutko,2464.0
2,Anatoly Moskvin,2706.0
1,Anderson Esmeraldas,2604.0
5,Andre Bold,2578.0
5,Andre Kunz,2222.0
7,Andre Mendez Machado,2300.0
2,Andreas Brenke,2378.0
2,Andreas Mende,2206.0
5,Andreas Skotheim,2640.0
5,Andrei Belozerov,2838.0
1,Andrei Ioan Trifan,2714.0
5,Andrei Macovei,2752.0
5,Andrei Negrean,2702.0
1,Andrei Olhovik,2633.0
7,Andrei Purygin,2429.0
1,Andrei Shishkov,2498.0
5,Andrei Skvortsov,2904.0
2,Andrei-Mihai Bonte,2399.0
5,Andrej,2659.0
2,Andres Carrasco Miranda,2476.0
2,Andres Ferriz Barrios,2505.0
2,Andrew Green,2313.0
5,Andrew Hong,2977.0
5,Andrew Jing,2586.0
1,Andrew Tang,3106.0
5,Andrew Titus,2664.0
5,Andrew Wu,2549.0
5,Andrey Drygalov,3041.0
2,Andrey Esipenko,3122.0
2,Andrey Gonzalez Zharikov,2463.0
2,Andrey Gorovets,2877.0
5,Andrey Ivanov,2360.0
5,Andrey Klymchuk,2904.0
7,Andrey Levitskiy,2704.0
2,Andrey Marcelo Souza Neves,2179.0
2,Andrey Rychagov,2647.0
3,Andrey Tsvetkov,2961.0
2,Andrii Palchuk,2671.0
5,Andrii Vachylia,2756.0
5,Andriy Diachek,2684.0
2,Andriy Prydun,2362.0
5,Andrzej Krzywda,2545.0
2,Andrés Delgado,2429.0
5,Andy Woodward,3171.0
7,Angel Gabriel Cordoba Roa,2828.0
2,Angie Garcia,2165.0
5,Anil Berk Erdogan,2616.0
1,Anish Giri,3150.0
2,Ankush Khandelwal,2560.0
1,Anna Cramling,2301.0
5,Anna Jakubowska,2506.0
5,Anna Kubicka,2538.0
2,Anna M. Sargsyan,2610.0
5,Anna Shukhman,2751.0
7,Anna-Maja Kazarian,2404.0
5,Anthony Atanasov,2812.0
5,Anthony Wirig,2906.0
2,Antoine Bournel,2641.0
2,Anton Barash,2448.0
3,Anton Demchenko,3030.0
2,Anton Isajevsky,2626.0
2,Anton Karpenko,2656.0
2,Anton Korobov,3031.0
5,Anton Vasilenok,2608.0
5,Antoni Kozak,3022.0
5,Antoni Szustakowski,2695.0
2,Antonin Ferey,2556.0
6,Antonio Arencibia,2510.0
5,Antonio Carlos Bambino Filho,2605.0
2,Antonio Lopez Del Alamo,2451.0
5,Antonio Naranjo Moreno,2630.0
2,Antonio Pedro Freixial Vasques,2364.0
7,Antonio Ruperez Benito,2750.0
5,Antonios Gkavardinas,2722.0
5,Anusha Subramanian,2389.0
2,Anysia Thomas,2208.0
5,ApacheSVD,2566.0
5,Apoorv Kamble,2856.0
6,AradNazari,2905.0
5,Aradhya Garg,2841.0
5,Aram Hakobyan,3048.0
5,Aran Köhler,2134.0
6,Arash Tahbaz,2979.0
2,Aravindh Chithambaram,3035.0
2,Aref Vasli,2633.0
5,Ari Guz,2716.0
1,Ari Kiremitciyan,2603.0
6,Arian Baradaran Tamadon,2659.0
1,Ariel Nicolas Tokman,2704.0
2,Arina Kiseleva,2292.0
5,Arjun Adireddy,2601.0
2,Arjun Erigaisi,3183.0
5,Arman Erzhanov,2653.0
5,Arman Geivondian,2737.0
1,Arman Ghevondyan,2561.0
5,Arman Mikaelyan,3014.0
2,Armin Kekic,2360.0
5,Armin Mušović,2431.0
3,Arnaldo Jesus Fernandez De La Vara Mulet,2900.0
7,Arnold Essing,2477.0
2,Arnold Mayeregger,2629.0
2,Aron Pasti,2734.0
2,Arsal Gardezi,2327.0
1,Arsene Kukhmazov,3054.0
2,Arseniy Astafurov,2576.0
1,Arseniy Nesterov,3101.0
5,Arseny Alavkin,2579.0
5,Artak Manukyan,2523.0
2,Artem Alek Fedorov,2646.0
4,Artem Bardyk,2922.0
2,Artem Chernobay,2669.0
6,Artem Dyachuk,2887.0
5,Artem Galaktionov,2913.0
2,Artem Gulevich,2462.0
5,Artem Koval,2619.0
2,Artem Legenya,2500.0
1,Artem Omelja,2709.0
5,Artem Sadovsky,2708.0
5,Artem Timofeev,2876.0
5,Artemii Khanbutaev,2569.0
7,Artemiki Lebedev,2719.0
2,Artemy Gogolev,2696.0
2,Arthur De Winter,2829.0
2,Arthur Lucas,2331.0
7,Arthur Muromtsev,2318.0
2,Arthur Olinto de Souza,2124.0
2,Artin Ashraf,3065.0
7,Artiom Samsonkin,2945.0
5,Artiom Stribuk,3009.0
2,Artur Dilmukhametov,2453.0
5,Artur Gabrielian,2926.0
2,Artur Tin Lun Dai Lima,2436.0
5,Artyom Bogdanov,2673.0
5,Artyom Manukyan,2591.0
1,Arush Chitre,2934.0
5,Arvids Andrejevs,2459.0
2,Arvind Jayaraman,2417.0
7,Aryan Tari,3041.0
5,Arystanbek Urazayev,2951.0
2,Asa Hoffmann,2401.0
7,Ashot Nadanian,2777.0
5,Ashritha Eswaran,2533.0
6,Asish Panda,2704.0
5,Aslan Aitbayev,2798.0
5,Assel Lesbekova,2460.0
1,Assel Serikbay,2269.0
1,Aswath S,2811.0
5,Asylbek Abdyjapar,2776.0
5,Atanas Dimitrov,2808.0
2,Atilla Eynullayev,2563.0
7,Atousa Pourkashiyan,2596.0
5,Attila Jr. Forgacs,2606.0
5,Attila Turzo,2534.0
7,Augustin Droin,2740.0
4,Augustinas Bazilius,2536.0
2,Aung Thant Zin,2092.0
2,Aurelio Vila Dupla,2167.0
5,Austin Mei,2665.0
5,Avi Kaplan,2744.0
7,Avital Boruchovsky,2923.0
6,Axel Bachmann,2939.0
5,Axel Delorme,2606.0
7,Ayan Allahverdiyeva,2470.0
2,Aydin Suleymanli,3066.0
5,Aydin Turgut,2746.0
1,Ayrat Vafin,2627.0
1,Azer Mirzoev,2689.0
2,Aziz Degenbaev,2708.0
5,BOZNENA PIDDUBNA,2487.0
5,Baadur Jobava,3002.0
5,Babageldi Annaberdiyev,2744.0
2,Bach Ngoc Thuy Duong,2380.0
5,Bahadir Ozen,2904.0
1,Bahadur Khodzhamkuliev,2500.0
2,Baira Kovanova,2609.0
5,Bakhtiyar Askarov,2938.0
2,Bakhtiyar Nugumanov,2543.0
7,Balaji Daggupati,2746.0
3,Balázs Csonka,2884.0
5,Bao Nghia Dong,2652.0
5,Barad Yeganegi,2860.0
3,Barbara Skuhala,2377.0
5,Bardiya Daneshvar,3087.0
5,Barnabas Kovacsy,2570.0
4,Bartosz Przybylski,2707.0
1,Batuhan Özen,2504.0
5,Bayastan Sydykov,2700.0
7,Beksultan Moldagali,2831.0
2,Belka1989,2609.0
5,Ben Finegold,2587.0
2,Ben Johnson,2148.0
3,Bence Pribelszky,2459.0
6,Benedikt Dauner,2521.0
2,Benedikt Huber,2613.0
5,Benik Agasarov,2806.0
1,Benjamin Bok,3041.0
5,Benny Aizenberg,2621.0
7,Bernardo Vainzoff Sztokbant,2660.0
5,Bharath Subramaniyam.H Harishankkar,3040.0
1,Bianka Havanecz,2319.0
5,Bibisara Assaubayeva,2854.0
5,BikingBrian,2306.0
1,Bilel Bellahcene,2460.0
2,Bintang Rasyid,2475.0
5,Björn Andersson,2442.0
5,Blanka Ejsymont,2338.0
7,Blaz Bratovic,2482.0
5,Blazej Grot,2708.0
2,BobbyFischer1508,2466.0
2,Bobur Sattarov,2877.0
7,Bogdan Belyakov,2710.0
1,Bogdan Daniel Deac,3173.0
2,Bogusz Piliczewski,1953.0
3,Bojan Maksimović,3049.0
2,Bojan Todorovic,2456.0
5,Boris Bruned,2414.0
2,Boris Ferrufino,2361.0
5,Boris Grachev,2959.0
5,Boris Savchenko,2749.0
7,Boris Stankovic,2678.0
5,Bovie Mei Liu,2732.0
2,BozeKat,2048.0
2,Brahian Diaz Herquinio,2466.0
1,Brandon Jacobson,2958.0
2,Brett Passen,2461.0
5,Brewington Hardaway,2632.0
5,Bruno André Leite Martins,2765.0
2,Bruno Morado Rodrigues,2514.0
4,Bryan Enming Lin,2839.0
2,Bryan Weisz,2625.0
4,Bryan Xie,2594.0
2,Bulat Mirzanurov,2154.0
1,Burak Firat,2814.0
5,Burak Ozalp,2503.0
2,Buyankhishig Batpelden,2503.0
2,Byambaa Uyanga,2203.0
2,CAMPO ELIAS GUZMAN,1998.0
2,Caio Poeta,2573.0
5,Caleb Levi,2673.0
2,Calin Gheorghiu,2617.0
2,Camilo Corredor Castellanos,2575.0
5,Carles Martín Barceló,2462.0
2,Carlos Alberto Gallegos Diaz,2563.0
5,Carlos Alvarado,2493.0
1,Carlos Andres Obregón,2938.0
2,Carlos Andres Perdomo,2764.0
4,Carlos Daniel Albornoz Cabrera,2819.0
5,Carlos Eduardo Cardozo Munar,2368.0
7,Carlos Martins,2471.0
2,Carlos Morales,2510.0
2,CarlosjPineror,2726.0
6,Casper Liu,2744.0
4,Cedric Chassard,2303.0
5,Cem Kaan Gokerkan,2901.0
5,Cengiz Hasman,2503.0
1,Cervantes Landeiro Thalia,2475.0
5,Cesar Ugarte,2305.0
2,Chamal Gedgaf,2293.0
5,Chanchal Kumer Ghosh,2098.0
5,Charles Storey,2488.0
5,Chelsie Monica Ignesias Sihite,2521.0
1,Cherry Ann Mejia,2250.0
4,Chesswizard_2007,3047.0
5,ChessyInstinct,2341.0
2,Chris Baker,2166.0
5,Chris L Chambers,2181.0
5,Christian Almeida do Nascimento,2635.0
2,Christian Gian Karlo Arca,2868.0
7,Christian Koepke,2536.0
2,Christian Polster,2542.0
2,Christian Silvestre,2480.0
2,Christian Stevens,2481.0
5,Christiansen Sava,2185.0
1,Christof Sielecki,2608.0
2,Christopher Chabris,2331.0
5,Christopher Guzman,2665.0
2,Christopher Pace,2385.0
6,Christopher Woojin Yoo,3110.0
5,Christos Krallis,2804.0
1,Cindy Qiao,2393.0
2,Claudius Gottstein,2296.0
2,Clemens Rietze,2569.0
2,Clement Cristian Daianu,2538.0
5,Coachpoker,2781.0
5,Collin Colbow,2635.0
6,Colombiano07,2529.0
1,Conrad Holt,2954.0
2,Conrad Thake,1809.0
5,Cptn2,2800.0
6,Craig Clawitter,2350.0
2,Cristhian Montero,2189.0
2,Cristhian Portal,2482.0
2,Cristi Machidon,2598.0
2,Cristian Adrian Dolezal,2542.0
2,Cristian Robledo,2417.0
7,Cristian Sanhueza,2567.0
6,Cristian Silva Lucena,2607.0
1,Cristiano G Souza,2205.0
2,Cristobal Henriquez,3003.0
2,Cumali Unver,2373.0
2,Cyrielle Monpeurt,2246.0
2,César Augusto Blanco Gramajo,2348.0
2,Dachey Lin,2884.0
2,Dalton Perrine,2581.0
5,Damian Lewtak,2742.0
2,Damian Śliwicki,2576.0
5,Damir Ismagilov,2701.0
1,Dan Herman,2442.0
2,Dan Shapiro,2341.0
1,Dana Tuleyeva-Aketayeva,2244.0
2,Daniel Aguiar De Sousa,2045.0
2,Daniel Barria,2698.0
2,Daniel Beniosev,2401.0
5,Daniel Centron Antuna,2621.0
7,Daniel Chan,2818.0
5,Daniel Cremisi,2635.0
5,Daniel Dardha,3070.0
5,Daniel Garcia Ramos,2855.0
5,Daniel Girsh,2702.0
2,Daniel Gormally,2792.0
6,Daniel Gutiérrez Olivares,2501.0
1,Daniel Kopylov,2757.0
2,Daniel Marcolino,2112.0
1,Daniel Melamed,2285.0
7,Daniel Naroditsky,3073.0
2,Daniel Pinto,2562.0
5,Daniel Rangel,2459.0
2,Daniel Ser,2515.0
5,Daniel Taboas Rodriguez,2704.0
5,Daniel Tabuenca Mendataurigoitia,2865.0
7,Daniel Teidi Awoki,2336.0
2,Daniel Titichoca Daza,2580.0
1,Daniel Yedidia,2588.0
1,Daniil Dubov,3102.0
5,Daniil Lintchevski,2914.0
5,Daniil Manelyuk,2766.0
5,Daniil Plyasunov,2910.0
1,Danila Bilan,2700.0
1,Danila Poliannikov,2733.0
2,Dantelle Joubert,2056.0
1,Danyyil Dvirnyy,3002.0
2,Daouda Ethmane,2166.0
5,Daria Yurasova,2487.0
5,Daria Zaichenko,2452.0
2,Darius Viškelis,2409.0
2,Dariusz Bieliński,2401.0
5,Dariusz Swiercz,3050.0
1,Darko R Mitrovic,2334.0
2,Darvi Abraham Crispin Ferreras,2442.0
2,Dashgyn Ibadov,2505.0
2,Davi Sulzbacher,2524.0
2,David Alexandru,2680.0
1,David Anton Guijarro,3066.0
5,David Bernat,2505.0
1,David Blanco Diez,2413.0
7,David Brodsky,2876.0
5,David Gasparyan,2715.0
5,David Gavrilescu,3003.0
7,David George Samir,2588.0
5,David Gorodetzky,3034.0
5,David Haydon,2704.0
6,David Howell,3014.0
5,David Kalashian,2603.0
2,David Levine,2285.0
1,David Martinez,2566.0
1,David Navara,3001.0
3,David Okike,2400.0
5,David Paravyan,3147.0
5,David Rodríguez López,2500.0
5,David Sh. Gevorgyan,2451.0
5,David Shapiro,2793.0
2,David Temirkanov,2525.0
7,David Torres Domínguez,2146.0
2,David Zakarian,2609.0
3,David Zhurbinsky,2636.0
2,Davis Zong,2544.0
2,Dawid Czerw,2517.0
6,Dawid Janaszak,2719.0
5,Dawid Niekraś,2716.0
3,De Silva L.M.S.T,2709.0
7,Deepak Aaron,2718.0
2,Deepweb2020,2519.0
2,Dejan Djordjevic,2061.0
2,Dejan Jakovljevic,1949.0
5,Dejan Tasev,2739.0
7,Denes Boros,2985.0
7,Deniel Causo,2739.0
7,Deniel Safarov,2900.0
2,Denis Garrido,2610.0
1,Denis Khismatullin,2940.0
1,Denis Kovalev,2775.0
2,Denis Kozlov,2601.0
1,Denis Lazavik,3257.0
1,Denis Makhnev,3076.0
2,Denis Pershin,2633.0
7,Deniz Arman,2580.0
5,Dennis Wagner,2836.0
3,Derek Wu,2777.0
5,Derlei Alex Florianovitz,2223.0
1,Dev Shah,2807.0
5,Devina Devagharan,2606.0
5,Devindya Oshini Gunawardhana,2532.0
2,Dewar B. Feliz Dotel,2204.0
1,Deysi Cori,2536.0
4,Diana Mirza,1971.0
5,Diana Preobrazhenskaya,2495.0
4,Diego Adla,2693.0
2,Diego Berardino,2659.0
1,Diego Carbone,2632.0
2,Diego Flores Quillas,2677.0
2,Diego Garcia,2447.0
2,Diego Zilleruelo,2391.0
7,Dila Baloglu,2559.0
5,Dimitar Mardov,3022.0
7,Dimitrios Vazelakis,1707.0
5,Dimitris Alexakis,2897.0
5,Dimitris Makridis,2819.0
6,Dina Belenkaya,2551.0
5,Dinara Wagner,2656.0
5,Dinesh Rajan M,2809.0
5,Diogo Duarte Guimaraes,2412.0
5,Dion Krivenko,2586.0
2,Dion Su,2686.0
7,Dirk Troltenier,2455.0
5,Djuro Skaric,2431.0
6,Dmitrii Marcziter,2359.0
5,Dmitrij Kollars,3049.0
2,Dmitrij Skurikhin,2371.0
2,Dmitriy Bocharov,2838.0
5,Dmitriy Kushko,2850.0
1,Dmitry Andreikin,3204.0
2,Dmitry Frolyanov,2670.0
2,Dmitry Gordievsky,2957.0
1,Dmitry Gurevich,2564.0
6,Dmitry Kirillov,2511.0
5,Dmitry Kononenko,2701.0
5,Dmitry Kryakvin,2946.0
5,Dmitry MIschuk,2814.0
2,Dmitry Maximov,2762.0
6,Dmitry Minko,2629.0
5,Dmitry Petukhov,2637.0
5,Dmitry Ponomarev,2262.0
5,Dmitry Rostovtsev,2888.0
7,Dmitry Semenenko,2367.0
1,Dmitry Sumaneev,2556.0
1,Dmitry Tatarinov,2673.0
2,Dmitry Vyatkin,2445.0
2,Dmitry Zacurdajev,2392.0
2,Dmitry Zenin,2555.0
5,Dobre Claudiu Cristian,2593.0
5,Dolzhykova Kateryna,2422.0
2,Domantas Klimciauskas,2266.0
2,Dominick Orzech,2770.0
7,Dominik Horvath,2890.0
2,Dominik Marczuk,2600.0
5,Dominique Myers,2419.0
2,Donát Daróczi,2444.0
5,Dorian Kang,2552.0
2,DrMamaliga,2477.0
2,Dragan Popadic,2415.0
6,Dragomirescu Robin,2675.0
5,Dragos Ceres,2779.0
3,Duc Minh Lai,2731.0
5,Dumitru-Daniel Dinu,2844.0
7,Dushyant Sharma,2639.0
4,Dávid Haszon De,2423.0
6,EREBUNI91,2790.0
5,Edgar Hayrapetyan,2723.0
4,Edgard Vinicius Zanette,2288.0
2,Edgardo J. Almedina Ortiz,2401.0
4,Ediz Gürel,3250.0
2,Edmund C Player,2358.0
2,Eduard Ashiev,2215.0
2,Eduard Kanter,2524.0
2,Eduardo Barbosa Mesquita,2377.0
2,Eduardo Iturrizaga Bonelli,3010.0
2,Eduardo Marra,2606.0
5,Eduardo Mendez Fortes,2589.0
4,Eduardo Muzzi,1958.0
5,Eduardo Peralta,2800.0
3,Edvin Trost,2861.0
5,Eelke De Boer,2713.0
1,Eesha Karavade,2294.0
5,Egor Baskakov,2974.0
2,Egor Bykov,2704.0
7,Egor Koshulyan,3009.0
4,Egor Kurchenko,2672.0
1,Egor Lashkin,2916.0
5,Eivind Grunt Kreken,2608.0
5,Ekaterina Borisova,2604.0
5,Ekaterina Goltseva,2639.0
2,Ekaterina Miroshnik,2626.0
2,Ekaterini Pavlidou,2477.0
5,Eldiar Orozbaev,2788.0
5,Elham Amar,3016.0
2,Elijah Logozar,2466.0
2,Eline Roebers,2841.0
5,Elis Denele Dicen,2427.0
2,Elliott Winslow,2327.0
5,Elnaz Kaliakhmet,2602.0
5,Elnur Aliyev,2499.0
1,Eltaj Safarli,3007.0
2,Elvin Wilson,2509.0
5,Emanuel Vaglio,2569.0
2,Emerson Veiga,2384.0
2,Emilia Dyalog,2374.0
5,Emilia Sprzęczka,2453.0
2,Emilia Zavivaeva,2034.0
1,Emilio Cordova,2890.0
2,Emilio Hernandez,2316.0
4,Emin Ohanyan,3028.0
5,Emre Mecit,2476.0
1,Enes Tanriverdi,2817.0
2,Enkhrii Enkh-Amgalan,2513.0
2,Enrico Vianello,2273.0
2,Enrique Butti,2279.0
5,Enrique Fernando Asensio Ramos,2620.0
2,Enrique Fonseca Manrique,2685.0
5,Enrique Tejedor Fuente,2688.0
5,Enzo Federzoni,2269.0
2,Enzo Ferrara,2517.0
7,Eray Kilic,3023.0
2,Erez Kupervaser,2459.0
2,Eric Hansen,2959.0
2,Eric Hon,2423.0
5,Eric Liu,2902.0
5,Eric Rosen,2918.0
5,Erick Zhao,2827.0
2,Erik Blomqvist,2583.0
1,Erik Golubovic,2617.0
2,Erik Rönkä,2601.0
2,Erik van den Dikkenberg,2146.0
2,Ermes Espinosa Veloz,2607.0
5,Ernesto Javier Fernandez Guillen,2881.0
1,Ernesto Real de  Azua,2667.0
1,Ervin Ozkan,2765.0
2,Erzhan Zhakshylykov,2727.0
2,Esper Van Baar,2165.0
5,Ethan Saya,2542.0
1,Ethan Sheehan,2986.0
2,Etienne Bacrot,3005.0
5,Ettore Stromboli,2512.0
2,Eugene Yanayt,2372.0
5,Eugenia Karas,2438.0
7,Evan Ai,2492.0
2,Evan Rabin,2488.0
5,Evan S. Rosenberg,2492.0
1,Evandro Amorim Barbosa,2797.0
2,Evelina Zavivaeva,1583.0
7,Evgeni Krasilnikov,2481.0
1,Evgenij Kretov,2761.0
3,Evgenij Novikov,2563.0
6,Evgenij Shuvalov,2810.0
1,Evgenios Ioannidis,2850.0
2,Evgeniy Najer,2861.0
1,Evgeniya Doluhanova,2393.0
2,Evgeny Alekseev,2946.0
1,Evgeny Degtiarev,2392.0
5,Evgeny Egorov,2626.0
5,Evgeny Ermolaev,2539.0
5,Evgeny Melikhov,2451.0
4,Evgeny Postny,2800.0
5,Evsuld Myagmarsuren,2580.0
5,Ewa Barwinska,2412.0
2,Eyal Noy,2450.0
5,Eytan Rozen,2944.0
1,FAUSTO CASTELLA GARCIA,2116.0
