,user,CenterControlScore,PieceActivityScore,KingSafetyScore,CastlingScore,KingTropismScore,KingDefendersScore,KingPawnShieldScore,KingZoneControlScore,KingDiagonalExposureScore,KingEscapeSquaresScore,CaptureRatio,PawnCenter,AveragePawnAdvanceDepth,CheckRatio,ForceRatio,PawnIsolateScore,PawnOverlapScore,PawnProtectScore,TotalGames,WonGames,LostGames,DrawnGames,queen_1LifeRatio,rook_1LifeRatio,rook_2LifeRatio,bishop_1LifeRatio,bishop_2LifeRatio,knight_1LifeRatio,knight_2LifeRatio,pawn_1LifeRatio,pawn_2LifeRatio,pawn_3LifeRatio,pawn_4LifeRatio,pawn_5LifeRatio,pawn_6LifeRatio,pawn_7LifeRatio,pawn_8LifeRatio,queen_promo_1LifeRatio,queen_promo_2LifeRatio,queen_promo_3LifeRatio,queen_promo_4LifeRatio,queen_promo_5LifeRatio,queen_promo_6LifeRatio,queen_promo_7LifeRatio,queen_promo_8LifeRatio,rook_promo_1LifeRatio,rook_promo_2LifeRatio,rook_promo_3LifeRatio,rook_promo_4LifeRatio,rook_promo_5LifeRatio,rook_promo_6LifeRatio,rook_promo_7LifeRatio,rook_promo_8LifeRatio,bishop_promo_1LifeRatio,bishop_promo_2LifeRatio,bishop_promo_3LifeRatio,bishop_promo_4LifeRatio,bishop_promo_5LifeRatio,bishop_promo_6LifeRatio,bishop_promo_7LifeRatio,bishop_promo_8LifeRatio,knight_promo_1LifeRatio,knight_promo_2LifeRatio,knight_promo_3LifeRatio,knight_promo_4LifeRatio,knight_promo_5LifeRatio,knight_promo_6LifeRatio,knight_promo_7LifeRatio,knight_promo_8LifeRatio,Name,ELO
10,Aaravamudhan Balaji,18.21299743319545,174.33647931938378,-62.74752667609181,-15.234156550192596,-12.259063679817467,3.996560746271083,-5.936238529507401,-34.455884029490754,-10.397965855750387,11.539221222395714,0.2115411089866156,0.4044397705544933,18.449330783938816,0.0624397705544933,0.008623326959847,0.1110906580734711,-0.2767721725837445,1.9189938794352952,270,145,108,17,0.699788225426975,0.8480693619640346,0.7936321868781786,0.6411267338821361,0.6115861125518548,0.6035723200205164,0.590078333446916,0.8615701844561738,0.8390713481640003,0.7974659500615231,0.6680347969626667,0.573415396553733,0.580645885433479,0.6855926907100716,0.8288632726018751,0.0579810337638917,0.0365028490028489,,,,,,,0.1147540983606557,,,,,,,,,,,,,,,,,,,,,,,,Aaravamudhan Balaji,2689.0
11,Aarit Kapil,18.78034289511354,175.30094628837665,-63.03650583043944,-15.640849105151856,-11.899164189568063,3.996141748117264,-6.476214693390316,-34.52335687683924,-10.591030040866077,12.09796732725885,0.2145550458715596,0.4909770642201835,18.472477064220183,0.063137614678899,0.0088256880733944,0.1221808751360745,-0.2518293162036064,1.522882188173568,112,58,42,12,0.6971348181444715,0.8622491788307594,0.7908797773284337,0.6414971527054295,0.626131435885188,0.5049328053454307,0.5465783857941229,0.860582897027757,0.8388785001508794,0.7859400404330071,0.646587998840337,0.4623888888670228,0.6163997362614306,0.787635140700889,0.8301301890959004,0.0383066724213991,0.0130050505050504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aarit Kapil,2731.0
12,Aaron Bendayan Claros,19.610057514983925,185.34511232909864,-60.50997917461091,-14.964371306500777,-11.674090686257705,3.998143890827005,-5.233169509060257,-34.0498776569428,-10.336909116497011,11.750295209820637,0.2085588235294117,0.4658382352941176,17.66176470588235,0.0493147058823529,0.0052499999999999,0.1022593864308924,-0.3551666405613996,1.8849702029836364,175,70,98,7,0.7415098404602841,0.8700209414020323,0.8309705848085586,0.6491595310301085,0.5537113157495235,0.5332690582977524,0.6369509365545585,0.9031766639020864,0.8898574770773129,0.8423544494161236,0.767199348131621,0.4132964682990918,0.6406081729569415,0.7993477205253291,0.8413900881540028,0.0646905264104971,0.0639251550320048,0.0944881889763779,0.0157480314960629,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Bendayan Claros,2583.0
13,Aaron Cooper,19.811744928198003,185.80563856425408,-59.66812087371561,-15.094240647762264,-11.754012098907888,3.9966433644298616,-4.6579526517684,-33.53877690172136,-10.308296128454922,11.688514190469364,0.2237868852459016,0.434625,16.700819672131146,0.0544344262295082,0.0080061475409836,0.0499715517849115,-0.2335092126687779,1.4108183391564224,249,81,152,16,0.7331089046995984,0.8876481309058382,0.8281582380019504,0.6594984018856109,0.5984214513416142,0.5808647171144855,0.5839764851408665,0.8987640834044551,0.8846130805912993,0.8196543535735796,0.6280029411492558,0.4025936265306128,0.6757483261637509,0.7756700099254853,0.8421498215163482,0.0540016425156017,0.0555481279958543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Cooper,2287.0
14,Aaron Jacobson,19.088649401760787,181.04884180507952,-63.11288565974045,-14.650555173616889,-12.029563726186169,3.997822140921065,-6.119282383359386,-35.91199427915387,-10.559870156797237,12.160557918452032,0.2160306748466257,0.3587453987730061,18.8680981595092,0.0698098159509202,0.0116595092024539,0.0665290872952823,-0.2287527250774957,1.1229237112549906,167,71,84,12,0.7009875757286537,0.8404769677258924,0.8213339623744631,0.6203153356071255,0.5993670303092191,0.506496744094242,0.5663549685250262,0.8649037519451308,0.8607999471823052,0.7526377985770966,0.5050719245193754,0.3702911027206727,0.6540286822292912,0.8299835511423189,0.8562364295015873,0.1189072376139905,0.032,0.008,,,,,,0.1953125,,,,,,,,,,,,,,,,,,,,,,,,Aaron Jacobson,3062.0
15,Aaron Matthes,18.72481613709573,177.11848072353575,-62.32312516967428,-15.64312926948627,-12.331428768978393,3.995759272480632,-4.270882297549094,-34.800818855372555,-10.339323920074936,11.066698669306335,0.2147508650519031,0.4131003460207612,16.913494809688583,0.0513771626297577,0.0061280276816609,0.0400622641786387,-0.1931610809332301,2.175210035485837,145,57,79,9,0.733719306295135,0.8716973181564116,0.7789678818883341,0.6385180907929245,0.5622932766523828,0.5451937338340754,0.6196911179867074,0.8896535600679722,0.8522614664661269,0.828357080964512,0.6931792523347866,0.4450000940469014,0.6349168556542644,0.7709680380500583,0.844440276482713,0.0866250985747597,0.0467013394129381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Matthes,2516.0
16,Aaron Mendes,18.47286744287363,174.4058271950183,-67.25540677658459,-15.065344015590878,-12.702657072027856,3.9882977750934567,-6.06188504973861,-38.94311677340456,-10.55932930461046,12.088627663694322,0.2161379613356766,0.4287688927943761,19.212653778558877,0.0689551845342706,0.0098892794376098,0.1010533032343314,-0.2513827828798397,1.5419808665846604,575,327,200,48,0.6951985915870658,0.850742013043614,0.780235079024721,0.5664163599090365,0.5966168952125251,0.5117565072296267,0.5669020356182782,0.8579082410823818,0.829864230993872,0.8099054832810535,0.5837674533759377,0.462916160790798,0.5540602115229452,0.7733004478103751,0.8284499416242891,0.0573442837827011,0.0466600556621988,0.0366941478578186,0.0136054421768707,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,Aaron Mendes,2804.0
17,Abdimalik Abdisalimov,19.44846193306936,183.07851039100217,-61.44691461203678,-15.337647214408252,-11.992717596146298,3.9709404053732222,-5.9377187959596025,-33.56734766023786,-10.187645411574676,11.605221660916689,0.2123047945205479,0.5057910958904109,18.02054794520548,0.0455308219178082,0.0064760273972602,0.1227799741249656,-0.2750536173228604,1.9160942199957371,152,76,64,12,0.7459065290646668,0.8563319866094559,0.8063451151951663,0.673064845563785,0.6196423140989851,0.6233135815507068,0.6115988919375978,0.8932886187137368,0.8731070732914497,0.8553209517685998,0.7014866390511648,0.627208873004986,0.5222757355793871,0.815734623279438,0.8482651074324999,0.0320034547085049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdimalik Abdisalimov,2783.0
18,Abdulla Gadimbayli,19.45142178635712,180.62406862545612,-57.76804291108999,-15.399012494489623,-11.036537722119922,3.989738526847857,-5.001579988623928,-32.17156205096663,-10.513003579470038,12.363914397732298,0.2172683438155136,0.379958071278826,18.11949685534591,0.0705555555555555,0.011230607966457,0.091570005227499,-0.228529085046526,1.1392337128635914,241,147,54,40,0.6786422521442249,0.8617534113121241,0.8402509146674161,0.598353815988689,0.6254661267485846,0.47882555144292,0.5690520297225764,0.8891833668671191,0.8748245380339816,0.8395743666104921,0.4116479405544185,0.3738525292525382,0.7553606487128797,0.8122691147913095,0.8602137779661412,0.0457388593593671,0.0305679369954649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdulla Gadimbayli,2831.0
19,Abhimanyu Puranik,19.977294526172543,185.6690409490901,-61.3599937268338,-15.663233259222164,-11.778669800156395,3.9980091156833306,-5.632429775856118,-33.90969398189605,-10.410832827461151,12.03685680207475,0.2206227848101266,0.401,19.129113924050632,0.0667037974683544,0.0093139240506329,0.0942849368092708,-0.2147629898485523,1.6891244395607443,201,123,59,19,0.7221685912890723,0.8973245460514998,0.8409574815034919,0.6535312808755397,0.6326215527918608,0.5299908419037634,0.5435658703311622,0.8994777716696645,0.8737690948406079,0.8394913694807524,0.6344802619436086,0.4719234017410406,0.6084712133439187,0.7780812991843884,0.8326615373566096,0.0465561031280505,0.0235038759689922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abhimanyu Puranik,2989.0
20,Abigail Zhou,18.211168103351067,174.2071826768417,-63.97348114427371,-15.287167262227456,-12.026393185088056,3.9908477051977687,-6.623666009975507,-34.573712154692295,-10.906266566199546,11.452876328711383,0.1991735159817351,0.4304246575342466,16.45662100456621,0.0401187214611872,0.0030365296803652,0.0556872316847034,-0.2348357678862009,1.2161049252102316,114,29,79,6,0.6893052299487447,0.7482841958556309,0.7490881641015827,0.5543942253174785,0.6061901623678493,0.5395496666442177,0.5037147498590282,0.8745305749332948,0.8659559907974693,0.7211678209947763,0.5573063470630418,0.3741515483775873,0.5917166384442456,0.773260060678567,0.797426480009293,0.0404811825413896,0.0806451612903225,,,,,,,,,,,,,,,,,,,,,,,0.0099009900990099,,,,,,,,Abigail Zhou,2282.0
21,Abtin Atakhan,19.25937644806413,183.51150049895756,-60.574404527633625,-15.28537698359435,-11.761187954487646,3.9975682317995234,-5.062635458720865,-33.79075054157354,-10.31173692847988,11.63971510742313,0.2171607431340872,0.4271009693053311,18.704361873990308,0.0664119547657512,0.0089200323101777,0.0943996786888545,-0.2613351141235185,1.767209523143276,640,368,205,67,0.7327909114197568,0.8918102738522385,0.7930187323328627,0.6556566522274552,0.6168878199930051,0.561839249449977,0.5519741905194513,0.8929883510942825,0.8694089205875507,0.8439328372575579,0.7051012076657931,0.529116335867787,0.5028161478457422,0.7760967459262861,0.8324460923190438,0.0515672857555273,0.0589107515329349,0.0310880829015544,,,,,,,,,,,,,,,,,,,,,,0.2129249427043544,,,,,,,,Abtin Atakhan,2923.0
22,Adam Collins,18.550100257265047,168.21551453419264,-60.0701424740807,-15.261776259921293,-11.815230350338876,3.9895632219292425,-3.747005241314394,-34.78580702360276,-10.40073286977659,11.950846048943967,0.2156558317399617,0.4434646271510516,19.39388145315488,0.0515372848948374,0.0057820267686424,0.1032369199914045,-0.2404162581799531,1.742470294724626,265,102,127,36,0.6497691391054383,0.9181245671276018,0.7518857601634659,0.5831372805177032,0.560879327486515,0.5377619607627879,0.5466818819049672,0.8771093105220045,0.8726231421720788,0.8644824065769295,0.728303041077014,0.4507115973585158,0.5396285503354346,0.7178313182048873,0.8066356306091098,0.0800580189438396,0.0548329333289669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Collins,2540.0
23,Adam Gibała,19.621058132261616,184.26373183931543,-62.178852850835575,-14.735114904886048,-12.337951019383745,3.998493889042379,-6.411687972051905,-34.20414680394326,-10.221562609320872,11.733116569707876,0.2083863636363636,0.4657414772727273,18.477272727272727,0.0579261363636363,0.007247159090909,0.0725969637343399,-0.2435592017710769,1.785617259934452,177,79,84,14,0.7314527251772124,0.8813871274414503,0.8367814833186091,0.6743925690428081,0.6260262859519989,0.6043902873309057,0.5903097421013164,0.8865353875573798,0.8712732650580491,0.827359163935133,0.6311771175408252,0.565187862312187,0.6119631673123804,0.8126311384408903,0.8518995546549146,0.0564230180361833,0.0423589768791006,,,,,,,,,,,,,,,,,,,,,,,0.202020202020202,0.1919191919191919,0.1818181818181818,0.0808080808080808,,,,,Adam Gibała,2731.0
24,Adam Kozak,19.31080022352234,184.96460280669783,-61.64809682601036,-15.071180330085,-11.804682924428649,3.9910912731975294,-5.791445928702458,-34.505167986194714,-10.34720843429363,11.880497504496557,0.2121895604395604,0.4425892857142857,19.61675824175824,0.0643447802197802,0.0092417582417582,0.1355104334880982,-0.2789461917870661,1.7179106874087846,368,248,85,35,0.749191575202009,0.8673451677283323,0.8063155308601501,0.619759653194757,0.61345827615487,0.5371592817808399,0.5264242106427106,0.8723814499757051,0.8476700376487712,0.8286384804157224,0.6434380053019738,0.5445868149318912,0.5824119006879178,0.7537261568803516,0.8234047226756949,0.044069371084025,0.0759619388363837,0.0959121090780069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Kozak,3045.0
25,Adam Kujawski,19.50612895921698,181.3735412205642,-56.16622331356466,-14.46921165345762,-11.226105441476053,3.989001346747304,-6.010921575474114,-30.818740502331497,-10.29004259842952,12.659797110856838,0.227750700280112,0.4391456582633053,17.45845004668534,0.0688309990662931,0.010735760971055,0.0953667304465609,-0.2685974651167063,1.3007119752996243,547,238,257,52,0.7035997318733787,0.8603233458511942,0.8331572705153346,0.6244028384074289,0.6115915537364859,0.564172893273451,0.5731484667574256,0.8919165659013545,0.8700098724397405,0.8095496038342447,0.5518141926081566,0.4808855357635486,0.7434241891166743,0.8137670815360601,0.8515733086407672,0.0564647467809703,0.0689646544661466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Kujawski,2406.0
26,Adam Mekhane,18.57418409630246,173.8019234983989,-61.70303266003523,-15.89907143898754,-11.686260101098387,3.997208347874136,-5.146484451955083,-34.28977718761371,-10.718941103091003,12.040293274836364,0.2141256038647342,0.4317101449275362,18.845410628019323,0.0542753623188405,0.0078067632850241,0.0534060196676124,-0.2099928957816293,1.4749960404767488,104,36,54,14,0.6712199394342137,0.8673214252649808,0.7931706923498265,0.6212491918324031,0.6112501461712204,0.5162530424276114,0.5139393918392628,0.871236048998517,0.8728440029222363,0.8333682717708152,0.5562912617353007,0.4578125017894537,0.6172150867966284,0.7412285889434131,0.8048936456665757,0.0395994125979863,0.0240164748243455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Mekhane,2531.0
27,Adani Clarke,18.904938420378528,182.3478019981073,-64.46866477593669,-15.328577686418464,-12.662798573680949,3.997960526177548,-4.809174885799888,-36.44639001459706,-10.560103695571012,11.340419553953137,0.2072935323383084,0.452547263681592,16.691542288557216,0.0525422885572139,0.0065671641791044,0.0461950077846242,-0.2368231961672475,1.638312553756654,103,27,69,7,0.7512913407306308,0.8700990147527518,0.7868895450090317,0.5875763043620369,0.6113397531387427,0.616082406211761,0.6448511380763974,0.8688418702386234,0.8758468431721311,0.8290998399443188,0.7202608761667358,0.4595747305131188,0.493695344448741,0.788530008005501,0.8144579317119109,0.0408189698122083,0.1294964028776978,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,Adani Clarke,2267.0
28,Adar TARHAN,19.536407280148765,183.01545954312127,-60.333667747880455,-14.166878554641972,-11.820410144348688,3.99563834510629,-5.6564876080157305,-34.53758043184719,-10.04199919532691,11.894049841193748,0.2282362204724409,0.4406818897637796,17.28503937007874,0.0739968503937007,0.0100661417322834,0.1133982722516924,-0.311373384430974,1.438022485425496,329,192,113,24,0.7308305060106943,0.8749322737611249,0.8101806807489441,0.6268687413319867,0.5742409160187117,0.5878246427259243,0.6061619214086501,0.8657745514766054,0.852112714188851,0.8356924281091431,0.593881927066629,0.4624416343914621,0.6903802004773117,0.8078724720938458,0.84826521406598,0.0556841663195824,0.0529494633080393,0.0921052631578947,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Adar TARHAN,2828.0
29,Adham Fawzy,19.765279248159835,181.17218270024927,-60.142019441339286,-15.168736169218176,-11.640306671570752,3.998677478959672,-6.133461373918545,-33.28191833216036,-10.288902207243504,12.37262783381238,0.2149444444444444,0.4551315789473684,19.403508771929825,0.0585175438596491,0.0080935672514619,0.1211318376078238,-0.3468125235920674,1.640203545843984,175,117,41,17,0.7086131293871292,0.8534249768321205,0.8105140167917819,0.637138014373299,0.5916366437756418,0.5211555935900724,0.55325164261181,0.9099564922074376,0.8678494237633217,0.8172148781498589,0.5667128552320577,0.5946366561178256,0.579639363082852,0.759775088755296,0.8414269578220692,0.0425646787612273,0.0171966531372479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adham Fawzy,2973.0
30,Adham_Hossam2011,19.67756682863464,187.38018682893988,-64.14579267754218,-15.513478532311716,-12.049138640959114,3.996234729279716,-6.8008308515407,-35.12606438356821,-10.607045107540738,11.954530109098584,0.2107429906542056,0.4899065420560747,18.55140186915888,0.0587990654205607,0.0083504672897196,0.0898137956216449,-0.272107328194015,1.5585289599389374,109,41,62,6,0.7570354959347251,0.8528424261821301,0.8333776164971617,0.6138616098992236,0.5838597683111884,0.5647187390434775,0.6357234615187402,0.8692182403021125,0.8387048791173743,0.783542619341428,0.6232733413308463,0.5031322184405017,0.6430912541913738,0.8156829588156684,0.8590574720615034,0.0652409746650544,0.0476604359640194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adham_Hossam2011,2327.0
31,Adi Menahem,18.268438388732687,166.92466482470294,-59.02746016897601,-15.294426296563456,-11.516591138517626,3.993109252365124,-4.920476175871462,-33.06219530997055,-10.554762897914198,12.327882397496152,0.2146883116883116,0.4061396103896104,18.12987012987013,0.0596201298701298,0.0072954545454545,0.0072966333431585,-0.2026131763446557,1.7906708418227808,157,47,92,18,0.6550527745469105,0.8626822011352685,0.7902511522477742,0.6153336374468724,0.5735125179446272,0.5179809729258187,0.5524183888427951,0.8786879918551633,0.8469212369132612,0.8204452813435889,0.726046444584692,0.4188958535848927,0.5883604491309781,0.7914236854328933,0.8417762709902921,0.0751109142737833,0.0704113602726289,0.0093457943925233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adi Menahem,2523.0
