Name,Solid_Style_Prob
Arnold Mayeregger,0.2787357610136922
Aron Pasti,0.17942390068098263
Arsal Gardezi,0.4139314245193205
Arsene Kukhmazov,0.8058801126002754
Arseniy Astafurov,0.8270348941504201
Arseniy Nesterov,0.5028055407634862
Arseny Alavkin,0.47860809743522853
Artak Manukyan,0.8678824229246371
Artem Alek Fedorov,0.1829795101670374
Artem Bardyk,0.9427145504397882
Artem Chernobay,0.10590783209055372
Artem Dyachuk,0.06179744419346165
Artem Galaktionov,0.6956290879733729
Artem Gulevich,0.3804241078263719
Artem Koval,0.6351925695314257
Artem Legenya,0.44523533804755494
Artem Omelja,0.526278939555007
Artem Sadovsky,0.6929149999952127
Artem Timofeev,0.7864266083157624
Artemii Khanbutaev,0.3420478161991876
Artemiki Lebedev,0.7431650924262501
Artemy Gogolev,0.6031173979683175
Arthur De Winter,0.44538291078636655
Arthur Lucas,0.7799081039929895
Arthur Muromtsev,0.11884032320684816
Arthur Olinto de Souza,0.42716576036139015
Artin Ashraf,0.2875704121101104
Artiom Samsonkin,0.5647694491798612
Artiom Stribuk,0.7196225671973834
Artur Dilmukhametov,0.2331588646918136
Artur Gabrielian,0.6033881227697597
Artur Tin Lun Dai Lima,0.5464824514526035
Artyom Bogdanov,0.7227834204058
Artyom Manukyan,0.2235847744495298
Arush Chitre,0.04431188232691088
Arvids Andrejevs,0.21875486555997217
Arvind Jayaraman,0.8077253642720823
Aryan Tari,0.6832519707385456
Arystanbek Urazayev,0.6595746366113555
Asa Hoffmann,0.4671308766782425
Ashot Nadanian,0.6904058912108731
Ashritha Eswaran,0.22000714896313855
Asish Panda,0.20478748472148606
Aslan Aitbayev,0.43362123801117275
Assel Lesbekova,0.5683360907376379
Assel Serikbay,0.41791267242134655
Aswath S,0.7398345621276976
Asylbek Abdyjapar,0.18300542678503579
Atanas Dimitrov,0.11789489569678299
Atilla Eynullayev,0.3275574048653031
Atousa Pourkashiyan,0.6301808900197152
Attila Jr. Forgacs,0.37335419884490945
Attila Turzo,0.7305795592962425
Augustin Droin,0.24974650749867666
Augustinas Bazilius,0.7947247490451305
Aung Thant Zin,0.49793110895505494
Aurelio Vila Dupla,0.49078534515625183
Austin Mei,0.35629470306430694
Avi Kaplan,0.11066108501068475
Avital Boruchovsky,0.806455805403117
Axel Bachmann,0.48072081698542457
Axel Delorme,0.9385889503983627
Ayan Allahverdiyeva,0.0584823082556367
Aydin Suleymanli,0.06393478542201184
Aydin Turgut,0.0232506058472937
Ayrat Vafin,0.7090215835475361
Azer Mirzoev,0.9227700560189952
Aziz Degenbaev,0.10878177692862254
BOZNENA PIDDUBNA,0.44213711356185004
Baadur Jobava,0.6118114595679852
Babageldi Annaberdiyev,0.5943475996554614
Bach Ngoc Thuy Duong,0.6151535390196304
Bahadir Ozen,0.8861457932473416
Bahadur Khodzhamkuliev,0.44087558112383246
Baira Kovanova,0.2867690020242998
Bakhtiyar Askarov,0.3858178557360987
Bakhtiyar Nugumanov,0.5255115887839088
Balaji Daggupati,0.15949678638245618
Balázs Csonka,0.9005508195014569
Bao Nghia Dong,0.1177995647033735
Barad Yeganegi,0.45569329045122176
Barbara Skuhala,0.09722301465831476
Bardiya Daneshvar,0.2589440672769394
Barnabas Kovacsy,0.8218448067038627
Bartosz Przybylski,0.25885849489548707
Batuhan Özen,0.35929406532471
Bayastan Sydykov,0.2439082986766548
Beksultan Moldagali,0.6360324982112431
Belka1989,0.5989141376825706
Ben Finegold,0.6833286017479441
Ben Johnson,0.4923108144796712
Bence Pribelszky,0.11181113847618107
Benedikt Dauner,0.7442103731483093
Benedikt Huber,0.4255072069295518
Benik Agasarov,0.6683335292157719
Benjamin Bok,0.8779836764365875
Benny Aizenberg,0.2287903434479699
Bernardo Vainzoff Sztokbant,0.776211523310436
Bharath Subramaniyam.H Harishankkar,0.1223083126361634
Bianka Havanecz,0.33745779676025
Bibisara Assaubayeva,0.4779521113777882
