Name,Structual-Continuity_Style_Prob
Anna Kubicka,0.27986494414399415
Anna M. Sargsyan,0.6165023154811802
Anna Shukhman,0.9597873181591453
Anna-Maja Kazarian,0.8228334371328654
Anthony Atanasov,0.8500135297775657
Anthony Wirig,0.45220566556481023
Antoine Bournel,0.10688279056956054
Anton Barash,0.28079558677982186
Anton Demchenko,0.14760037875825724
Anton Isajevsky,0.08928086729540914
Anton Karpenko,0.5175801084638583
Anton Korobov,0.11811528221893748
Anton Vasilenok,0.3477101263599514
Antoni Kozak,0.3279450460612237
Antoni Szustakowski,0.09314029598746516
Antonin Ferey,0.04323060600056604
Antonio Arencibia,0.5282195972637153
Antonio Carlos Bambino Filho,0.047110492164379285
Antonio Lopez Del Alamo,0.052011011838774254
Antonio Naranjo Moreno,0.5895482702977357
Antonio Pedro Freixial Vasques,0.2690233101797041
Antonio Ruperez Benito,0.8662850419907022
Antonios Gkavardinas,0.9715803477602188
Anusha Subramanian,0.7911518087383964
Anysia Thomas,0.2939186030213987
ApacheSVD,0.5281064539269631
Apoorv Kamble,0.5991304484434513
AradNazari,0.778309388551437
Aradhya Garg,0.8725543529189682
Aram Hakobyan,0.4743084792731784
Aran Köhler,0.1960780230456206
Arash Tahbaz,0.06004283093875481
Aravindh Chithambaram,0.2757386730264595
Aref Vasli,0.1171464672895661
Ari Guz,0.5018635101570519
Ari Kiremitciyan,0.37498693324112436
Arian Baradaran Tamadon,0.23148354865753143
Ariel Nicolas Tokman,0.05890225693775032
Arina Kiseleva,0.2952331028261807
Arjun Adireddy,0.7529369449050367
Arjun Erigaisi,0.16074894775505075
Arman Erzhanov,0.08198892687267002
Arman Geivondian,0.8191192801880481
Arman Ghevondyan,0.49223301188119734
Arman Mikaelyan,0.6047023520119389
Armin Kekic,0.20016970231301873
Armin Mušović,0.9414323481196473
Arnaldo Jesus Fernandez De La Vara Mulet,0.15589962821574918
Arnold Essing,0.7676092630805089
Arnold Mayeregger,0.0814403415979525
Aron Pasti,0.8376406557079935
Arsal Gardezi,0.33199630730657637
Arsene Kukhmazov,0.43884170803915445
Arseniy Astafurov,0.3717087806550052
Arseniy Nesterov,0.5336584337935394
Arseny Alavkin,0.25466894313847616
Artak Manukyan,0.7240495496666084
Artem Alek Fedorov,0.9184439121147759
Artem Bardyk,0.9838294587740141
Artem Chernobay,0.06037309421856509
Artem Dyachuk,0.6676341249224489
Artem Galaktionov,0.01332216204578735
Artem Gulevich,0.4172674014057649
Artem Koval,0.6350042883630528
Artem Legenya,0.092549441506427
Artem Omelja,0.29602107913053066
Artem Sadovsky,0.18355304856336185
Artem Timofeev,0.36709446662950473
Artemii Khanbutaev,0.28838634497608073
Artemiki Lebedev,0.9803095141385917
Artemy Gogolev,0.5921752471519676
Arthur De Winter,0.6744575790597296
Arthur Lucas,0.10154734720453004
Arthur Muromtsev,0.36492420440968826
Arthur Olinto de Souza,0.17796691436283418
Artin Ashraf,0.21444766738994064
Artiom Samsonkin,0.9882803875057382
Artiom Stribuk,0.34626395187608466
Artur Dilmukhametov,0.14415674593728153
Artur Gabrielian,0.4658972535823209
Artur Tin Lun Dai Lima,0.2142933624373679
Artyom Bogdanov,0.5625676204123362
Artyom Manukyan,0.26576323765021714
Arush Chitre,0.11827034928328481
Arvids Andrejevs,0.9385152890385651
Arvind Jayaraman,0.14479715539621316
Aryan Tari,0.9393232859880307
Arystanbek Urazayev,0.8572170896529181
Asa Hoffmann,0.07149655870880631
Ashot Nadanian,0.9597093313978069
Ashritha Eswaran,0.6323125748793855
Asish Panda,0.6249552271428754
Aslan Aitbayev,0.6482255625313227
Assel Lesbekova,0.43082105938142573
Assel Serikbay,0.4060612585857542
Aswath S,0.2723391161705279
Asylbek Abdyjapar,0.1655144422005545
Atanas Dimitrov,0.07010273422886468
Atilla Eynullayev,0.3811023036006832
Atousa Pourkashiyan,0.8003473563082375
Attila Jr. Forgacs,0.4357786208853561
Attila Turzo,0.15171612360357598
Augustin Droin,0.49957261673116793
Augustinas Bazilius,0.5968584315341141
Aung Thant Zin,0.30456165783853767
Aurelio Vila Dupla,0.08978090399390318
Austin Mei,0.26558363671336094
Avi Kaplan,0.35606315888461043
Avital Boruchovsky,0.7039081407954246
Axel Bachmann,0.16926784384078233
Axel Delorme,0.493254181420179
Ayan Allahverdiyeva,0.6336410025612926
Aydin Suleymanli,0.18280394897521451
Aydin Turgut,0.4107790338357377
Ayrat Vafin,0.3019854358583567
Azer Mirzoev,0.12385622971939059
Aziz Degenbaev,0.24713287361651987
BOZNENA PIDDUBNA,0.6040586153718503
Baadur Jobava,0.4168096847087671
Babageldi Annaberdiyev,0.2703686724173287
Bach Ngoc Thuy Duong,0.13721020556196523
Bahadir Ozen,0.030077031513448697
Bahadur Khodzhamkuliev,0.06958134137305567
Baira Kovanova,0.13940657262746045
Bakhtiyar Askarov,0.04753752561931379
Bakhtiyar Nugumanov,0.20999983068886602
Balaji Daggupati,0.9700910321573781
Balázs Csonka,0.9217529897192878
Bao Nghia Dong,0.380898443998523
Barad Yeganegi,0.5345597692583933
Barbara Skuhala,0.5129449862024194
Bardiya Daneshvar,0.01632611109066783
Barnabas Kovacsy,0.7350347159396664
Bartosz Przybylski,0.40278585543110224
Batuhan Özen,0.0777045931254743
Bayastan Sydykov,0.5797106434035602
Beksultan Moldagali,0.9678267170873275
Belka1989,0.03443127748912346
Ben Finegold,0.2122658116085685
Ben Johnson,0.23261751223078836
Bence Pribelszky,0.3780405180975249
Benedikt Dauner,0.22115484583574058
Benedikt Huber,0.19345536152165163
Benik Agasarov,0.943339192552435
Benjamin Bok,0.3648917552966693
Benny Aizenberg,0.36099936357654017
Bernardo Vainzoff Sztokbant,0.6222196893834753
Bharath Subramaniyam.H Harishankkar,0.5571721502932452
Bianka Havanecz,0.4922141023367147
Bibisara Assaubayeva,0.20676003593664016
BikingBrian,0.04908627107788796
Bilel Bellahcene,0.3020217628417694
Bintang Rasyid,0.7978674383107414
Björn Andersson,0.30853987732773946
Blanka Ejsymont,0.29508697607508416
Blaz Bratovic,0.39363512618103413
Blazej Grot,0.37046560952859375
BobbyFischer1508,0.047737921212533514
Bobur Sattarov,0.39301342032461184
Bogdan Belyakov,0.7656470116923839
Bogdan Daniel Deac,0.4361190157892212
Bogusz Piliczewski,0.2809798867435395
Bojan Maksimović,0.16809075460464348
Bojan Todorovic,0.049912877046386736
Boris Bruned,0.09810213300699341
Boris Ferrufino,0.15639032497072053
Boris Grachev,0.8264530556513942
Boris Savchenko,0.4630389942358706
Boris Stankovic,0.22530569861228766
Bovie Mei Liu,0.40615035160264695
BozeKat,0.09084497923454951
Brahian Diaz Herquinio,0.5479510055751076
Brandon Jacobson,0.3291374108909065
Brett Passen,0.1174610551266265
Brewington Hardaway,0.5502238380562454
Bruno André Leite Martins,0.4224221623282382
Bruno Morado Rodrigues,0.5335479282346433
Bryan Enming Lin,0.5309110401738972
Bryan Weisz,0.5993795330283452
Bryan Xie,0.23056422352258207
Bulat Mirzanurov,0.21906119019953718
Burak Firat,0.1673777089690872
Burak Ozalp,0.0854206449242767
Buyankhishig Batpelden,0.1753807570906375
Byambaa Uyanga,0.18467992185832793
CAMPO ELIAS GUZMAN,0.06805033535063967
Caio Poeta,0.6748948385468359
Caleb Levi,0.9493032869361591
Calin Gheorghiu,0.5075099023737069
Camilo Corredor Castellanos,0.03336629895326283
Carles Martín Barceló,0.3305948868764503
Carlos Alberto Gallegos Diaz,0.03813644563068756
Carlos Alvarado,0.14398359738565195
Carlos Andres Obregón,0.040072505916934245
Carlos Andres Perdomo,0.18279593467843416
Carlos Daniel Albornoz Cabrera,0.28434993683484927
Carlos Eduardo Cardozo Munar,0.3360287583308718
Carlos Martins,0.4383286071252093
Carlos Morales,0.3639852372689343
CarlosjPineror,0.034715752783220755
Casper Liu,0.35221297598600954
Cedric Chassard,0.5775310309785633
Cem Kaan Gokerkan,0.9784978275053746
Cengiz Hasman,0.030770629778550607
Cervantes Landeiro Thalia,0.3969489430588642
Cesar Ugarte,0.12635535867912318
Chamal Gedgaf,0.045960697667194926
Chanchal Kumer Ghosh,0.647297278821845
Charles Storey,0.39459359686349016
Chelsie Monica Ignesias Sihite,0.12309495334352136
Cherry Ann Mejia,0.5471235894211027
Chesswizard_2007,0.1600797599102058
ChessyInstinct,0.712800645155428
Chris Baker,0.23579943220523222
Chris L Chambers,0.38038659654797347
Christian Almeida do Nascimento,0.6634031228953363
Christian Gian Karlo Arca,0.06668161608328933
Christian Koepke,0.9620281200858691
Christian Polster,0.1554547111987386
Christian Silvestre,0.054130863967142194
Christian Stevens,0.3187876150281033
Christiansen Sava,0.13508762935183538
Christof Sielecki,0.6340087468573485
Christopher Chabris,0.31207703448535734
Christopher Guzman,0.5138790961200196
Christopher Pace,0.26255442891151454
Christopher Woojin Yoo,0.9677413605228888
Christos Krallis,0.6531860261146509
Cindy Qiao,0.4016719558028815
Claudius Gottstein,0.7504693806987621
Clemens Rietze,0.3316151535192308
Clement Cristian Daianu,0.6708203218297697
Coachpoker,0.7092313168488835
Collin Colbow,0.5931294759794649
Colombiano07,0.39710707535368883
Conrad Holt,0.7790560611277654
Conrad Thake,0.04688004656560306
Cptn2,0.41312908732952913
Craig Clawitter,0.8230442284336388
Cristhian Montero,0.08437479454848677
Cristhian Portal,0.3097884400647771
Cristi Machidon,0.23501307128030202
Cristian Adrian Dolezal,0.15378859621736654
Cristian Robledo,0.16716769791427138
Cristian Sanhueza,0.8102001215660304
Cristian Silva Lucena,0.22527771458323373
Cristiano G Souza,0.14836308696792477
Cristobal Henriquez,0.03315822323528914
Cumali Unver,0.10907934486045985
Cyrielle Monpeurt,0.5295754076773422
César Augusto Blanco Gramajo,0.06116132894508384
Dachey Lin,0.34569533440330985
Dalton Perrine,0.22532223684577307
Damian Lewtak,0.1817565891476037
Damian Śliwicki,0.7974690856933624
Damir Ismagilov,0.0771096315554459
Dan Herman,0.4028683923461787
Dan Shapiro,0.06520280373975942
Dana Tuleyeva-Aketayeva,0.1301628303574735
Daniel Aguiar De Sousa,0.03297622729382787
Daniel Barria,0.14374888721494897
Daniel Beniosev,0.0677182759045807
Daniel Centron Antuna,0.7314964187548488
Daniel Chan,0.6739039941284897
Daniel Cremisi,0.47750190644186874
Daniel Dardha,0.6908098305648218
Daniel Garcia Ramos,0.7789459210634829
Daniel Girsh,0.3524829992889925
Daniel Gormally,0.17491056614387132
Daniel Gutiérrez Olivares,0.0480547848264303
Daniel Kopylov,0.3950781436892163
Daniel Marcolino,0.449298328985866
Daniel Melamed,0.5364818538212036
Daniel Naroditsky,0.7339348059361579
Daniel Pinto,0.1277363230052993
Daniel Rangel,0.0766928461667278
Daniel Ser,0.19747966512373202
Daniel Taboas Rodriguez,0.09605536768157506
Daniel Tabuenca Mendataurigoitia,0.030090923421805603
Daniel Teidi Awoki,0.7507653967638634
Daniel Titichoca Daza,0.06607478316823558
Daniel Yedidia,0.1802425571107042
Daniil Dubov,0.46902680199416924
Daniil Lintchevski,0.9899608353548031
Daniil Manelyuk,0.5252960420242989
Daniil Plyasunov,0.9683942023501213
Danila Bilan,0.7376838155887155
Danila Poliannikov,0.11776091487697311
Dantelle Joubert,0.12306442008645793
Danyyil Dvirnyy,0.29831629123022096
Daouda Ethmane,0.03845515930937375
Daria Yurasova,0.24750151530869516
Daria Zaichenko,0.6149849591501728
Darius Viškelis,0.9247123366156236
Dariusz Bieliński,0.1526889785752556
Dariusz Swiercz,0.3282485473656604
Darko R Mitrovic,0.23995485201545966
Darvi Abraham Crispin Ferreras,0.2224321771576277
Dashgyn Ibadov,0.8874878699376822
Davi Sulzbacher,0.24820418062867594
David Alexandru,0.21752845296526363
David Anton Guijarro,0.19465667851672394
David Bernat,0.036818662558197476
David Blanco Diez,0.20219197551395524
David Brodsky,0.7857148502170535
David Gasparyan,0.26256132255303993
David Gavrilescu,0.9119231940649113
David George Samir,0.6784011174804551
David Gorodetzky,0.4096481443996737
David Haydon,0.5958866040931905
David Howell,0.28519009051963906
David Kalashian,0.196597007225489
David Levine,0.16323400710060637
David Martinez,0.5534516244752068
David Navara,0.9722144820873098
David Okike,0.2822574051372582
David Paravyan,0.9880069907428698
David Rodríguez López,0.3528487461626295
David Sh. Gevorgyan,0.03552331293590012
David Shapiro,0.894520894767752
David Temirkanov,0.31727000503578645
David Torres Domínguez,0.5695767149048493
David Zakarian,0.04718441627438413
David Zhurbinsky,0.855239047083568
Davis Zong,0.3791281109941071
Dawid Czerw,0.25225091525644394
Dawid Janaszak,0.4078600947663552
Dawid Niekraś,0.5658897899960433
De Silva L.M.S.T,0.2681370832054097
Deepak Aaron,0.7142107901190721
Deepweb2020,0.08145503351878464
Dejan Djordjevic,0.08041133585305804
Dejan Jakovljevic,0.3095922217927941
Dejan Tasev,0.1356608110299851
Denes Boros,0.7958602186020889
Deniel Causo,0.9173069809479735
Deniel Safarov,0.7922941305049483
Denis Garrido,0.20184085543146696
Denis Khismatullin,0.621543437517101
Denis Kovalev,0.5048186482700816
Denis Kozlov,0.8329881230729678
Denis Lazavik,0.221398731954677
Denis Makhnev,0.13397837374863997
Denis Pershin,0.4005535556961399
Deniz Arman,0.9519704992744005
Dennis Wagner,0.6812671351417432
Derek Wu,0.7928043739124819
Derlei Alex Florianovitz,0.6464252368700574
Dev Shah,0.26518424212132385
Devina Devagharan,0.505047742742734
Devindya Oshini Gunawardhana,0.22330190157694493
Dewar B. Feliz Dotel,0.45671789508562705
Deysi Cori,0.4952965080480178
Diana Mirza,0.11934403882301466
Diana Preobrazhenskaya,0.7561410463792942
Diego Adla,0.34316857853779104
Diego Berardino,0.4350196868097537
Diego Carbone,0.2930793260904669
Diego Flores Quillas,0.5165228314311866
Diego Garcia,0.02507372417234518
Diego Zilleruelo,0.7323335434966531
Dila Baloglu,0.5541163878234965
Dimitar Mardov,0.4647461419541227
Dimitrios Vazelakis,0.16901613417956418
Dimitris Alexakis,0.3587358966430133
Dimitris Makridis,0.8526716843363369
Dina Belenkaya,0.3240011882789832
Dinara Wagner,0.17714154569145873
Dinesh Rajan M,0.7315192435689946
Diogo Duarte Guimaraes,0.7695728718300164
Dion Krivenko,0.055647286944361704
Dion Su,0.22853513552699609
Dirk Troltenier,0.6606988642276094
Djuro Skaric,0.052567123411064655
Dmitrii Marcziter,0.19582445767825782
Dmitrij Kollars,0.4449633306891922
Dmitrij Skurikhin,0.2284801561609195
Dmitriy Bocharov,0.027397167416944597
Dmitriy Kushko,0.03334622651332971
Dmitry Andreikin,0.474493317950074
Dmitry Frolyanov,0.48540487301493174
Dmitry Gordievsky,0.12883029398995724
Dmitry Gurevich,0.09770532047315292
Dmitry Kirillov,0.6894090820823982
Dmitry Kononenko,0.8331090201422283
Dmitry Kryakvin,0.4347414264318347
Dmitry MIschuk,0.7432272553722229
Dmitry Maximov,0.2616254173276165
Dmitry Minko,0.7768748025507441
Dmitry Petukhov,0.8687381785781669
Dmitry Ponomarev,0.9644179250969366
Dmitry Rostovtsev,0.1835479735320994
Dmitry Semenenko,0.7667993778561366
Dmitry Sumaneev,0.04441644445039921
Dmitry Tatarinov,0.22705146782668145
Dmitry Vyatkin,0.14110271025741508
Dmitry Zacurdajev,0.598368298289138
Dmitry Zenin,0.01605819942468759
Dobre Claudiu Cristian,0.1908145800153859
Dolzhykova Kateryna,0.2853615653697738
Domantas Klimciauskas,0.1095070837731897
Dominick Orzech,0.05246880608371137
Dominik Horvath,0.4774628614046101
Dominik Marczuk,0.063554099439512
Dominique Myers,0.35536507337669293
Donát Daróczi,0.030873512212177805
Dorian Kang,0.3193191427436707
DrMamaliga,0.07555367820719974
Dragan Popadic,0.042063097001747596
Dragomirescu Robin,0.19387161456397695
Dragos Ceres,0.2516882013413273
Duc Minh Lai,0.11522454012537431
Dumitru-Daniel Dinu,0.7336699894628547
Dushyant Sharma,0.9041010316786225
Dávid Haszon De,0.5998870461519108
EREBUNI91,0.7786186936933508
Edgar Hayrapetyan,0.2598508244165712
Edgard Vinicius Zanette,0.07186605332912868
Edgardo J. Almedina Ortiz,0.07110662665569877
Ediz Gürel,0.9649015226476013
Edmund C Player,0.17394410554264841
Eduard Ashiev,0.15469281612874286
Eduard Kanter,0.12884569371351884
Eduardo Barbosa Mesquita,0.5356495625166402
Eduardo Iturrizaga Bonelli,0.06153010527914138
Eduardo Marra,0.11154075576304631
Eduardo Mendez Fortes,0.5510166566338508
Eduardo Muzzi,0.5943401022091639
Eduardo Peralta,0.03988444697796636
Edvin Trost,0.42832140138977837
Eelke De Boer,0.7687507535228045
Eesha Karavade,0.2589210374290395
Egor Baskakov,0.6237483963809549
Egor Bykov,0.4580023712408387
Egor Koshulyan,0.561967975148758
Egor Kurchenko,0.48341189105943777
