Name,Tactical_Style_Score,Rank_Percentile,IForest_Pct,ELO
Aarav Dengla,0.9721706864564008,0.975139146567718,0.9677179962894249,2871.0
Vasilii Titarov,0.9746196660482375,0.9747680890538033,0.9743970315398887,2544.0
Marcel Petersen,0.952430426716141,0.9743970315398887,0.9194805194805195,2703.0
Jan Malek,0.977291280148423,0.974025974025974,0.9821892393320965,2912.0
Loay Sameer,0.9727643784786641,0.9736549165120594,0.9714285714285714,2607.0
Vaclav Finek,0.9528014842300556,0.9732838589981447,0.922077922077922,2958.0
Zarina Shafigullina,0.9794434137291281,0.9729128014842301,0.989239332096475,2446.0
Stefan Mladenovic,0.9716512059369202,0.9725417439703155,0.9703153988868275,2679.0
Alvaro Blanco Fernandez,0.9742486085343227,0.9721706864564007,0.9773654916512059,2320.0
Pranesh M,0.9694248608534324,0.9717996289424861,0.9658627087198516,3196.0
Leandro Formes De Arruda,0.9736549165120594,0.9714285714285714,0.9769944341372913,2401.0
Marie Sebag,0.9777365491651206,0.9710575139146568,0.9877551020408163,2667.0
Jakub Chyży,0.9558441558441558,0.9706864564007421,0.9335807050092765,2587.0
Noël Studer,0.9756586270871985,0.9703153988868275,0.9836734693877551,2650.0
Nikolay Milchev,0.9616326530612246,0.9699443413729129,0.9491651205936921,2570.0
Stefanos Kazantzoglou,0.8912059369202225,0.9695732838589981,0.7736549165120594,2538.0
Dmitry Frolyanov,0.978256029684601,0.9692022263450835,0.9918367346938776,2670.0
Farid Orujov,0.9303896103896104,0.9688311688311688,0.8727272727272727,2821.0
Artem Koval,0.9709833024118739,0.9684601113172542,0.9747680890538033,2619.0
Олег Губанов,0.974025974025974,0.9680890538033395,0.9829313543599257,2465.0
anushurvan graf,0.9588126159554731,0.9677179962894249,0.9454545454545454,2365.0
Mikhail Antipov,0.9709090909090909,0.9673469387755103,0.976252319109462,2987.0
Andrey Tsvetkov,0.9680148423005566,0.9669758812615955,0.9695732838589981,2961.0
x-5963514717,0.9483487940630797,0.9666048237476809,0.9209647495361781,2620.0
ThaKanielOutis,0.9684601113172542,0.9662337662337662,0.9717996289424861,2498.0
Aarit Kapil,0.9501298701298702,0.9658627087198516,0.926530612244898,2731.0
Gustavo Eduardo Nunez V,0.8439332096474954,0.9654916512059369,0.661595547309833,2235.0
Aditya Mittal,0.9532467532467532,0.9651205936920223,0.9354359925788497,3004.0
John Bartholomew,0.9692022263450835,0.9647495361781077,0.9758812615955473,2868.0
Igor Bjelobrk,0.9669016697588126,0.9643784786641929,0.9706864564007421,2694.0
Valery Kazakouski,0.9714285714285714,0.9640074211502783,0.9825602968460111,3028.0
Abdimalik Abdisalimov,0.9391465677179962,0.9636363636363636,0.9024118738404453,2783.0
Hovik Hayrapetyan,0.9644526901669759,0.963265306122449,0.9662337662337662,3060.0
Mykhailo Shinkarev,0.9394434137291281,0.9628942486085343,0.9042671614100185,2535.0
Ahmad Al khatib,0.9043413729128016,0.9625231910946197,0.8170686456400742,2726.0
Daniel Centron Antuna,0.9470129870129871,0.9621521335807051,0.92430426716141,2621.0
Paul Makarov,0.9601484230055659,0.9617810760667903,0.9576994434137291,2402.0
Pavel Plotnikov,0.9606679035250464,0.9614100185528757,0.9595547309833025,2556.0
Kamal Aghasiyev,0.9623747680890538,0.961038961038961,0.9643784786641929,2587.0
Максим Щекачихин,0.9571057513914657,0.9606679035250464,0.9517625231910947,2719.0
Roberto De Abreu,0.9678664192949906,0.9602968460111317,0.9792207792207792,2123.0
Eytan Rozen,0.9620037105751392,0.9599257884972171,0.9651205936920223,2944.0
Dominik Horvath,0.9678664192949907,0.9595547309833025,0.9803339517625231,2890.0
Derlei Alex Florianovitz,0.9375139146567717,0.9591836734693877,0.9050092764378479,2223.0
Oleg Badmatsyrenov,0.9332838589981447,0.9588126159554731,0.8949907235621521,2749.0
Vignir Vatnar Stefansson,0.9550278293135437,0.9584415584415584,0.9499072356215214,2842.0
Xeniya Balabayeva,0.9438218923933209,0.9580705009276438,0.9224489795918367,2495.0
Alexander Zlatin,0.9202968460111317,0.9576994434137291,0.8641929499072356,2562.0
Cristian Adrian Dolezal,0.9303153988868275,0.9573283858998145,0.889795918367347,2542.0
Dinara Wagner,0.9563636363636364,0.9569573283858999,0.9554730983302412,2656.0
Гульдона Каримова,0.9323933209647495,0.9565862708719851,0.8961038961038961,2429.0
Vache Hovakimyan,0.9251948051948051,0.9562152133580705,0.8786641929499073,2687.0
Juan Manuel Garcia Almaguer,0.9631168831168831,0.9558441558441558,0.974025974025974,2489.0
Henrique M A Albergaria Paiva,0.9565120593692022,0.9554730983302412,0.9580705009276438,2314.0
Gonzalo Navarrete,0.8964749536178107,0.9551020408163265,0.8085343228200371,2634.0
Alejandro Cuellar Montes,0.9484972170686456,0.9547309833024119,0.9391465677179963,2562.0
Miguel Munoz,0.9614842300556585,0.9543599257884973,0.9721706864564007,2777.0
SALVA-DALI,0.9419666048237476,0.9539888682745825,0.9239332096474954,2757.0
Aljoscha Feuerstack,0.9681632653061224,0.9536178107606679,0.9899814471243042,2778.0
Alvar Alonso Rosell,0.9382560296846011,0.9532467532467532,0.9157699443413729,2899.0
Cesar Ugarte,0.9273469387755102,0.9528756957328386,0.8890538033395177,2305.0
Robby Kevlishvili,0.9363265306122449,0.952504638218924,0.9120593692022263,3092.0
William Ferreira Da Cruz,0.89291280148423,0.9521335807050093,0.8040816326530612,2514.0
Валерий Свиридов,0.9456771799628942,0.9517625231910947,0.9365491651205937,2933.0
Bilel Bellahcene,0.963265306122449,0.9513914656771799,0.9810760667903525,2460.0
Thomas Bauer,0.9277179962894249,0.9510204081632653,0.8927643784786642,2607.0
Zaur Mammadov,0.9546567717996289,0.9506493506493506,0.9606679035250464,2896.0
Miguel Santos Ruiz,0.9578478664192949,0.950278293135436,0.9692022263450835,2823.0
Andrew Wu,0.9334322820037106,0.9499072356215214,0.9087198515769944,2549.0
Shant Sargsyan,0.9240074211502783,0.9495361781076067,0.8857142857142857,3024.0
Volodymyr Onyshchuk,0.9628200371057514,0.9491651205936921,0.9833024118738405,2964.0
Javier Ruiz Vazquez,0.9007050092764379,0.9487940630797773,0.8285714285714286,2703.0
Oleksandr Bortnyk,0.9525788497217069,0.9484230055658627,0.9588126159554731,3210.0
Andrew Hong,0.9421150278293136,0.948051948051948,0.9332096474953617,2977.0
Максим Матюнин,0.7888682745825603,0.9476808905380334,0.5506493506493506,2574.0
Philipp Sonnenschein,0.951317254174397,0.9473098330241188,0.9573283858998145,2515.0
Andrei-Mihai Bonte,0.9493135435992579,0.9469387755102041,0.9528756957328386,2399.0
Maksym Goroshkov,0.6290909090909091,0.9465677179962895,0.1528756957328386,2845.0
Emerson Veiga,0.9435250463821891,0.9461966604823747,0.939517625231911,2384.0
Michal Provaznik,0.934100185528757,0.9458256029684601,0.9165120593692022,2278.0
Matthew Wadsworth,0.9451576994434138,0.9454545454545454,0.9447124304267162,2777.0
Nikita Fedotov,0.9560667903525046,0.9450834879406308,0.9725417439703155,2565.0
Yulia Efremova,0.94708719851577,0.9447124304267162,0.9506493506493506,2328.0
Jan Gustafsson,0.9435992578849721,0.9443413729128015,0.9424860853432282,2836.0
Lawrence Trent,0.9315027829313545,0.9439703153988869,0.9128014842300557,2710.0
Dávid Haszon De,0.915547309833024,0.9435992578849721,0.8734693877551021,2423.0
anon219,0.9476808905380334,0.9432282003710575,0.9543599257884973,2896.0
Mitch Fishbein,0.9281632653061225,0.9428571428571428,0.9061224489795918,2574.0
Ivan Martic,0.9359554730983303,0.9424860853432282,0.9261595547309833,2579.0
Erik van den Dikkenberg,0.8949165120593692,0.9421150278293136,0.8241187384044527,2146.0
Tobias Kölle,0.836808905380334,0.9417439703153989,0.6794063079777366,3017.0
Hans Niemann,0.950278293135436,0.9413729128014843,0.9636363636363636,3214.0
Pablo Lalanne,0.9515398886827457,0.9410018552875695,0.9673469387755103,2485.0
Isabelle Tamarozi,0.9392949907235622,0.9406307977736549,0.937291280148423,2126.0
Evgenij Novikov,0.9255658627087198,0.9402597402597402,0.9035250463821892,2563.0
Christian Almeida do Nascimento,0.9333580705009277,0.9398886827458256,0.9235621521335807,2635.0
Alon Mindlin,0.9292764378478664,0.939517625231911,0.9139146567717996,2903.0
Greg Shahade,0.908126159554731,0.9391465677179963,0.861595547309833,2783.0
Marko Nenezic,0.9176994434137291,0.9387755102040817,0.8860853432282003,2873.0
Marco Lantini,0.9470129870129871,0.9384044526901669,0.9599257884972171,2517.0
Luis Enrique Valle Maytin,0.8906864564007421,0.9380333951762523,0.8196660482374768,2439.0
Ali Rastbod,0.9446382189239332,0.9376623376623376,0.9551020408163265,2931.0
Arthur Lucas,0.8979591836734693,0.937291280148423,0.8389610389610389,2331.0
Zachary Calderon,0.8300556586270873,0.9369202226345084,0.6697588126159555,2289.0
Roman Novoselov,0.9217068645640074,0.9365491651205937,0.8994434137291281,2641.0
Alexey Kislinsky,0.9453803339517626,0.9361781076066791,0.9591836734693877,2687.0
Adham Fawzy,0.9322448979591837,0.9358070500927643,0.9269016697588126,2973.0
Jeffinho023,0.9321706864564008,0.9354359925788497,0.9272727272727272,2500.0
Ben Finegold,0.8317625231910946,0.935064935064935,0.676808905380334,2587.0
Tobias Lang Nilsen,0.9294990723562152,0.9346938775510204,0.9217068645640074,2596.0
Adam Mekhane,0.8559554730983302,0.9343228200371058,0.738404452690167,2531.0
Sven Tica,0.9523562152133581,0.9339517625231911,0.9799628942486085,2742.0
Kacper Drozdowski,0.7847124304267161,0.9335807050092765,0.5614100185528756,3061.0
Xiaobing Gu,0.9338033395176252,0.9332096474953617,0.9346938775510204,2418.0
Anatoly Bykhovsky,0.9064192949907236,0.9328385899814471,0.8667903525046382,2677.0
Ediz Gürel,0.8748794063079777,0.9324675324675324,0.7884972170686456,3250.0
Bryan Enming Lin,0.9245269016697588,0.9320964749536178,0.9131725417439703,2839.0
thechesscorner 64,0.9314285714285715,0.9317254174397032,0.9309833024118739,2511.0
Christian Koepke,0.8893506493506493,0.9313543599257885,0.8263450834879407,2536.0
Pablo Barrionuevo,0.9441929499072357,0.9309833024118739,0.9640074211502783,2430.0
Vlad Lymar,0.9225974025974025,0.9306122448979591,0.9105751391465677,2635.0
Devina Devagharan,0.8812615955473098,0.9302411873840445,0.8077922077922078,2606.0
Yuriy Kuzubov,0.9175510204081633,0.9298701298701298,0.8990723562152133,2952.0
Medina Paz Miguel 1968,0.9345454545454546,0.9294990723562152,0.9421150278293136,2443.0
Rudi Olenik Campa,0.9378849721706864,0.9291280148423006,0.9510204081632653,2705.0
Liam Putnam,0.8906122448979592,0.9287569573283859,0.8333951762523191,3170.0
Kim Yew Chan,0.9421892393320965,0.9283858998144713,0.9628942486085343,2573.0
Ilja Sirosh,0.9020408163265308,0.9280148423005566,0.8630797773654917,2584.0
Farzad Bolourchifard,0.9058256029684602,0.9276437847866419,0.8730983302411874,2748.0
Eduardo Iturrizaga Bonelli,0.9042671614100185,0.9272727272727272,0.8697588126159554,3010.0
Rafael Ventura dos Santos,0.8449721706864564,0.9269016697588126,0.7220779220779221,2453.0
Jerzy Slaby,0.9281632653061225,0.926530612244898,0.9306122448979591,2641.0
Nitzan Steinberg,0.934025974025974,0.9261595547309833,0.9458256029684601,3006.0
Ori Kobo,0.9369202226345084,0.9257884972170687,0.9536178107606679,2811.0
Daniel Teidi Awoki,0.8874211502782932,0.925417439703154,0.8304267161410018,2336.0
Steven Javier Rojas Salas,0.8386641929499072,0.9250463821892393,0.7090909090909091,2592.0
Vidit Gujrathi,0.9323933209647495,0.9246753246753247,0.9439703153988869,3054.0
Adam Kozak,0.9167346938775509,0.92430426716141,0.9053803339517625,3045.0
S.L. Narayanan,0.8880148423005567,0.9239332096474954,0.8341372912801485,3044.0
Gaioz Nigalidze,0.9302411873840446,0.9235621521335807,0.9402597402597402,2815.0
Denis Khismatullin,0.9344712430426716,0.9231910946196661,0.9513914656771799,2940.0
Zhamsaran Tsydypov,0.91139146567718,0.9228200371057514,0.8942486085343229,3070.0
Bintang Rasyid,0.9217068645640074,0.9224489795918367,0.9205936920222635,2475.0
Arjun Erigaisi,0.9412244897959183,0.922077922077922,0.9699443413729129,3183.0
Bartosz Przybylski,0.8939517625231911,0.9217068645640074,0.8523191094619667,2707.0
Fabio Colonetti,0.9354359925788497,0.9213358070500928,0.9565862708719851,2370.0
Camilo Corredor Castellanos,0.9154730983302413,0.9209647495361781,0.9072356215213359,2575.0
Barnabas Kovacsy,0.8742857142857143,0.9205936920222635,0.8048237476808905,2570.0
Rebeca Garcia Hernandez,0.9387755102040817,0.9202226345083488,0.9666048237476809,2173.0
Szymon Gumularz,0.9237105751391466,0.9198515769944341,0.9294990723562152,3068.0
Aravindh Chithambaram,0.9364007421150278,0.9194805194805195,0.9617810760667903,3035.0
x-3704738925,0.9333580705009277,0.9191094619666048,0.9547309833024119,2743.0
Tangi Migot,0.8911317254174397,0.9187384044526902,0.849721706864564,2523.0
Andrei Olhovik,0.9201484230055659,0.9183673469387755,0.9228200371057514,2633.0
Axel Bachmann,0.9361038961038961,0.9179962894248609,0.963265306122449,2939.0
Cristobal Henriquez,0.9346938775510205,0.9176252319109462,0.9602968460111317,3003.0
Olexandr Shevchuk,0.9168089053803339,0.9172541743970315,0.9161410018552876,2475.0
Alex Arias Igual,0.9293506493506494,0.9168831168831169,0.948051948051948,2320.0
Pavel Salman,0.8612987012987012,0.9165120593692022,0.7784786641929499,2576.0
Kuzmicz Krystian,0.8873469387755102,0.9161410018552876,0.8441558441558441,2735.0
Kemal Bashirov,0.9248237476808905,0.9157699443413729,0.9384044526901669,2657.0
Matthew O'Brien,0.9027829313543599,0.9153988868274583,0.8838589981447125,2712.0
Rohan Rajaram,0.8164749536178109,0.9150278293135437,0.6686456400742115,2646.0
Evgeny Degtiarev,0.9186641929499072,0.9146567717996289,0.9246753246753247,2392.0
Luis Guillermo Antúnez Soler,0.8213729128014842,0.9142857142857143,0.6820037105751392,2601.0
Jude Shearsby,0.8667161410018553,0.9139146567717996,0.7959183673469388,2632.0
Nodirbek Abdusattorov,0.924378478664193,0.913543599257885,0.9406307977736549,3140.0
Денис Денисенко,0.8738404452690167,0.9131725417439703,0.8148423005565862,2447.0
Manolache Marius,0.8706493506493507,0.9128014842300557,0.8074211502782931,2794.0
Amelia Hernandez,0.8625602968460111,0.912430426716141,0.7877551020408163,2230.0
Isak Storme,0.9006307977736548,0.9120593692022263,0.8834879406307977,2539.0
Licael Ticona,0.7371428571428571,0.9116883116883117,0.4753246753246753,2781.0
Thomas Decker,0.9312059369202226,0.911317254174397,0.961038961038961,2388.0
Ömer Faruk Özer,0.9195547309833024,0.9109461966604824,0.9324675324675324,2722.0
londonkid,0.9148794063079777,0.9105751391465677,0.9213358070500928,2506.0
Manuel Petrosyan,0.8840816326530613,0.9102040816326531,0.8448979591836735,3005.0
Sam Schmakel,0.9206679035250465,0.9098330241187385,0.9369202226345084,2903.0
Burak Ozalp,0.9280148423005565,0.9094619666048237,0.9558441558441558,2503.0
Oleksandr Kuzhilniy,0.8325046382189238,0.9090909090909091,0.7176252319109462,2636.0
Fruzsina Szente-Varga,0.8860111317254173,0.9087198515769944,0.8519480519480519,2414.0
Leon Livaic,0.8874211502782932,0.9083487940630798,0.8560296846011132,2998.0
Aleksei Sarana,0.9275695732838591,0.9079777365491651,0.9569573283858999,3204.0
Konstantin Garagulya,0.9061224489795918,0.9076066790352505,0.9038961038961039,2530.0
sofiko tereladze,0.91139146567718,0.9072356215213359,0.9176252319109462,2391.0
Alexander Katz,0.9225974025974026,0.9068645640074211,0.9461966604823747,2723.0
Aarav Sinha,0.8946196660482375,0.9064935064935065,0.876808905380334,2602.0
Спартак Высочин,0.8599628942486085,0.9061224489795918,0.7907235621521336,2724.0
Nahun Gavarrete,0.7108719851576994,0.9057513914656772,0.41855287569573285,2216.0
Igor Miladinovic,0.8932096474953617,0.9053803339517625,0.8749536178107606,2877.0
Robert Baskin,0.9156957328385901,0.9050092764378479,0.9317254174397032,2695.0
goofypenguin96,0.9074582560296847,0.9046382189239333,0.9116883116883117,2585.0
Sergey Drygalov,0.919851576994434,0.9042671614100185,0.9432282003710575,3142.0
Ettore Stromboli,0.7844155844155845,0.9038961038961039,0.6051948051948052,2512.0
Omar Garcia Blanco,0.8846753246753247,0.9035250463821892,0.8564007421150278,2673.0
Daniel Cremisi,0.8834137291280149,0.9031539888682746,0.8538033395176252,2635.0
Tor Fredrik Kaasen,0.9250463821892393,0.9027829313543599,0.9584415584415584,2870.0
Alejandro Pacheco,0.8964749536178107,0.9024118738404453,0.887569573283859,2577.0
Alessio Boraso,0.8742857142857143,0.9020408163265307,0.8326530612244898,2512.0
Kaivalya Sandip Nagare,0.8936549165120593,0.9016697588126159,0.8816326530612245,2827.0
Jaka Brilej,0.908126159554731,0.9012987012987013,0.9183673469387755,2573.0
Karsten Schuster,0.8286456400742115,0.9009276437847866,0.7202226345083488,2465.0
Sasvatha A,0.7108719851576994,0.900556586270872,0.42634508348794065,2381.0
Oleg Kozlov,0.9012244897959184,0.9001855287569573,0.9027829313543599,2747.0
Maksym Dubnevych,0.9247495361781076,0.8998144712430427,0.9621521335807051,3003.0
Jose Javier Gonzalez Castillo,0.9190352504638218,0.8994434137291281,0.9484230055658627,2640.0
Daniel Ser,0.8952133580705008,0.8990723562152133,0.8894248608534323,2515.0
Yurii Khodko,0.8522448979591837,0.8987012987012987,0.7825602968460111,2695.0
Daniel Naroditsky,0.926382189239332,0.898330241187384,0.9684601113172542,3073.0
Arman Geivondian,0.8626345083487941,0.8979591836734694,0.809647495361781,2737.0
Stanley Badacsonyi,0.889721706864564,0.8975881261595547,0.8779220779220779,2770.0
Victor Mikhalevski,0.8834137291280149,0.8972170686456401,0.862708719851577,2763.0
Alexey Reshetnikov,0.887643784786642,0.8968460111317255,0.8738404452690167,2911.0
Mahammad Muradli,0.9203710575139146,0.8964749536178107,0.9562152133580705,3203.0
Valentyn Prokofiev,0.8962523191094619,0.8961038961038961,0.8964749536178107,2683.0
Siem van Dael,0.8733209647495361,0.8957328385899814,0.8397031539888683,2169.0
Sebastian Mihajlov,0.8543970315398887,0.8953617810760668,0.7929499072356215,2844.0
Siar Yaran,0.8992949907235622,0.8949907235621521,0.9057513914656772,2753.0
Juan Cruz Arias,0.8842300556586271,0.8946196660482375,0.8686456400742115,2858.0
Aksel Bu Kvaloy,0.7992578849721708,0.8942486085343229,0.6567717996289425,2924.0
Bibisara Assaubayeva,0.8848237476808906,0.8938775510204081,0.8712430426716141,2854.0
De Silva L.M.S.T,0.8963265306122449,0.8935064935064935,0.900556586270872,2709.0
Robert Gabriel,0.8267903525046383,0.8931354359925788,0.7272727272727273,1917.0
Sameer Mujumdar,0.8538775510204082,0.8927643784786642,0.7955473098330241,2549.0
Arsene Kukhmazov,0.9119851576994433,0.8923933209647495,0.9413729128014843,3054.0
Piotr Brzezina,0.8687198515769945,0.8920222634508349,0.8337662337662337,2733.0
Unknown_IM,0.8938775510204082,0.8916512059369203,0.8972170686456401,2896.0
Thomas Carroll,0.8878664192949907,0.8912801484230055,0.8827458256029684,2545.0
Daniil Dubov,0.9204452690166977,0.8909090909090909,0.9647495361781077,3102.0
Ruslan Gnechko,0.8976623376623376,0.8905380333951762,0.9083487940630798,2498.0
Mladen Gajic,0.8665677179962894,0.8901669758812616,0.8311688311688312,2524.0
moshe katzir,0.8532838589981446,0.889795918367347,0.7985157699443414,2281.0
Pedro Filipe Rego,0.9008534322820037,0.8894248608534323,0.9179962894248609,2497.0
Alexander Alexikov,0.8451205936920223,0.8890538033395177,0.7792207792207793,2279.0
Polina Shuvalova,0.8748794063079777,0.8886827458256029,0.8541743970315399,2908.0
Eray Kilic,0.8516512059369201,0.8883116883116883,0.796660482374768,3023.0
Aakash G,0.8459369202226346,0.8879406307977736,0.7829313543599258,2675.0
Adani Clarke,0.8238961038961039,0.887569573283859,0.7283858998144712,2267.0
Nayem haque,0.8926901669758813,0.8871985157699444,0.9009276437847866,2576.0
Nataliya Buksa,0.8065306122448979,0.8868274582560297,0.6860853432282004,2654.0
Lennis Martinez Ramirez,0.8931354359925788,0.8864564007421151,0.9031539888682746,2805.0
Duc Minh Lai,0.8626345083487941,0.8860853432282003,0.8274582560296846,2731.0
Rodrigo Vasquez,0.8658256029684601,0.8857142857142857,0.8359925788497217,2863.0
Santiago Guevara,0.900482374768089,0.885343228200371,0.9231910946196661,2270.0
Igor Lutz,0.8759183673469388,0.8849721706864564,0.8623376623376623,2155.0
Marlon Javier La Villa Rivas,0.8894990723562153,0.8846011131725418,0.8968460111317255,2502.0
Viacheslav Rozhkov,0.8981818181818182,0.8842300556586271,0.9191094619666048,2487.0
Olga Kuznetsova,0.8751020408163266,0.8838589981447125,0.8619666048237477,2614.0
mapleaff,0.9044155844155843,0.8834879406307977,0.9358070500927643,2399.0
Dimitar Mardov,0.8943970315398886,0.8831168831168831,0.911317254174397,3022.0
Angie Garcia,0.9094619666048237,0.8827458256029684,0.9495361781076067,2165.0
Dila Baloglu,0.8705009276437847,0.8823747680890538,0.8526901669758813,2559.0
Necmettin KORKMAZ,0.8794805194805195,0.8820037105751392,0.87569573283859,2486.0
Evsuld Myagmarsuren,0.8788126159554731,0.8816326530612245,0.874582560296846,2580.0
Siva Mahadevan,0.8358441558441558,0.8812615955473099,0.7677179962894248,2792.0
Michael Concio Jr.,0.7712059369202227,0.8808905380333952,0.6066790352504638,2918.0
Nafisa Muminova,0.8824489795918367,0.8805194805194805,0.885343228200371,2306.0
Julio Cesar Diaz Rosas,0.8841558441558441,0.8801484230055658,0.8901669758812616,2627.0
Richard Vedder,0.8532096474953618,0.8797773654916512,0.8133580705009277,2522.0
Joao Batista Dias,0.7962894248608534,0.8794063079777366,0.6716141001855288,1981.0
Jerzy Jesús Perez Leiva,0.9045640074211503,0.8790352504638219,0.9428571428571428,2601.0
Kateryna Lagno,0.9082003710575139,0.8786641929499073,0.952504638218924,2830.0
Bayastan Sydykov,0.892987012987013,0.8782931354359926,0.9150278293135437,2700.0
William Hernandez Gonzalez,0.8771799628942487,0.8779220779220779,0.8760667903525047,2610.0
