Name,Forcing_Style_Prob,Forcing_Style_Score
Alexander Jasinski,0.6343426519525861,0.4508
Alexander Katz,0.23322088897106402,0.0965
Alexander Khlebovich,0.11996580258313654,0.0464
Alexander Khripachenko,0.2999215061936522,0.1425
Alexander Mikhnenko,0.5638001357445204,0.3722
Alexander Moskalenko,0.3886524652197996,0.2137
Alexander Reprintsev,0.3048407419408493,0.1466
Alexander Rustemov,0.6060081683611253,0.4219
Alexander Spichkin,0.8774701209280366,0.7963
Alexander Suvorov,0.7795305866327318,0.6456
Alexander Timerkhanov,0.5651964365722512,0.3729
Alexander Velikanov,0.7018400507080067,0.5384
Alexander Zlatin,0.3800659077683692,0.2059
Alexander Zubov,0.9707910657305586,0.9859
Alexandr A Smirnov,0.5590411721465605,0.3666
Alexandr Kostiukov,0.9395900313425948,0.921
Alexandr Provotorov,0.6882319932348118,0.521
Alexandr Triapishko,0.2423934834927592,0.1028
Alexandra Afanasieva,0.6653809046775306,0.4894
Alexandra Kosteniuk,0.2376824722201289,0.1006
Alexandra Obolentseva,0.933676804704548,0.9069
Alexandra Prado,0.8975804935415461,0.8341
Alexandra Samaganova,0.9467805141394481,0.9365
Alexandra Shvedova,0.5661497844767176,0.3733
Alexandra Zherebtsova,0.9466972104488104,0.9362
Alexandre Bouget,0.5937514693639694,0.4048
Alexandre Qashashvili,0.24290407197707986,0.1035
Alexandros Papasimakopoulos,0.7410900065229663,0.5918
Alexandru Calin,0.9459520731132475,0.9336
Alexandru-Bogdan Banzea,0.27175965696807325,0.1265
Alexei Gubajdullin,0.9494328938528097,0.944
Alexei Kornev,0.491800696765588,0.298
Alexei Saveliev,0.8894196884850512,0.8174
Alexei Shirov,0.05964750912082101,0.0241
Alexey Chos,0.916996817437717,0.8735
Alexey Dreev,0.5069675259546785,0.3124
Alexey Evdokimov,0.9153513620578115,0.8686
Alexey Jarovinsky,0.5862219444444444,0.3978
Alexey Kislinsky,0.6515256119921529,0.4735
Alexey Kolmagorov,0.7882987342610097,0.6616
Alexey Kornyukov,0.7321842484025273,0.5781
Alexey Kovalchuk,0.5789583086989023,0.3881
Alexey Reshetnikov,0.8032880651768828,0.6816
Alexey Slavin,0.9675151425308245,0.9792
Alexey Streltsov,0.30298496008504133,0.1447
Alexey Zhuravlev,0.8553947431223896,0.7596
Alfeu Junior Varela Bueno,0.7264853342275878,0.5714
Alfie Onslow,0.8634863241656443,0.7729
Alfonso Llorente Zaro,0.8556693920749858,0.761
Alfredo Cecilio Miserendino,0.82625215690844,0.7165
Algol Jorajuria,0.7213170140713125,0.5647
Ali Elier,0.37209162840091475,0.2
Ali Farahat,0.2536546882333605,0.1132
Ali Mortazavi,0.9751244528630252,0.9904
Ali Rastbod,0.5794685444813734,0.3892
Alicja Sliwicka,0.6924959666788488,0.5262
Alikhan Daulet,0.9822405470035889,0.9959
Alikhan Khazhatuly,0.18149957718072593,0.0724
Alikhon Avazkhonov,0.803813276246171,0.6824
Alina Kashlinskaya,0.8890594356091037,0.8167
Alina Semenova,0.67087180785298,0.498
Alireza Firouzja,0.8033175794990669,0.682
Alisa Genrietta Yunker,0.3677057588045406,0.1959
Aljoscha Feuerstack,0.7915970527864763,0.6675
Alkhoori Eisa Mohmood,0.20161782783181437,0.0839
Allahverdi Hamidov,0.24557577458285934,0.1058
Alma Jaqueline Mora Velasco,0.8337140086901365,0.7262
Almas Rakhmatullaev,0.3848432536474661,0.2111
Alon Mindlin,0.3917977553982195,0.2167
Alopekos,0.345055303958132,0.1811
Altay Eynullayev,0.6042140419348361,0.4182
Alua Nurman,0.7761859429126282,0.6404
Alvar Alonso Rosell,0.5708505659309238,0.3777
Alvaro Alves De Almeida Junior,0.2480662614708346,0.1076
Alvaro Bayo,0.7006002955932967,0.5351
Alvaro Blanco Fernandez,0.9401678230680316,0.9224
Alvaro Donatti,0.6975293852022142,0.5302
Alvaro Rodriguez,0.6387226074951162,0.4579
Aman Hambleton,0.7823666771486513,0.6497
Amani Alazmi,0.6855530176266588,0.5176
Ameet Ghasi,0.984445110090691,0.9978
Amelia Hernandez,0.8616789104154297,0.7699
Amgalantengis Enkh-Amgalan,0.8286248784248528,0.7217
Amin Tabatabaei,0.804655341281558,0.6831
Amina Kairbekova,0.7510205263949521,0.6056
Amir Ali Ghafourian,0.27217003752450886,0.1269
Amir hosein Kashefi,0.7122763601207498,0.5484
Ana Kuchava,0.9265513055576345,0.8942
Anastasia Avramidou,0.9495355789157,0.9447
Anastasia Bodnaruk,0.9765854172288553,0.9922
Anastasia Travkina,0.520430916473982,0.3284
Anastasiia Hnatyshyn,0.08557124202138698,0.0341
Anastasios Mihailidis,0.23495629342659968,0.0987
Anastassia Sinitsina,0.9057396028999698,0.8516
Anatole Vlachos,0.8995624710302401,0.8378
Anatoliy Emeliantsev,0.901235089157413,0.843
Anatoliy Shapkin,0.7826783712113449,0.6505
Anatoly Bykhovsky,0.9853721097102943,0.9989
Anatoly Donskov,0.6119964202056817,0.4263
Anatoly Krutko,0.6164419054126073,0.4327
Anatoly Moskvin,0.8219307622974228,0.7102
Anderson Esmeraldas,0.7954616512581932,0.6709
Andre Bold,0.36793743299641435,0.1963
Andre Kunz,0.5969599240026218,0.4082
Andre Mendez Machado,0.1493253008341952,0.0579
Andreas Brenke,0.38334368743981906,0.2085
Andreas Mende,0.9376847390520741,0.9165
Andreas Skotheim,0.6478744301236139,0.4683
Andrei Belozerov,0.7310216734906148,0.5766
Andrei Ioan Trifan,0.39745056392931055,0.2215
Andrei Macovei,0.5523601994886426,0.3588
Andrei Negrean,0.1757790239347854,0.0694
Andrei Olhovik,0.567946592469149,0.3751
Andrei Purygin,0.09145639033191019,0.0364
Andrei Shishkov,0.17265894922963032,0.0668
Andrei Skvortsov,0.32483478995669773,0.1647
Andrei-Mihai Bonte,0.6090857625533532,0.4245
Andrej,0.951133145083596,0.9488
Andres Carrasco Miranda,0.7890112756570863,0.6627
Andres Ferriz Barrios,0.6236336155253323,0.4401
Andrew Green,0.9183731255625922,0.8783
Andrew Hong,0.6683318088637987,0.4942
Andrew Jing,0.902635225691685,0.846
Andrew Tang,0.81078092087926,0.6968
Andrew Titus,0.11048647867167669,0.0434
Andrew Wu,0.43989191890343315,0.2516
Andrey Drygalov,0.5210603641447313,0.3291
Andrey Esipenko,0.7194448267814961,0.561
Andrey Gonzalez Zharikov,0.28790402331008463,0.1377
Andrey Gorovets,0.959101378380445,0.9644
Andrey Ivanov,0.8980514919000531,0.8353
Andrey Klymchuk,0.6813643619843264,0.5095
Andrey Levitskiy,0.04732929424802768,0.0171
Andrey Marcelo Souza Neves,0.5549247501528143,0.3618
Andrey Rychagov,0.8832551715105204,0.8074
Andrey Tsvetkov,0.7836973081990812,0.6534
Andrii Palchuk,0.6124811266602358,0.4275
Andrii Vachylia,0.9131540581089295,0.8657
Andriy Diachek,0.3177111617353945,0.1573
Andriy Prydun,0.6420053177233398,0.4612
Andrzej Krzywda,0.588669021895582,0.4022
Andrés Delgado,0.45138270618270615,0.2631
Andy Woodward,0.7318366888855196,0.5774
Angel Gabriel Cordoba Roa,0.2616096484164506,0.1213
Angie Garcia,0.5318836238287155,0.3399
Anil Berk Erdogan,0.44465423977272567,0.256
Anish Giri,0.9016167090442406,0.8445
Ankush Khandelwal,0.5690695610996452,0.3759
Anna Cramling,0.6172247075071327,0.4338
Anna Jakubowska,0.5629352417812032,0.3711
Anna Kubicka,0.7393076896042857,0.5904
Anna M. Sargsyan,0.40339550857176454,0.2241
Anna Shukhman,0.04950416971204468,0.0186
Anna-Maja Kazarian,0.19122496616123072,0.0776
Anthony Atanasov,0.16693695881964424,0.0649
Anthony Wirig,0.531697069671721,0.3395
Antoine Bournel,0.9111710626255546,0.8605
Anton Barash,0.7279502383522642,0.5725
Anton Demchenko,0.8330499484961027,0.725
Anton Isajevsky,0.8995306952091375,0.8375
Anton Karpenko,0.520220261661437,0.3276
Anton Korobov,0.8689392221126455,0.7818
Anton Vasilenok,0.6679699023268533,0.4928
Antoni Kozak,0.6663684427241098,0.4902
Antoni Szustakowski,0.909481952586528,0.8583
Antonin Ferey,0.9676778468611756,0.98
Antonio Arencibia,0.5040192951506788,0.3091
Antonio Carlos Bambino Filho,0.9503467265061003,0.9466
Antonio Lopez Del Alamo,0.9510132542674112,0.9484
Antonio Naranjo Moreno,0.40999132034632035,0.2327
Antonio Pedro Freixial Vasques,0.7001501478799451,0.534
Antonio Ruperez Benito,0.128574217665904,0.0501
Antonios Gkavardinas,0.03499377031598088,0.01
Anusha Subramanian,0.24158227739240878,0.1024
Anysia Thomas,0.7610752419119884,0.616
ApacheSVD,0.5144258315572658,0.3199
Apoorv Kamble,0.4136629382458638,0.2341
AradNazari,0.21620297785934145,0.0913
Aradhya Garg,0.13607146753327068,0.0542
Aram Hakobyan,0.513964927800268,0.3195
Aran Köhler,0.7978258876817084,0.6735
Arash Tahbaz,0.9479795592493225,0.9406
Aravindh Chithambaram,0.735332354049024,0.5826
Aref Vasli,0.8729643440342757,0.7892
Ari Guz,0.5023986846537812,0.3076
Ari Kiremitciyan,0.6397011762301362,0.459
Arian Baradaran Tamadon,0.7750704300036377,0.6371
Ariel Nicolas Tokman,0.9196107384908107,0.8805
Arina Kiseleva,0.6853204648228525,0.5165
Arjun Adireddy,0.2788314506180246,0.1332
Arjun Erigaisi,0.8562669295098605,0.7625
Arman Erzhanov,0.915159856959041,0.8675
Arman Geivondian,0.18434212835596464,0.0738
Arman Ghevondyan,0.5511893650127073,0.3581
Arman Mikaelyan,0.3704462474588722,0.1985
Armin Kekic,0.7951530978954386,0.6701
Armin Mušović,0.05723614585283694,0.0223
Arnaldo Jesus Fernandez De La Vara Mulet,0.8359744674605682,0.7295
Arnold Essing,0.20625876013228517,0.0879
Arnold Mayeregger,0.9174244558492525,0.8764
Aron Pasti,0.15592617430230732,0.0609
Arsal Gardezi,0.7171459755599321,0.5592
Arsene Kukhmazov,0.5794975274331394,0.3896
Arseniy Astafurov,0.6540248791368485,0.4757
Arseniy Nesterov,0.4438600431747826,0.2545
Arseny Alavkin,0.7769727470419855,0.6419
Artak Manukyan,0.3058696361425247,0.1477
Artem Alek Fedorov,0.09532165724736072,0.0378
Artem Bardyk,0.01306005135504094,0.0011
Artem Chernobay,0.942490032883007,0.9288
Artem Dyachuk,0.36183068354420034,0.1933
Artem Galaktionov,0.9867147832755128,0.9996
Artem Gulevich,0.5476788149166634,0.3529
Artem Koval,0.37133648957121745,0.1996
Artem Legenya,0.9028120575822352,0.8464
Artem Omelja,0.6879652553291898,0.5202
Artem Sadovsky,0.8224690896171841,0.7117
Artem Timofeev,0.63582639311734,0.4527
Artemii Khanbutaev,0.6989698392386532,0.5325
Artemiki Lebedev,0.03318552402556354,0.0089
Artemy Gogolev,0.4206299613142684,0.2401
Arthur De Winter,0.3152268238156086,0.1558
Arthur Lucas,0.8914316809191579,0.8223
Arthur Muromtsev,0.6666228573755993,0.4913
Arthur Olinto de Souza,0.8382921479540819,0.734
Artin Ashraf,0.8108195344920439,0.6972
Artiom Samsonkin,0.024551593161659148,0.0048
Artiom Stribuk,0.6928703580753467,0.5273
Artur Dilmukhametov,0.8732106298492527,0.7896
Artur Gabrielian,0.5182812851518264,0.325
Artur Tin Lun Dai Lima,0.76864368706545,0.6282
Artyom Bogdanov,0.44400304194078855,0.2549
Artyom Manukyan,0.7086968164448237,0.5443
Arush Chitre,0.8541610375189672,0.7573
Arvids Andrejevs,0.05610816316857847,0.0215
Arvind Jayaraman,0.8676528504088008,0.7785
Aryan Tari,0.06641337006636945,0.026
Arystanbek Urazayev,0.15133977983240196,0.0586
Asa Hoffmann,0.9203756636938041,0.8827
Ashot Nadanian,0.03596677487369136,0.0115
Ashritha Eswaran,0.37003720000535145,0.1978
Asish Panda,0.3783736136192327,0.2048
Aslan Aitbayev,0.39946107331900327,0.2223
Assel Lesbekova,0.5847945012291101,0.3952
Assel Serikbay,0.638160535116579,0.4564
Aswath S,0.7497369463916627,0.6041
Asylbek Abdyjapar,0.8572234219487684,0.7644
Atanas Dimitrov,0.9348769742896426,0.9095
Atilla Eynullayev,0.6439137498235329,0.4635
Atousa Pourkashiyan,0.22938301569487596,0.0942
Attila Jr. Forgacs,0.5503722092905339,0.3558
Attila Turzo,0.8737268183865089,0.7904
Augustin Droin,0.4949939374018067,0.2998
Augustinas Bazilius,0.41123474603795784,0.2334
Aung Thant Zin,0.7017503375783921,0.5377
Aurelio Vila Dupla,0.9104566714884348,0.8594
Austin Mei,0.7356525556321596,0.5829
Avi Kaplan,0.6464733347779357,0.4668
Avital Boruchovsky,0.3323190451488551,0.1703
Axel Bachmann,0.8423382776063264,0.7403
Axel Delorme,0.5064469407164001,0.3113
Ayan Allahverdiyeva,0.37032942812188585,0.1981
Aydin Suleymanli,0.8149232250893863,0.7039
Aydin Turgut,0.5826180311828862,0.3933
Ayrat Vafin,0.6990508257796646,0.5328
Azer Mirzoev,0.8916512065376866,0.823
Aziz Degenbaev,0.753949541027352,0.6093
BOZNENA PIDDUBNA,0.40712881732411665,0.2301
Baadur Jobava,0.6267403780133959,0.4434
Babageldi Annaberdiyev,0.722328103354406,0.5662
Bach Ngoc Thuy Duong,0.8491574302699607,0.7495
Bahadir Ozen,0.982955873951665,0.997
Bahadur Khodzhamkuliev,0.9385521865840769,0.9191
Baira Kovanova,0.855478763273155,0.7607
Bakhtiyar Askarov,0.9556930642091126,0.9588
Bakhtiyar Nugumanov,0.8032156242552484,0.6813
Balaji Daggupati,0.023790700488310286,0.0041
Balázs Csonka,0.08644766619199157,0.0345
Bao Nghia Dong,0.6193174012534087,0.4353
Barad Yeganegi,0.5154088201935604,0.3217
Barbara Skuhala,0.4749908882624997,0.2839
Bardiya Daneshvar,0.9819293709841572,0.9955
Barnabas Kovacsy,0.30455313244663373,0.1462
Bartosz Przybylski,0.6132691998368263,0.4282
Batuhan Özen,0.8975141150683801,0.8338
Bayastan Sydykov,0.4754101265697271,0.2846
Beksultan Moldagali,0.02262827846249408,0.0037
Belka1989,0.954963697534453,0.9573
Ben Finegold,0.7878531701807562,0.6601
Ben Johnson,0.7752751007534974,0.6378
Bence Pribelszky,0.6628534537931142,0.4865
Benedikt Dauner,0.8158479459044246,0.7043
Benedikt Huber,0.7911925171349095,0.666
Benik Agasarov,0.05730326951139758,0.0226
Benjamin Bok,0.6135395572125466,0.4286
Benny Aizenberg,0.6195316750824065,0.436
Bernardo Vainzoff Sztokbant,0.41440135547597007,0.2349
Bharath Subramaniyam.H Harishankkar,0.42492039182855434,0.243
Bianka Havanecz,0.5333147415297589,0.3406
Bibisara Assaubayeva,0.8008163860443205,0.6794
BikingBrian,0.938481743225941,0.9187
Bilel Bellahcene,0.7264622479845578,0.5711
Bintang Rasyid,0.203266583227591,0.0853
Björn Andersson,0.6732746597118865,0.5006
Blanka Ejsymont,0.6966036447068611,0.5295
Blaz Bratovic,0.5971130357427465,0.4089
Blazej Grot,0.6401538023350533,0.4594
BobbyFischer1508,0.9543395551021773,0.9562
Bobur Sattarov,0.6386216850268533,0.4575
Bogdan Belyakov,0.25964517202670845,0.1187
Bogdan Daniel Deac,0.6040436266278795,0.4174
Bogusz Piliczewski,0.7253464694250442,0.5692
Bojan Maksimović,0.8505055832879167,0.7506
Bojan Todorovic,0.9604574491750488,0.967
Boris Bruned,0.8977724454422977,0.8349
Boris Ferrufino,0.8343676013054171,0.7273
Boris Grachev,0.1634100063190313,0.0627
Boris Savchenko,0.5175159678271308,0.3243
Boris Stankovic,0.7913096382078955,0.6664
Bovie Mei Liu,0.6118588331787221,0.426
BozeKat,0.9190147627522472,0.8798
Brahian Diaz Herquinio,0.460080559688012,0.2716
Brandon Jacobson,0.6719223352721404,0.4991
Brett Passen,0.8878342856879045,0.8156
Brewington Hardaway,0.4196669055443838,0.2393
Bruno André Leite Martins,0.5727460482873014,0.3796
Bruno Morado Rodrigues,0.45300530660657523,0.2646
Bryan Enming Lin,0.4670054865607768,0.2776
Bryan Weisz,0.42246249530305846,0.2416
Bryan Xie,0.755258776467057,0.6104
Bulat Mirzanurov,0.7832603225283798,0.6527
Burak Firat,0.8800322213781768,0.7996
Burak Ozalp,0.9245664447078512,0.8894
Buyankhishig Batpelden,0.8289511703794217,0.7228
Byambaa Uyanga,0.7890516530674374,0.6631
CAMPO ELIAS GUZMAN,0.9390071046320964,0.9199
Caio Poeta,0.3333200886260806,0.1714
Caleb Levi,0.05612563879382637,0.0219
Calin Gheorghiu,0.5406648766425716,0.3466
Camilo Corredor Castellanos,0.9519113463818426,0.951
Carles Martín Barceló,0.6938624478150073,0.528
Carlos Alberto Gallegos Diaz,0.960522539909834,0.9673
Carlos Alvarado,0.8572237193460754,0.7647
Carlos Andres Obregón,0.9684323301191062,0.9826
Carlos Andres Perdomo,0.8129632547551203,0.6994
Carlos Daniel Albornoz Cabrera,0.7129355943201106,0.5495
Carlos Eduardo Cardozo Munar,0.6697998048264913,0.4968
Carlos Martins,0.5866826742161305,0.3985
Carlos Morales,0.6311222681298954,0.4482
CarlosjPineror,0.9730114197295133,0.9881
Casper Liu,0.6660397087241192,0.4898
Cedric Chassard,0.4312701487022337,0.2475
Cem Kaan Gokerkan,0.014274866365420158,0.0015
Cengiz Hasman,0.9727058132020876,0.9878
Cervantes Landeiro Thalia,0.6682174989772072,0.4931
Cesar Ugarte,0.8343547289935346,0.7269
Chamal Gedgaf,0.961599128778403,0.9692
Chanchal Kumer Ghosh,0.3762039989382088,0.2015
Charles Storey,0.575542608401084,0.3818
Chelsie Monica Ignesias Sihite,0.8729247496581876,0.7889
Cherry Ann Mejia,0.48416415621370595,0.2931
Chesswizard_2007,0.8627910355384616,0.7714
ChessyInstinct,0.30391305624028836,0.1458
Chris Baker,0.7678784630395467,0.6267
Chris L Chambers,0.6140197809175947,0.4289
Christian Almeida do Nascimento,0.3175531891322191,0.157
Christian Gian Karlo Arca,0.928250715195151,0.8961
Christian Koepke,0.029676376055128934,0.0071
Christian Polster,0.8550443002766158,0.7588
Christian Silvestre,0.9455836608412115,0.9332
Christian Stevens,0.6824592158356824,0.5102
Christiansen Sava,0.8663433664263327,0.7763
Christof Sielecki,0.4195711973255083,0.239
Christopher Chabris,0.6781424880502674,0.5058
Christopher Guzman,0.48397792568155823,0.2924
Christopher Pace,0.7653726332720344,0.623
Christopher Woojin Yoo,0.030116104056517233,0.0074
Christos Krallis,0.31381264359581346,0.1536
Cindy Qiao,0.615393497835773,0.4312
Claudius Gottstein,0.2678730872586693,0.125
Clemens Rietze,0.7018350684606341,0.538
Clement Cristian Daianu,0.3291681084525283,0.1685
Coachpoker,0.3061609304619025,0.1481
Collin Colbow,0.438261369213018,0.2505
Colombiano07,0.619425236394102,0.4356
Conrad Holt,0.19719666671718267,0.0813
Conrad Thake,0.9382332308975995,0.918
Cptn2,0.6117479182286159,0.4256
Craig Clawitter,0.17472248210560157,0.0686
Cristhian Montero,0.8931829794157029,0.8275
Cristhian Portal,0.656420767731294,0.4772
Cristi Machidon,0.7700962261490762,0.6312
Cristian Adrian Dolezal,0.856101591385159,0.7622
Cristian Robledo,0.8397381481716127,0.7362
Cristian Sanhueza,0.1757733947813414,0.069
Cristian Silva Lucena,0.7911248854052183,0.6653
Cristiano G Souza,0.8628202791871814,0.7718
Cristobal Henriquez,0.976689558629776,0.9926
Cumali Unver,0.8819127696066339,0.8048
Cyrielle Monpeurt,0.5013660959906246,0.3065
César Augusto Blanco Gramajo,0.9263595349981995,0.8928
Dachey Lin,0.6787485175292284,0.5069
Dalton Perrine,0.8054472945847742,0.6846
Damian Lewtak,0.805298077730485,0.6839
Damian Śliwicki,0.1911799583686471,0.0772
Damir Ismagilov,0.9339134188508049,0.9076
Dan Herman,0.6538534529188884,0.475
Dan Shapiro,0.9369634613263175,0.9147
Dana Tuleyeva-Aketayeva,0.8719472611348259,0.7863
Daniel Aguiar De Sousa,0.9603294031171735,0.9666
Daniel Barria,0.8803031723732575,0.8015
Daniel Beniosev,0.9353124639293711,0.9102
Daniel Centron Antuna,0.2650464913165603,0.1236
Daniel Chan,0.3541805697356583,0.1866
Daniel Cremisi,0.5527283507865323,0.3596
Daniel Dardha,0.3279348950937807,0.167
Daniel Garcia Ramos,0.2540712514454329,0.1139
Daniel Girsh,0.6636675590423646,0.4879
Daniel Gormally,0.8260243372738911,0.7158
Daniel Gutiérrez Olivares,0.9585749179940732,0.964
Daniel Kopylov,0.6015140754036205,0.4145
Daniel Marcolino,0.5799599862422583,0.3911
Daniel Melamed,0.4721599203036281,0.2813
Daniel Naroditsky,0.2588462080548151,0.1184
Daniel Pinto,0.8807818176438034,0.8019
Daniel Rangel,0.9158700142701145,0.8701
Daniel Ser,0.8139668637678945,0.7013
Daniel Taboas Rodriguez,0.8920142615416136,0.8245
Daniel Tabuenca Mendataurigoitia,0.9753156336371676,0.9907
Daniel Teidi Awoki,0.2769796672529027,0.1325
Daniel Titichoca Daza,0.9575398951149363,0.9614
Daniel Yedidia,0.8175455853046906,0.7054
Daniil Dubov,0.5201532671600425,0.3273
Daniil Lintchevski,0.02446754582363985,0.0045
Daniil Manelyuk,0.5134269009263295,0.3187
Daniil Plyasunov,0.035185466684182175,0.0104
Danila Bilan,0.2518123598341554,0.1117
Danila Poliannikov,0.874286307949907,0.7918
Dantelle Joubert,0.8610871018683532,0.7688
