,Name,ELO,SVM_Distance,Similarity_Score,Rank_Percentile
1155,John Bartholomew,2868.0,4.099098720395102,0.9836830407500291,0.9647495361781077
988,Igor Bjelobrk,2694.0,4.095646625085119,0.9836275395319156,0.9643784786641929
2390,Valery Kazakouski,3028.0,4.093366877904189,0.983590785056888,0.9640074211502783
17,Abdimalik Abdisalimov,2783.0,4.072084253619814,0.9832437256459494,0.9636363636363636
971,Hovik Hayrapetyan,3060.0,4.066593085730514,0.9831530154222552,0.963265306122449
1697,Mykhailo Shinkarev,2535.0,4.040691625810221,0.9827185930674481,0.9628942486085343
45,Ahmad Al khatib,2726.0,4.028700843809578,0.9825137734180395,0.9625231910946197
542,Daniel Centron Antuna,2621.0,4.007372082117651,0.9821435393139556,0.9621521335807051
1873,Paul Makarov,2402.0,3.99227026712465,0.9818767521383522,0.9617810760667903
1882,Pavel Plotnikov,2556.0,3.9899848690977047,0.9818360391285482,0.9614100185528757
1256,Kamal Aghasiyev,2587.0,3.963684222798169,0.9813609999785953,0.961038961038961
2665,Максим Щекачихин,2719.0,3.9549897321585545,0.9812012965576561,0.9606679035250464
2027,Roberto De Abreu,2123.0,3.9484328821697874,0.9810799710453179,0.9602968460111317
794,Eytan Rozen,2944.0,3.9459457393521555,0.9810337492662732,0.9599257884972171
682,Dominik Horvath,2890.0,3.939265904414417,0.9809090605137922,0.9595547309833025
627,Derlei Alex Florianovitz,2223.0,3.934355289215609,0.9808168845046176,0.9591836734693877
1798,Oleg Badmatsyrenov,2749.0,3.922405527170569,0.9805907516664152,0.9588126159554731
2418,Vignir Vatnar Stefansson,2842.0,3.9061439101928075,0.9802788210420461,0.9584415584415584
2513,Xeniya Balabayeva,2495.0,3.9030275037077216,0.9802184836192825,0.9580705009276438
142,Alexander Zlatin,2562.0,3.900888428977706,0.9801769638811528,0.9576994434137291
522,Cristian Adrian Dolezal,2542.0,3.893078080347739,0.9800246376539736,0.9573283858998145
647,Dinara Wagner,2656.0,3.876991820302657,0.9797072837410293,0.9569573283858999
2653,Гульдона Каримова,2429.0,3.8750199465836426,0.9796680439685171,0.9565862708719851
2370,Vache Hovakimyan,2687.0,3.8569908120024623,0.9793058066161959,0.9562152133580705
1214,Juan Manuel Garcia Almaguer,2489.0,3.8402599024855304,0.9789640059427601,0.9558441558441558
963,Henrique M A Albergaria Paiva,2314.0,3.832933123277807,0.9788125913780121,0.9554730983302412
910,Gonzalo Navarrete,2634.0,3.824919899171838,0.9786457699378741,0.9551020408163265
75,Alejandro Cuellar Montes,2562.0,3.817370805662777,0.9784874359056582,0.9547309833024119
1629,Miguel Munoz,2777.0,3.8098380606732585,0.9783283005053947,0.9543599257884973
2085,SALVA-DALI,2757.0,3.8097060459106578,0.9783255013467692,0.9539888682745825
193,Aljoscha Feuerstack,2778.0,3.7928648934889493,0.977965497996232,0.9536178107606679
202,Alvar Alonso Rosell,2899.0,3.787795450152829,0.9778559915476684,0.9532467532467532
485,Cesar Ugarte,2305.0,3.7877381055778914,0.9778547497942098,0.9528756957328386
2012,Robby Kevlishvili,3092.0,3.7869441270146362,0.9778375497920806,0.952504638218924
2501,William Ferreira Da Cruz,2514.0,3.777570258208974,0.9776334935822926,0.9521335807050093
2647,Валерий Свиридов,2933.0,3.7750664147123674,0.9775786783990199,0.9517625231910947
431,Bilel Bellahcene,2460.0,3.7649820302392145,0.9773565749623706,0.9513914656771799
2303,Thomas Bauer,2607.0,3.763321483937415,0.9773197967651428,0.9510204081632653
2558,Zaur Mammadov,2896.0,3.7547513814241293,0.9771290543888046,0.9506493506493506
1630,Miguel Santos Ruiz,2823.0,3.74778014322903,0.9769727428080835,0.950278293135436
255,Andrew Wu,2549.0,3.7465639688217367,0.9769453666522164,0.9499072356215214
2186,Shant Sargsyan,3024.0,3.7441742693371554,0.9768914817806155,0.9495361781076067
2480,Volodymyr Onyshchuk,2964.0,3.7430578867997406,0.9768662665649259,0.9491651205936921
1117,Javier Ruiz Vazquez,2703.0,3.741141159203724,0.9768229116599408,0.9487940630797773
1806,Oleksandr Bortnyk,3210.0,3.729166048235247,0.9765502425301508,0.9484230055658627
251,Andrew Hong,2977.0,3.725944788415023,0.97647636276244,0.948051948051948
2664,Максим Матюнин,2574.0,3.7110560541047137,0.976131927322994,0.9476808905380334
1910,Philipp Sonnenschein,2515.0,3.705762085576418,0.9760082749986565,0.9473098330241188
246,Andrei-Mihai Bonte,2399.0,3.703478634819894,0.9759547472786181,0.9469387755102041
1459,Maksym Goroshkov,2845.0,3.7014354830289546,0.9759067538206281,0.9465677179962895
733,Emerson Veiga,2384.0,3.7008565608794504,0.9758931380111509,0.9461966604823747
1615,Michal Provaznik,2278.0,3.700566176627718,0.9758863055680654,0.9458256029684601
1564,Matthew Wadsworth,2777.0,3.6928076841929913,0.975703055314754,0.9454545454545454
1748,Nikita Fedotov,2565.0,3.6883795156422705,0.9755978570526426,0.9450834879406308
2538,Yulia Efremova,2328.0,3.6747273064992223,0.9752707243213523,0.9447124304267162
1096,Jan Gustafsson,2836.0,3.674667281274794,0.9752692766073797,0.9443413729128015
1347,Lawrence Trent,2710.0,3.6678342125809023,0.9751039327209013,0.9439703153988869
694,Dávid Haszon De,2423.0,3.6598486012360345,0.9749093347288773,0.9435992578849721
2580,anon219,2896.0,3.649688651751773,0.9746596081505876,0.9432282003710575
1667,Mitch Fishbein,2574.0,3.6492631311123374,0.9746490964097594,0.9428571428571428
1049,Ivan Martic,2579.0,3.64899331915234,0.9746424289785405,0.9424860853432282
760,Erik van den Dikkenberg,2146.0,3.6481039046557457,0.9746204382044559,0.9421150278293136
2330,Tobias Kölle,3017.0,3.64577542141505,0.9745627784514278,0.9417439703153989
945,Hans Niemann,3214.0,3.6172943720621005,0.9738471037002694,0.9413729128014843
1848,Pablo Lalanne,2485.0,3.6158554498567996,0.9738104309041528,0.9410018552875695
1029,Isabelle Tamarozi,2126.0,3.611817818471578,0.97370725922858,0.9406307977736549
780,Evgenij Novikov,2563.0,3.6103843360629293,0.9736705350941048,0.9402597402597402
495,Christian Almeida do Nascimento,2635.0,3.609940112470853,0.9736591444819355,0.9398886827458256
198,Alon Mindlin,2903.0,3.6093542568530337,0.9736441148639791,0.939517625231911
913,Greg Shahade,2783.0,3.6086975221523163,0.9736272569858472,0.9391465677179963
1523,Marko Nenezic,2873.0,3.6042475609992666,0.9735127532060845,0.9387755102040817
1486,Marco Lantini,2517.0,3.602174684590797,0.9734592501979441,0.9384044526901669
1421,Luis Enrique Valle Maytin,2439.0,3.5905088259198914,0.9731561765936542,0.9380333951762523
184,Ali Rastbod,2931.0,3.590239875021015,0.9731491498326245,0.9376623376623376
352,Arthur Lucas,2331.0,3.5833883004883953,0.9729695374306524,0.937291280148423
2549,Zachary Calderon,2289.0,3.575129419465731,0.9727514798369917,0.9369202226345084
2051,Roman Novoselov,2641.0,3.5740477731743843,0.972722795013769,0.9365491651205937
168,Alexey Kislinsky,2687.0,3.5680690158772146,0.9725637105496124,0.9361781076066791
29,Adham Fawzy,2973.0,3.565227327280712,0.9724877823284697,0.9358070500927643
1128,Jeffinho023,2500.0,3.554761027413753,0.9722063642829799,0.9354359925788497
418,Ben Finegold,2587.0,3.5525135819445213,0.9721455712313669,0.935064935064935
2331,Tobias Lang Nilsen,2596.0,3.536066167790012,0.9716967235057332,0.9346938775510204
26,Adam Mekhane,2531.0,3.520138644796444,0.9712553750633033,0.9343228200371058
2266,Sven Tica,2742.0,3.5200603701802544,0.9712531896828795,0.9339517625231911
1245,Kacper Drozdowski,3061.0,3.517486902726419,0.9711812501565551,0.9335807050092765
2514,Xiaobing Gu,2418.0,3.5168092857575113,0.9711622788008594,0.9332096474953617
227,Anatoly Bykhovsky,2677.0,3.504341869174863,0.9708110564046657,0.9328385899814471
699,Ediz Gürel,3250.0,3.4975931776119653,0.970619210238971,0.9324675324675324
457,Bryan Enming Lin,2839.0,3.4928747951808363,0.9704843542840869,0.9320964749536178
2622,thechesscorner 64,2511.0,3.487112259052611,0.9703188411988939,0.9317254174397032
497,Christian Koepke,2536.0,3.4755646043761663,0.9699844542112032,0.9313543599257885
1846,Pablo Barrionuevo,2430.0,3.4747258118074624,0.9699600234607009,0.9309833024118739
2446,Vlad Lymar,2635.0,3.4646839976175885,0.9696660444425704,0.9306122448979591
629,Devina Devagharan,2606.0,3.461002258321977,0.9695575630123789,0.9302411873840445
2545,Yuriy Kuzubov,2952.0,3.457944122967608,0.9694671702910946,0.9298701298701298
1594,Medina Paz Miguel 1968,2443.0,3.456392539181043,0.9694212090475103,0.9294990723562152
2068,Rudi Olenik Campa,2705.0,3.4536760152921397,0.9693405783807417,0.9291280148423006
1381,Liam Putnam,3170.0,3.449221013503025,0.9692079011076404,0.9287569573283859
1301,Kim Yew Chan,2573.0,3.4485473722842555,0.9691877906400836,0.9283858998144713
1008,Ilja Sirosh,2584.0,3.4370642161865232,0.9688430174843402,0.9280148423005566
803,Farzad Bolourchifard,2748.0,3.436795658708186,0.9688349097270759,0.9276437847866419
704,Eduardo Iturrizaga Bonelli,3010.0,3.4357530809640187,0.9688034149228874,0.9272727272727272
1955,Rafael Ventura dos Santos,2453.0,3.428447332299876,0.9685818528085165,0.9269016697588126
1136,Jerzy Slaby,2641.0,3.4252537483943124,0.9684845231390962,0.926530612244898
1783,Nitzan Steinberg,3006.0,3.3974467067347947,0.9676246432236918,0.9261595547309833
1837,Ori Kobo,2811.0,3.3965577764143537,0.9675967839530689,0.9257884972170687
559,Daniel Teidi Awoki,2336.0,3.3964745256224615,0.9675941736687635,0.925417439703154
2251,Steven Javier Rojas Salas,2592.0,3.396195963030885,0.9675854380090441,0.9250463821892393
2416,Vidit Gujrathi,3054.0,3.391555688811004,0.9674395849072194,0.9246753246753247
24,Adam Kozak,3045.0,3.388296159746397,0.9673367523894864,0.92430426716141
2084,S.L. Narayanan,3044.0,3.385862952375512,0.9672597844093552,0.9239332096474954
858,Gaioz Nigalidze,2815.0,3.3818956466935086,0.9671339134373513,0.9235621521335807
618,Denis Khismatullin,2940.0,3.37634816488269,0.9669571240151806,0.9231910946196661
2562,Zhamsaran Tsydypov,3070.0,3.37532567837581,0.9669244389005702,0.9228200371057514
432,Bintang Rasyid,2475.0,3.375177138979402,0.9669196880482157,0.9224489795918367
320,Arjun Erigaisi,3183.0,3.3712531906222774,0.9667939463982066,0.922077922077922
413,Bartosz Przybylski,2707.0,3.3659575412547555,0.9666235170877848,0.9217068645640074
799,Fabio Colonetti,2370.0,3.362277563328319,0.9665045877375732,0.9213358070500928
469,Camilo Corredor Castellanos,2575.0,3.3589915652874707,0.9663980453533417,0.9209647495361781
412,Barnabas Kovacsy,2570.0,3.355812968553896,0.9662946740561413,0.9205936920222635
1986,Rebeca Garcia Hernandez,2173.0,3.346536198027505,0.965991225895537,0.9202226345083488
2272,Szymon Gumularz,3068.0,3.344882030909104,0.9659368409949647,0.9198515769944341
312,Aravindh Chithambaram,3035.0,3.333598344989645,0.9655636171960058,0.9194805194805195
2628,x-3704738925,2743.0,3.3231976421345424,0.965216108866609,0.9191094619666048
2284,Tangi Migot,2523.0,3.322462302387108,0.9651914121430445,0.9187384044526902
242,Andrei Olhovik,2633.0,3.31332232545513,0.9648830277405196,0.9183673469387755
389,Axel Bachmann,2939.0,3.312024282576229,0.9648390186028761,0.9179962894248609
527,Cristobal Henriquez,3003.0,3.3096446766746928,0.9647582018620137,0.9176252319109462
1815,Olexandr Shevchuk,2475.0,3.3081938871439904,0.9647088420150786,0.9172541743970315
108,Alex Arias Igual,2320.0,3.304199836731068,0.964572609127531,0.9168831168831169
1885,Pavel Salman,2576.0,3.3024842653666875,0.9645139373764627,0.9165120593692022
1337,Kuzmicz Krystian,2735.0,3.3023817703632803,0.9645104291332511,0.9161410018552876
1282,Kemal Bashirov,2657.0,3.300810585047466,0.9644566080944502,0.9157699443413729
1563,Matthew O'Brien,2712.0,3.2819885734077188,0.9638057175467573,0.9153988868274583
2038,Rohan Rajaram,2646.0,3.264856071860316,0.9632032907307676,0.9150278293135437
786,Evgeny Degtiarev,2392.0,3.264451500450014,0.9631889489355692,0.9146567717996289
1425,Luis Guillermo Antúnez Soler,2601.0,3.259715051137653,0.9630206444765698,0.9142857142857143
1220,Jude Shearsby,2632.0,3.258573640454478,0.9629799752039455,0.9139146567717996
1787,Nodirbek Abdusattorov,3140.0,3.2575213826392373,0.9629424444136035,0.913543599257885
2657,Денис Денисенко,2447.0,3.2546322074185694,0.9628392082291987,0.9131725417439703
1465,Manolache Marius,2794.0,3.2527579478434463,0.9627720892655013,0.9128014842300557
211,Amelia Hernandez,2230.0,3.2488417149409488,0.9626314690020151,0.912430426716141
1030,Isak Storme,2539.0,3.2412367476685864,0.962356937617262,0.9120593692022263
1383,Licael Ticona,2781.0,3.2398322280578613,0.9623060243482638,0.9116883116883117
2307,Thomas Decker,2388.0,3.236992453708269,0.9622028814748658,0.911317254174397
2637,Ömer Faruk Özer,2722.0,3.232807298507585,0.9620503788962117,0.9109461966604824
2604,londonkid,2506.0,3.230075717722861,0.9619505244243075,0.9105751391465677
1466,Manuel Petrosyan,3005.0,3.227403171598639,0.9618525838004917,0.9102040816326531
2101,Sam Schmakel,2903.0,3.227080369492943,0.9618407377180331,0.9098330241187385
462,Burak Ozalp,2503.0,3.22574358012701,0.9617916430572271,0.9094619666048237
1807,Oleksandr Kuzhilniy,2636.0,3.2218951652602614,0.9616499680615057,0.9090909090909091
846,Fruzsina Szente-Varga,2414.0,3.21270909258348,0.9613097516869896,0.9087198515769944
1362,Leon Livaic,2998.0,3.210837853665871,0.9612400940025985,0.9083487940630798
102,Aleksei Sarana,3204.0,3.2047474040063912,0.9610125400815809,0.9079777365491651
1321,Konstantin Garagulya,2530.0,3.2024322716005633,0.9609257053616121,0.9076066790352505
2620,sofiko tereladze,2391.0,3.2023738606770538,0.9609235121187558,0.9072356215213359
131,Alexander Katz,2723.0,3.200226841124395,0.960842812743709,0.9068645640074211
9,Aarav Sinha,2602.0,3.2000069425631326,0.9608345384633316,0.9064935064935065
2687,Спартак Высочин,2724.0,3.197689456485013,0.9607472347213545,0.9061224489795918
1708,Nahun Gavarrete,2216.0,3.193975694432141,0.9606069414846377,0.9057513914656772
996,Igor Miladinovic,2877.0,3.186142680714304,0.9603094587107646,0.9053803339517625
2014,Robert Baskin,2695.0,3.1852307041507038,0.9602746839438825,0.9050092764378479
2598,goofypenguin96,2585.0,3.1766185526515676,0.9599448489336628,0.9046382189239333
2157,Sergey Drygalov,3142.0,3.1736272616210384,0.95982967321593,0.9042671614100185
770,Ettore Stromboli,2512.0,3.1703762799496085,0.9597041386323345,0.9038961038961039
1831,Omar Garcia Blanco,2673.0,3.1667383583198623,0.959563217028052,0.9035250463821892
544,Daniel Cremisi,2635.0,3.163892532469432,0.9594526497613812,0.9031539888682746
2344,Tor Fredrik Kaasen,2870.0,3.16308388760448,0.9594211791471386,0.9027829313543599
79,Alejandro Pacheco,2577.0,3.1610643808963212,0.9593424823597008,0.9024118738404453
107,Alessio Boraso,2512.0,3.159448926834844,0.9592794256304459,0.9020408163265307
1254,Kaivalya Sandip Nagare,2827.0,3.1558455232289573,0.9591384348214271,0.9016697588126159
1075,Jaka Brilej,2573.0,3.153869574326497,0.9590609233384013,0.9012987012987013
1266,Karsten Schuster,2465.0,3.152314619859223,0.958999827455302,0.9009276437847866
2126,Sasvatha A,2381.0,3.1480116668315867,0.9588303044079123,0.900556586270872
1799,Oleg Kozlov,2747.0,3.135475976334832,0.9583326050101106,0.9001855287569573
1458,Maksym Dubnevych,3003.0,3.1294911596308497,0.9580929673389532,0.8998144712430427
1186,Jose Javier Gonzalez Castillo,2640.0,3.1207699111124123,0.9577413996088793,0.8994434137291281
556,Daniel Ser,2515.0,3.118168873816715,0.9576360028916185,0.8990723562152133
2543,Yurii Khodko,2695.0,3.1180224807199624,0.9576300634298877,0.8987012987012987
553,Daniel Naroditsky,3073.0,3.111871701487897,0.9573797935878328,0.898330241187384
322,Arman Geivondian,2737.0,3.1109236088352814,0.957341091096525,0.8979591836734694
2239,Stanley Badacsonyi,2770.0,3.107282308756983,0.957192135689125,0.8975881261595547
2414,Victor Mikhalevski,2763.0,3.1020449021034535,0.9569770165014269,0.8972170686456401
172,Alexey Reshetnikov,2911.0,3.097212362606304,0.9567776111838157,0.8968460111317255
1446,Mahammad Muradli,3203.0,3.0963450409258853,0.9567417295644212,0.8964749536178107
2385,Valentyn Prokofiev,2683.0,3.0959087602434527,0.9567236696206254,0.8961038961038961
2203,Siem van Dael,2169.0,3.0927800446444715,0.9565939446110063,0.8957328385899814
2137,Sebastian Mihajlov,2844.0,3.0923759362058876,0.9565771621362816,0.8953617810760668
2202,Siar Yaran,2753.0,3.0922999583601536,0.9565740061126086,0.8949907235621521
1209,Juan Cruz Arias,2858.0,3.073242947558108,0.9557754504982454,0.8946196660482375
54,Aksel Bu Kvaloy,2924.0,3.0697631644807553,0.955628130956443,0.8942486085343229
429,Bibisara Assaubayeva,2854.0,3.0667829817278376,0.955501590518529,0.8938775510204081
608,De Silva L.M.S.T,2709.0,3.066330256673221,0.9554823374483895,0.8935064935064935
2016,Robert Gabriel,1917.0,3.0659967099741303,0.9554681476036181,0.8931354359925788
2105,Sameer Mujumdar,2549.0,3.06552631476196,0.9554481285788565,0.8927643784786642
332,Arsene Kukhmazov,3054.0,3.0647139206214726,0.9554135345977246,0.8923933209647495
1916,Piotr Brzezina,2733.0,3.0646666605628967,0.9554115213461977,0.8920222634508349
2367,Unknown_IM,2896.0,3.061722856990687,0.9552859460339431,0.8916512059369203
2305,Thomas Carroll,2545.0,3.0565888454377594,0.9550661349197579,0.8912801484230055
562,Daniil Dubov,3102.0,3.0551843014999003,0.9550058206389428,0.8909090909090909
2072,Ruslan Gnechko,2498.0,3.0544978264538907,0.9549763137946639,0.8905380333951762
1670,Mladen Gajic,2524.0,3.0491124874904942,0.9547441945998829,0.8901669758812616
2609,moshe katzir,2281.0,3.0433879123574163,0.954496203878351,0.889795918367347
1897,Pedro Filipe Rego,2497.0,3.0418272174774996,0.9544283698014924,0.8894248608534323
123,Alexander Alexikov,2279.0,3.037853120201217,0.9542552045112119,0.8890538033395177
1925,Polina Shuvalova,2908.0,3.032465896638306,0.9540194639733202,0.8886827458256029
750,Eray Kilic,3023.0,3.0311544484792856,0.9539619012945152,0.8883116883116883
5,Aakash G,2675.0,3.0290561470561377,0.9538696590186213,0.8879406307977736
27,Adani Clarke,2267.0,3.0284484972347565,0.9538429136336741,0.887569573283859
1723,Nayem haque,2576.0,3.027643949488014,0.9538074791874455,0.8871985157699444
1719,Nataliya Buksa,2654.0,3.0254499610157266,0.9537107184490813,0.8868274582560297
1359,Lennis Martinez Ramirez,2805.0,3.023257969309486,0.953613853206555,0.8864564007421151
691,Duc Minh Lai,2731.0,3.019882064585519,0.9534642929548441,0.8860853432282003
2036,Rodrigo Vasquez,2863.0,3.0189445323430606,0.9534226768331441,0.8857142857142857
2118,Santiago Guevara,2270.0,3.0183642215861672,0.9533968996830166,0.885343228200371
994,Igor Lutz,2155.0,3.0182906857598715,0.953393632285298,0.8849721706864564
1527,Marlon Javier La Villa Rivas,2502.0,3.0073522854737673,0.9529051754810185,0.8846011131725418
2411,Viacheslav Rozhkov,2487.0,2.9957660910863533,0.9523824860324268,0.8842300556586271
1822,Olga Kuznetsova,2614.0,2.9945604547097213,0.952327780488405,0.8838589981447125
