Name,Solid_Style_Prob,Solid_Style_Score
Danila Poliannikov,0.796192888606677,0.8831
Dantelle Joubert,0.5905674461693912,0.6549
Danyyil Dvirnyy,0.814386444272124,0.9013
Daouda Ethmane,0.27967567712098984,0.2412
Daria Yurasova,0.5318955631511597,0.5744
Daria Zaichenko,0.19307139256092665,0.131
Darius Viškelis,0.7298548501669206,0.8178
Dariusz Bieliński,0.7604369822060162,0.849
Dariusz Swiercz,0.9675214733208272,0.9944
Darko R Mitrovic,0.7107125140186399,0.8007
Darvi Abraham Crispin Ferreras,0.5650122694566067,0.6226
Dashgyn Ibadov,0.4230871886992727,0.4141
Davi Sulzbacher,0.5160597998191985,0.5529
David Alexandru,0.3165793226371322,0.2839
David Anton Guijarro,0.6973268307290197,0.7826
David Bernat,0.6573862544264755,0.7369
David Blanco Diez,0.6815379697538388,0.7636
David Brodsky,0.5222161548736661,0.5607
David Gasparyan,0.11032725453788136,0.0612
David Gavrilescu,0.1270952551880573,0.075
David George Samir,0.10304835657600311,0.0545
David Gorodetzky,0.5602715557951511,0.616
David Haydon,0.2514504138997452,0.2037
David Howell,0.8245425148016556,0.9109
David Kalashian,0.8329697755735201,0.9161
David Levine,0.6317087982332092,0.7061
David Martinez,0.5984481354578217,0.6675
David Navara,0.9712204606686379,0.997
David Okike,0.14159976935263552,0.0894
David Paravyan,0.9448617519294279,0.9866
David Rodríguez López,0.8543505674066914,0.9317
David Sh. Gevorgyan,0.182217494822559,0.1254
David Shapiro,0.8451164734133478,0.925
David Temirkanov,0.4458867690002359,0.4482
David Torres Domínguez,0.6498807387636881,0.7254
David Zakarian,0.5450641637139793,0.5944
David Zhurbinsky,0.043168728506707596,0.0104
Davis Zong,0.5207909289289883,0.5581
Dawid Czerw,0.16436774616795508,0.1091
Dawid Janaszak,0.11388399222532644,0.0649
Dawid Niekraś,0.7617552895171514,0.8516
De Silva L.M.S.T,0.12828971819250246,0.0757
Deepak Aaron,0.07087494067157393,0.0256
Deepweb2020,0.36691521120968795,0.3403
Dejan Djordjevic,0.1751421530041476,0.1184
Dejan Jakovljevic,0.42972202609782917,0.4245
Dejan Tasev,0.18209880050886149,0.125
Denes Boros,0.5544656444399794,0.6063
Deniel Causo,0.4955801759841025,0.5236
Deniel Safarov,0.028663328603408162,0.0052
Denis Garrido,0.35199250363727674,0.3258
Denis Khismatullin,0.7818458178652231,0.8712
Denis Kovalev,0.7382684467516897,0.8237
Denis Kozlov,0.8805376634052164,0.9495
Denis Lazavik,0.8296917502201756,0.9143
Denis Makhnev,0.6272095933585536,0.6994
Denis Pershin,0.23671360052114535,0.1844
Deniz Arman,0.7754407609488878,0.8638
Dennis Wagner,0.7041163961227229,0.7929
Derek Wu,0.39543880082605976,0.3763
Derlei Alex Florianovitz,0.363189309504076,0.3358
Dev Shah,0.6340521905018544,0.708
Devina Devagharan,0.12956246343759484,0.0772
Devindya Oshini Gunawardhana,0.08749345701691198,0.0382
Dewar B. Feliz Dotel,0.5270754207380646,0.5677
Deysi Cori,0.418069516502552,0.4089
Diana Mirza,0.35482798917808106,0.3288
Diana Preobrazhenskaya,0.09328857239351745,0.0453
Diego Adla,0.9239533684725603,0.9755
Diego Berardino,0.4073936743856142,0.3944
Diego Carbone,0.6055711534668543,0.6757
Diego Flores Quillas,0.603582924533848,0.6724
Diego Garcia,0.07164748795980035,0.0275
Diego Zilleruelo,0.29241231340534446,0.2549
Dila Baloglu,0.21282883162643937,0.1532
Dimitar Mardov,0.3840231176889618,0.3622
Dimitrios Vazelakis,0.3688301854895461,0.3421
Dimitris Alexakis,0.8878783269442453,0.957
Dimitris Makridis,0.387254054166199,0.3659
Dina Belenkaya,0.29240794094874084,0.2545
Dinara Wagner,0.3356300329260749,0.3039
Dinesh Rajan M,0.5037212210664113,0.5351
Diogo Duarte Guimaraes,0.8041172182693845,0.8931
Dion Krivenko,0.7742529476661608,0.8605
Dion Su,0.16111302596388813,0.1061
Dirk Troltenier,0.7684974258329802,0.8571
Djuro Skaric,0.13894546052186446,0.0857
Dmitrii Marcziter,0.44652897316733287,0.449
Dmitrij Kollars,0.7598534846403326,0.8475
Dmitrij Skurikhin,0.45359831016735364,0.4586
Dmitriy Bocharov,0.3667705637846992,0.3399
Dmitriy Kushko,0.7030104394994428,0.7911
Dmitry Andreikin,0.9301193358559242,0.98
Dmitry Frolyanov,0.6097165075643476,0.6794
Dmitry Gordievsky,0.5940041367101804,0.6597
Dmitry Gurevich,0.9167230500597636,0.9707
Dmitry Kirillov,0.5044753242059314,0.5362
Dmitry Kononenko,0.5790779710182281,0.6382
Dmitry Kryakvin,0.8956198588596305,0.9622
Dmitry MIschuk,0.927857872655912,0.9785
Dmitry Maximov,0.02338946038793179,0.0026
Dmitry Minko,0.3696996892477741,0.3443
Dmitry Petukhov,0.4980396080778203,0.5265
Dmitry Ponomarev,0.6450596011444262,0.7199
Dmitry Rostovtsev,0.8651733450134206,0.9365
Dmitry Semenenko,0.487933913379251,0.5158
Dmitry Sumaneev,0.8280577539968622,0.9135
Dmitry Tatarinov,0.3599713389980266,0.3325
Dmitry Vyatkin,0.2537043282366939,0.2071
Dmitry Zacurdajev,0.4087597904277801,0.3978
Dmitry Zenin,0.6618253013177776,0.7455
Dobre Claudiu Cristian,0.8053122955139294,0.8939
Dolzhykova Kateryna,0.4572161772597029,0.4642
Domantas Klimciauskas,0.6420679179772576,0.7139
Dominick Orzech,0.4242912993276947,0.4167
Dominik Horvath,0.22113233311506852,0.1636
Dominik Marczuk,0.23341318895853477,0.1785
Dominique Myers,0.1185735330502717,0.0683
Donát Daróczi,0.13627630119423192,0.0831
Dorian Kang,0.16834440165122677,0.1121
DrMamaliga,0.3785844944979864,0.3588
Dragan Popadic,0.2185254682773948,0.161
Dragomirescu Robin,0.8203854200990437,0.9072
Dragos Ceres,0.4297235313761604,0.4249
Duc Minh Lai,0.25950096703221803,0.2156
Dumitru-Daniel Dinu,0.3459526278408648,0.318
Dushyant Sharma,0.2694284226664053,0.2256
Dávid Haszon De,0.7065827290202465,0.7948
EREBUNI91,0.6831818769106586,0.7651
Edgar Hayrapetyan,0.3007873204159497,0.2649
Edgard Vinicius Zanette,0.7823778108884072,0.8724
Edgardo J. Almedina Ortiz,0.5518481841134829,0.6022
Ediz Gürel,0.03415479292923942,0.0063
Edmund C Player,0.5100790893404816,0.5436
Eduard Ashiev,0.41979040608295126,0.4111
Eduard Kanter,0.7746351671462833,0.8627
Eduardo Barbosa Mesquita,0.041695754901445135,0.01
Eduardo Iturrizaga Bonelli,0.24560115492573478,0.1963
Eduardo Marra,0.40652003465780107,0.3933
Eduardo Mendez Fortes,0.07568118388352181,0.0289
Eduardo Muzzi,0.33686537958629703,0.3054
Eduardo Peralta,0.4580254770848013,0.466
Edvin Trost,0.5161659768248186,0.5532
Eelke De Boer,0.20898322516788131,0.1484
Eesha Karavade,0.6992101967851168,0.7848
Egor Baskakov,0.07807825090438386,0.0308
Egor Bykov,0.6149525874758093,0.6835
Egor Koshulyan,0.037165856574600586,0.0078
Egor Kurchenko,0.07934871813124164,0.0315
Egor Lashkin,0.5035879427358482,0.5347
Eivind Grunt Kreken,0.3158543873593543,0.2813
Ekaterina Borisova,0.7943892629910214,0.882
Ekaterina Goltseva,0.63046865030041,0.7039
Ekaterina Miroshnik,0.08403210285800845,0.0356
Ekaterini Pavlidou,0.28901511321263973,0.2508
Eldiar Orozbaev,0.4115920947413623,0.4011
Elham Amar,0.6254897975250803,0.6972
Elijah Logozar,0.07051876400283744,0.0252
Eline Roebers,0.07132125115303037,0.0267
Elis Denele Dicen,0.17630132032216905,0.1191
Elliott Winslow,0.5598336855306691,0.6152
Elnaz Kaliakhmet,0.25155298986436503,0.2041
Elnur Aliyev,0.7490746864237164,0.836
Eltaj Safarli,0.9710461370099945,0.9967
Elvin Wilson,0.372893732713801,0.3495
Emanuel Vaglio,0.25760523707585936,0.2122
Emerson Veiga,0.09856578645676393,0.0501
Emilia Dyalog,0.29857893764328197,0.262
Emilia Sprzęczka,0.06989661036291092,0.0245
Emilia Zavivaeva,0.26593041056859756,0.2223
Emilio Cordova,0.6943055315367089,0.7781
Emilio Hernandez,0.4250963111385236,0.4189
Emin Ohanyan,0.6888513958508915,0.7725
Emre Mecit,0.8276529695952479,0.9132
Enes Tanriverdi,0.5667454156236091,0.6245
Enkhrii Enkh-Amgalan,0.47774437982580664,0.4961
Enrico Vianello,0.5087425764273111,0.5417
Enrique Butti,0.4061596154970659,0.3915
Enrique Fernando Asensio Ramos,0.6510742800809425,0.7269
Enrique Fonseca Manrique,0.2907067212257405,0.2527
Enrique Tejedor Fuente,0.63508868801827,0.7087
Enzo Federzoni,0.19662313790369423,0.1354
Enzo Ferrara,0.22889842742175928,0.1725
Eray Kilic,0.4590589245185252,0.4679
Erez Kupervaser,0.4757330239139045,0.492
Eric Hansen,0.5148552564776291,0.5518
Eric Hon,0.5825276229676228,0.643
Eric Liu,0.23379497689549686,0.1796
Eric Rosen,0.7285977919779246,0.8167
Erick Zhao,0.06091180273837719,0.0186
Erik Blomqvist,0.41636192283286844,0.4067
Erik Golubovic,0.6790174495752763,0.7614
Erik Rönkä,0.06740111142683942,0.0219
Erik van den Dikkenberg,0.09170794199223467,0.0438
Ermes Espinosa Veloz,0.3366094409293458,0.3046
Ernesto Javier Fernandez Guillen,0.23827472068409444,0.1878
Ernesto Real de  Azua,0.9259509098282465,0.977
Ervin Ozkan,0.7853602088270429,0.8757
Erzhan Zhakshylykov,0.655918436946561,0.7336
Esper Van Baar,0.8724435480238981,0.9406
Ethan Saya,0.8535910628026473,0.931
Ethan Sheehan,0.9532753437432341,0.9892
Etienne Bacrot,0.8137972520295254,0.9002
Ettore Stromboli,0.5197368375425085,0.5566
Eugene Yanayt,0.13018314681603832,0.0776
Eugenia Karas,0.4350964573665457,0.4319
Evan Ai,0.6590602931682851,0.7391
Evan Rabin,0.6731821183177094,0.7555
Evan S. Rosenberg,0.7259174065317573,0.813
Evandro Amorim Barbosa,0.31454177988089116,0.2798
Evelina Zavivaeva,0.5265836722488039,0.5673
Evgeni Krasilnikov,0.6243927694425259,0.6954
Evgenij Kretov,0.14991338725410447,0.0968
Evgenij Novikov,0.27871264972971127,0.2397
Evgenij Shuvalov,0.5973336893513428,0.6653
Evgenios Ioannidis,0.8726865951594407,0.9414
Evgeniy Najer,0.5337595965206725,0.5766
Evgeniya Doluhanova,0.6281748028608899,0.7009
Evgeny Alekseev,0.8181597100645484,0.9043
Evgeny Degtiarev,0.8270987882146572,0.9124
Evgeny Egorov,0.40415330035997243,0.3889
Evgeny Ermolaev,0.7849110442436725,0.875
Evgeny Melikhov,0.8545069702645091,0.9321
Evgeny Postny,0.6579938675693651,0.7377
Evsuld Myagmarsuren,0.2548115322869231,0.2089
Ewa Barwinska,0.2938177186999681,0.2575
Eyal Noy,0.47935395151839116,0.4991
Eytan Rozen,0.4062921449633329,0.3922
FAUSTO CASTELLA GARCIA,0.7384600159071459,0.8245
Fabian Fiorito,0.12528942366643211,0.0731
Fabian Vivas,0.5861553766629051,0.6468
Fabiano Caruana,0.553132341976263,0.6041
Fabio Colonetti,0.49301939912058207,0.5213
Facundo Vazquez,0.48105563711725025,0.5028
Farid Mustafayev,0.3690727125290564,0.3429
Farid Orujov,0.5033654598710997,0.5343
Farzad Bolourchifard,0.6586314656250686,0.7388
Faustino Oro,0.08972699057510045,0.0419
Federico Perez Ponsa,0.7992203625007962,0.8872
Federico Sellitti,0.40481569643011933,0.3907
Felix Hindermann,0.5227011951509775,0.5622
Felix Ilinca,0.15677211542751124,0.1013
Felix Kuznetsov,0.02617474936852608,0.0045
Felix Meissner,0.576410664614766,0.6367
Felix Rose,0.5585423638037084,0.6115
Ferenc Jr. Gombocz,0.3346595838591381,0.3032
Fernando Bolaños Soza,0.39463336434876944,0.3751
Fernando Broca,0.6367340753069232,0.7095
Fernando Díaz,0.2406124753671087,0.1907
Fernando López Gracia,0.5253324502559023,0.5659
Fernando Mata,0.1258488516156936,0.0738
Fernando Valenzuela,0.0726038881123252,0.0278
Fidel Corrales Jimenez,0.4577574929614471,0.4657
Filip Boe Olsen,0.7726669716393267,0.8594
Filip Dowgird,0.6634021385773463,0.7469
Filip Haring,0.7607722282415157,0.8501
Filip Ochedzan,0.6154853550742668,0.6842
Flavio Wisniacki,0.7400184054960179,0.8275
Florescu Codrut Constantin,0.3882643137350109,0.3677
Florian Gatterer,0.6615932187031793,0.7451
Florian Jenni,0.8724256431896347,0.9403
Floryan Eugene,0.08882219192671735,0.0401
Flávio Bezerra,0.5738256816283132,0.6315
Francesco Bettalli,0.32784666170046356,0.295
Francesco Sonis,0.2379568127255683,0.1866
Francisco Ferrari Pironti,0.31784420746769343,0.2846
Francisco Fiorito,0.4815684320917331,0.5032
Francisco Javier Muñoz,0.43019270372791807,0.4267
Francisco Orantes Taboada,0.7884131653862088,0.8768
Francisco Silva Gonzalez,0.4980316320928268,0.5262
Franciszek Sernecki,0.8239046444748404,0.9106
Franck Steenbekkers,0.29690048812807485,0.2594
Franco Manteiga,0.6248037507807419,0.6965
Frank Buchenau,0.8283628972778929,0.9139
Frankie Badacsonyi,0.8485045980131647,0.9265
Frederick Waldhausen Gordon,0.606299773527428,0.6764
Frederico Matsuura,0.7813898548405207,0.8705
Frederik Svane,0.653637134752785,0.7306
Frode Elsness,0.23122039367282513,0.1755
Fruzsina Szente-Varga,0.052222557636933266,0.0134
Fy Antenaina Rakotomaharo,0.47411390094713407,0.4879
GERARDO MARIN,0.46065150403215094,0.4705
GIRINATH PDS,0.40237078750798566,0.3859
Gabor Nagy,0.044151030065830335,0.0111
Gabriel Carckeno Do Carmo,0.2867158318908031,0.2494
Gabriel Gonzaga Garcia,0.7029899164191067,0.7907
Gabriel Gähwiler,0.7949203004862572,0.8824
Gabriel Lenoir,0.40200466755018754,0.3848
Gabriel Petesch,0.32342043251895963,0.2913
Gabriel Voiteanu,0.6900229011625987,0.7737
Gahan MG,0.8905382863428442,0.9592
Gaioz Nigalidze,0.5759480390023415,0.6356
Galina Novikova,0.031824155013642,0.0056
Gara Balajaev,0.44245968070033703,0.4442
Garnik Nersesyan,0.8104079234865725,0.8983
Garrett Smith,0.47667193131348007,0.4939
Garv Gaur,0.27065733005952675,0.2289
Gary Leschinsky,0.4343962988806654,0.4304
Gasan Guliev,0.7536932860168826,0.8423
Gastón Martin,0.31646108636237996,0.2835
Gata Kamsky,0.9844809946288576,1.0
Gaurang Bagwe,0.1396015642314169,0.0872
Gawain Maroroa Jones,0.7059275559914382,0.7941
Gellert Karacsonyi,0.5145165475005096,0.551
Gennady Kozlov,0.36741467674528555,0.341
Geordie Derraugh,0.272430283486868,0.2315
Georg Seul,0.5390080151037344,0.5844
Georg Von Buelow,0.4609692188253837,0.4709
George Danzer,0.375923548044048,0.3532
George Stoleriu,0.7993248410331697,0.8879
Georgi Orlov,0.7980428891848477,0.8853
Georgijs Germanovs,0.43187281688582224,0.4278
Georgios Alexandros Kouskoutis,0.8117005022882575,0.8994
Georgios Kanakaris,0.9295833317098591,0.9796
Georgios Souleidis,0.5739381728221111,0.6323
Gerardo Antonio Gracia Alvarez,0.7310707081177658,0.8182
Gerardo Fernandez,0.47137038949972376,0.4835
Gergana Peycheva,0.16622594262064155,0.1109
German Bazeev,0.9742786161750473,0.9978
German Spata,0.882531094136897,0.951
Germán Della Morte,0.23486796201080326,0.1814
Gerodot71,0.21499545258779432,0.1562
Gerson Príncipe,0.5600133091551293,0.6156
Gevorg Harutjunyan,0.85334022735106,0.9302
Gianmarco Leiva,0.8975414493947117,0.9636
Giannis Kalogeris,0.3040478717930761,0.2686
Giga Quparadze,0.6564030353107965,0.7354
Gil Popilski,0.6978417047463032,0.7829
Gilbert Elroy Tarigan,0.9783517605829678,0.9989
Giorgio Belli,0.6051499468570759,0.675
Giovanna Arbunic Castro,0.31735506679593417,0.2842
Giovanni B Tavares Da Silva,0.4695060713160434,0.4801
Giovanni Marchesich,0.32055846673101296,0.2891
Girish Koushik,0.8584202078072533,0.9328
Gisela Roque Sola,0.4925489754359929,0.5199
Giulia Sala,0.18039755572218352,0.1224
Gizem Olcayoz,0.40307372223793775,0.3874
Glaucio Cella,0.5971139550547688,0.6649
Gleb Dudin,0.35286454379511534,0.3269
Glek_Igor,0.5386111117487689,0.584
Gloomy_Wanderer,0.7745398599523542,0.8612
Gnel Melikyan,0.9111246440923484,0.9685
Goltsev Dmitry,0.6845843073131648,0.767
Gonzalo Navarrete,0.3034891886377873,0.2679
Graham Horobetz,0.6265661436465514,0.6987
Grayson Rorrer,0.1931997253203026,0.1314
Greg Shahade,0.6954028342630898,0.7807
Grigor Dilanyan,0.21698064039584913,0.1596
Grigor Grigorov,0.9427740957223216,0.9852
Grigoriy Oparin,0.6997933080336728,0.7852
Grigoriy Sharankov,0.8960415079379838,0.9625
Grigory Seletsky,0.5220572900158592,0.5599
Grzegorz Kopacz,0.2675777620740101,0.2226
Grzegorz Nasuta,0.8795612088957565,0.9481
Grzegorz Toczek,0.4883167584040865,0.5165
Guadalupe Montano Vicente,0.7601299148733925,0.8482
Guerau Masague Artero,0.7035890773173353,0.7918
Guillermo Baches Garcia,0.5707222207609418,0.6275
Guillermo José Llanos,0.33830363754263765,0.3061
Gukesh D,0.19598290922672418,0.134
Guliskhan Nakhbayeva,0.5916085998322298,0.6568
Gulrukhbegim Tokhirjonova,0.1800678641146614,0.1221
Gumersindo Fernandez Garcia,0.5472131333698822,0.5963
Gunay Mammadzada,0.13398336898324664,0.0816
Gunnar Lund,0.49188549369675927,0.5187
Gustavo Eduardo Nunez V,0.40248240726499357,0.3863
Gustavo Horokoski De Souza,0.40214428216834247,0.3855
Gyula Pap,0.9727611497278132,0.9974
HRVOJE FAJDETIĆ,0.5337613082416677,0.577
Haik Martirosyan,0.6867089402398409,0.7703
Hajiyev Kanan,0.8417021084799042,0.9221
Halldor Gretar Einarsson,0.3495233475368235,0.3236
Halsagar Chincholimath,0.37842720113890593,0.3581
Hamed Wafa,0.6922352931274871,0.7766
Hamidreza Ebrahimi Herab,0.3240134558558438,0.2917
Hampus Sorensen,0.6260664989715257,0.698
Han Schut,0.6247445118539118,0.6961
Hanna Wesołowska,0.25644040012661773,0.2108
Hans Niemann,0.8422224273078689,0.9236
Haowen Xue,0.9778064441152022,0.9985
Harald Schmidt,0.7503105107688566,0.8371
Harika Dronavalli,0.9090654499517447,0.967
Harold Wanyama,0.4182380481735432,0.4093
Harry Cun,0.2525205541378682,0.2052
Harry Grieve,0.3986426945454577,0.3822
Harsha Bharathakoti,0.8734495196359273,0.9417
Harshavardhan GB,0.4596563071413528,0.469
Harshin Reddy Jagirapu,0.3333610687951464,0.3024
Hasan Atis,0.37397914999625753,0.3514
Havard Haug,0.7889435664437819,0.8776
Hayk Yeritsyan,0.8054988643226967,0.8942
HeartAblaze,0.8218399742874706,0.9083
Heinz Georg,0.45110042715743137,0.4557
Henning Holinka,0.2026761395960198,0.1414
Henrik Cernov,0.1601166706892878,0.1046
Henrique Barbosa Veloso,0.3662840621301095,0.3391
Henrique M A Albergaria Paiva,0.14546984106464048,0.0935
Henry Deng,0.24832781711156757,0.2011
Henry Roger Lopez,0.43608322877278527,0.4334
Henryk Seifert,0.762698945835915,0.8527
Hernan Ramon Filgueira,0.37674391800109347,0.354
Hikaru Nakamura,0.6902972657359242,0.7748
Hoang Thi Bao Tram,0.05767127683297697,0.0163
Hong Anh Nguyen,0.4400013737843362,0.4397
Hovik Hayrapetyan,0.6907503449295106,0.7751
Hrant Melkumyan,0.8467453472393192,0.9258
Hubert Zieba,0.7411956777129096,0.8286
Hugo Guillemette,0.3067603562067287,0.2735
Hugo Wernberg,0.8016118745611251,0.8909
Hui Li,0.9349803651646236,0.9829
Humberto L. Blanco Ronquillo,0.717957284559729,0.8085
Huseyin Said Deveci,0.2495089016580093,0.2026
Héctor Elissalt Cardenas,0.6848322267152828,0.7673
IULIAN NECULA,0.23852648270000337,0.1885
Ian Dzhumagaliev,0.6093756221406755,0.679
Ian Harris,0.23030535953510353,0.1744
Ian Nepomniachtchi,0.4874777094203365,0.5139
Ian Ocampos,0.33696524333006905,0.3058
Ieuan Ward,0.43614001659813173,0.4341
Ignacio Gago,0.22270608222259317,0.1655
Ignacio Sainz Aguirre,0.6404890391544114,0.7128
Igor Bjelobrk,0.8263199018355454,0.9117
Igor Da Paz Palácio,0.7298456727561723,0.8174
Igor Gulkov,0.9280353297932276,0.9788
Igor Janik,0.7013319231298032,0.787
Igor Kovalenko,0.7045795362901146,0.7933
Igor L. Vakhlamov,0.8448035063032056,0.9247
Igor Lutz,0.42881727336071307,0.4234
Igor Lysyj,0.9561877729438806,0.9907
Igor Miladinovic,0.48445353560135124,0.5076
Igor Vershinin,0.21026006080388968,0.1499
Igor Wilk,0.72423853516048,0.8115
Ihor Samunenkov,0.6797973183598172,0.7618
Ihor Vypkhaniuk,0.9210355759718942,0.9748
Ilamparthi A R,0.01553216283051535,0.0004
Ilan Schnaider,0.09492744391732957,0.0468
Ilan Vardi,0.31958990520042263,0.2879
Ildar Idrisov,0.43858167104400414,0.4367
Ilija Stanojevic,0.4423478031816949,0.4434
Ilja Biriukov,0.14370458428164973,0.0917
Ilja Haitin,0.6866047426675767,0.7699
Ilja Sirosh,0.7721260928653945,0.8586
Iljya Grigorjev,0.5260306940851066,0.5666
Ilya Gruzman,0.4305412899206168,0.4271
Ilya Gutkin,0.9177659339742684,0.9722
Ilya Khakhinov,0.5638286411092348,0.6208
Ilyass Msellek,0.07619832613755859,0.0293
In Hei Henry Ho,0.2992165565567794,0.2623
In Vau,0.4035963489297081,0.3878
Inayat Bolat,0.062107089543805005,0.0189
Ind1anStar-inactive,0.14504490789291807,0.0928
IndianGrandmaster13,0.471407916667366,0.4839
Indy Southcott-Moyers,0.774673795144025,0.8631
Inigo Riveiro,0.6767651459334247,0.7584
Iniyan P,0.47233742969724923,0.4861
Ioan Rees,0.7784700445386219,0.8675
Irene Sukandar,0.21328026386418228,0.1547
Irina Bulmaga,0.24636200792469376,0.1978
Irina Mikhaylova,0.9237475193483897,0.9751
Irina Petrova,0.2701609951147307,0.2271
Isaac Chiu,0.33620616467461756,0.3043
Isaak Parpiev,0.39723825989054645,0.3788
Isabelle Tamarozi,0.4739710281523982,0.4876
Isak Storme,0.5200704759430124,0.5577
Isaque Goncalves Santos,0.46688005295496804,0.4776
Ishvi Aggarwal,0.2780530356998755,0.2393
Ismael Gimenez,0.057036568345899395,0.016
Ismayil Shahaliyev,0.8761433389597647,0.9458
Israel Caspi,0.6047107956197915,0.6742
Isuru Alahakoon,0.5107782424627917,0.5451
Italo Romero,0.2442831695318651,0.1941
Itay Sitbon,0.5888439071041712,0.6527
Itgelt Khuyagtsogt,0.9474503505351702,0.9881
Iulian-Ioan Taras,0.6514716771653617,0.728
Iung Alicio de O. Pinheiro,0.24654329137628572,0.1981
Ivan Aldokhin,0.38803965084727127,0.3673
Ivan Andrade,0.25849208609639407,0.2134
Ivan Ivanisevic,0.661209994372044,0.744
Ivan Kalajzic,0.6259475962135939,0.6976
Ivan Kochiev,0.19798091488284764,0.1377
Ivan Krylov,0.4700820764583399,0.4805
Ivan Kubatko,0.7110155014841134,0.8011
Ivan Martic,0.4412002329945716,0.4412
Ivan Mezentsev,0.40846446242266266,0.3974
Ivan Paquico Rodriguez,0.44579557222457405,0.4479
Ivan Povshednyi,0.8255258535678163,0.9113
Ivan Provotorov,0.7085307639114389,0.7978
Ivan Stankovic,0.5848742440183059,0.6442
Ivan Vihor Krsnik Cohar,0.8211849816785903,0.908
Ivan Yeletsky,0.8303168214220206,0.9147
Ivan Zemlyanskii,0.4417996911650876,0.4423
Ivashentseva Dominika,0.41896943833902844,0.4096
Iwo Godzwon,0.37260801532583415,0.3488
Iwo Karolczuk,0.05278434861149196,0.0141
J,0.30068248925278807,0.2646
Jaan Ehlvest,0.378144476984311,0.3577
Jacek Stachanczyk,0.3444648984585109,0.3158
Jack Mizzi,0.479705111630814,0.5002
Jack Rodgers,0.6201922600744376,0.6909
Jacob Dreelinck,0.23970741357947395,0.1896
Jacob Flynn,0.642460419846696,0.7143
Jacob Templen Grave,0.781009834216775,0.8701
Jacorey Bynum,0.5515431752228537,0.6019
Jacques Muller Luxama,0.14757137614097465,0.095
Jaime Rodriguez Santiago,0.0917188793156903,0.0442
Jaime Santos Latasa,0.89836026964757,0.9644
Jaime Vaglio,0.42149557775754243,0.413
Jaiveer Mahendru,0.07858927293655531,0.0312
Jaka Brilej,0.3977749880471674,0.38
Jake Darmanin,0.23782243473021505,0.1859
Jake Kleiman,0.6135733431623505,0.6816
Jake Shanty,0.4121822758040721,0.4022
Jakhongir Vakhidov,0.8805231749501916,0.9492
Jakob Leon Pajeken,0.6428510449193524,0.715
Jakob Postlmayer,0.84931146216827,0.9276
Jakob Weihrauch,0.514286932642255,0.5503
Jakub Borawski,0.08956043238296287,0.0416
Jakub Chyży,0.3446717727011256,0.3161
Jakub Fus,0.4618823369512709,0.4727
Jakub Kosakowski,0.14812500306705825,0.0954
Jakub Kusa,0.7233330024697364,0.8108
Jakub Luberanski,0.2847349574264336,0.2471
Jakub Pulpan,0.9442375589649046,0.9863
Jakub Seemann,0.23043294556462776,0.1748
Jakub Suder,0.2770156966116761,0.2386
Jaloliddin Ilkhomi,0.7597607183867041,0.8471
James Allen,0.3427201649923951,0.3124
Jan Boder,0.5652211839599411,0.623
Jan Enrique Zepeda,0.24237900240673288,0.1926
Jan Gustafsson,0.9260231472832166,0.9774
Jan Helmer,0.507611010756603,0.5406
Jan Jodilyn Fronda,0.8526659698330862,0.9299
Jan Klimkowski,0.5104484311955139,0.5443
Jan Kokoszczynski,0.5697592936797184,0.626
Jan Malek,0.5981484451994457,0.6668
Jan Marn,0.3909824042625394,0.3703
Jan Murawski,0.8178455627193429,0.9039
Jan Petr,0.32221383512075247,0.2902
Jan Roebers,0.4357458803741922,0.4327
Jan Subelj,0.7560323721828288,0.8445
Jan Zienkiewicz,0.09451641408641712,0.046
Jan-Krzysztof Duda,0.6029683760171666,0.6716
Jann-Christian Tiarks,0.6585813792296424,0.7384
Jarmo Hartikainen,0.8751934046202505,0.9447
Jaroslav Sobek,0.4919840430219602,0.5191
Jason Morefield,0.1048692318226823,0.056
Jasper Rom,0.798653993816822,0.8865
Javier Benitez,0.7073970915748554,0.7959
Javier Buenafé Moya,0.25902716060964875,0.2148
Javier Quispe Santacruz,0.5494442957183238,0.5989
Javier Ruiz Vazquez,0.13669585092055342,0.0846
Javohir Bozorov,0.3944621882818269,0.3748
Javokhir Sindarov,0.9689697319618931,0.9952
Jay Bonin,0.6162228422909887,0.6853
Jean Marco Cruz Mendez,0.11865621259873822,0.0686
Jean Meunier-Pion,0.23661377102028505,0.184
Jean-Christophe Martine,0.4075917331473321,0.3948
Jeet Jain,0.17240759024596236,0.1154
Jeevan Karamsetty,0.08087408470168549,0.0323
Jeff Quirke,0.5907756838783721,0.6553
Jeffery Xiong,0.79286266310291,0.8809
Jeffinho023,0.7695721201458663,0.8575
Jemal Ovezdurdyeva,0.215594539138664,0.157
Jennifer Perez Rodriguez,0.5436500392730792,0.5937
Jenny Astrid Chirivi Castiblanco,0.8825520659008952,0.9514
Jens Albert Ramsdal,0.47608886454447086,0.4931
Jens E Ingebretsen,0.5855713310227827,0.6453
Jens Hirneise,0.8364857446127137,0.9199
Jerzy Jesús Perez Leiva,0.34331600672586016,0.3143
Jerzy Slaby,0.8486570745828466,0.9269
Jesper Kjaergaard-Jensen,0.5371698064218317,0.5814
Jesper Lauridsen,0.5354011799872673,0.5792
Jesus Alberto Alcazar Jimenez,0.8579426110216352,0.9325
Jesus Martin Duque,0.3471456244379299,0.3195
