Cluster,Name,ELO
1,Aleksandra Maltsevskaya,2797.0
1,Aleksandra Tarnowska,2157.0
1,Aleksandras Jegorovas,2603.0
1,Aleksei Belov,2678.0
3,Aleksei Pridorozhni,2866.0
1,Aleksei Sarana,3204.0
3,Aleksey Sorokin,2923.0
3,Alen Yeremyan,2868.0
1,Alena Nikulina,2206.0
1,Alessandro Manzone,2800.0
3,Alessio Boraso,2512.0
1,Alex Arias Igual,2320.0
2,Alex Bullen,2299.0
3,Alex Fier,2822.0
3,Alex Fishbein,2713.0
5,Alex Garrido Outon,2598.0
3,Alex Goldin,2654.0
2,Alex Jian,2361.0
3,Alex King,2639.0
5,Alex Krstulovic,2646.0
5,Alex Ostrovskiy,2808.0
5,Alex Sahakyan,2721.0
3,Alex Truskavetsky,2752.0
3,Alex Villa Tornero,2615.0
1,Alex Wang,2110.0
1,Alexander A. Chernov,2363.0
1,Alexander Alexikov,2279.0
3,Alexander Donchenko,2919.0
5,Alexander Fikiet,2492.0
1,Alexander Gelman,2763.0
1,Alexander Grischuk,3134.0
3,Alexander Herbrig,2577.0
1,Alexander Hernandez Jimenez,2205.0
3,Alexander Jasinski,2521.0
5,Alexander Katz,2723.0
3,Alexander Khlebovich,2906.0
1,Alexander Khripachenko,2992.0
2,Alexander Mikhnenko,2637.0
3,Alexander Moskalenko,2911.0
3,Alexander Reprintsev,2641.0
3,Alexander Rustemov,2973.0
3,Alexander Spichkin,2413.0
1,Alexander Suvorov,2572.0
4,Alexander Timerkhanov,2786.0
1,Alexander Velikanov,2806.0
3,Alexander Zlatin,2562.0
1,Alexander Zubov,3018.0
4,Alexandr A Smirnov,2634.0
3,Alexandr Kostiukov,2321.0
3,Alexandr Provotorov,2493.0
3,Alexandr Triapishko,2846.0
5,Alexandra Afanasieva,2603.0
3,Alexandra Kosteniuk,2828.0
1,Alexandra Obolentseva,2747.0
1,Alexandra Prado,1791.0
1,Alexandra Samaganova,2376.0
3,Alexandra Shvedova,2536.0
1,Alexandra Zherebtsova,2502.0
5,Alexandre Bouget,2452.0
3,Alexandre Qashashvili,2246.0
3,Alexandros Papasimakopoulos,2845.0
1,Alexandru Calin,2515.0
4,Alexandru-Bogdan Banzea,2596.0
3,Alexei Gubajdullin,2797.0
1,Alexei Kornev,2828.0
3,Alexei Saveliev,2811.0
5,Alexei Shirov,2955.0
1,Alexey Chos,2572.0
1,Alexey Dreev,2812.0
1,Alexey Evdokimov,2671.0
3,Alexey Jarovinsky,2901.0
1,Alexey Kislinsky,2687.0
1,Alexey Kolmagorov,2536.0
1,Alexey Kornyukov,2275.0
1,Alexey Kovalchuk,2674.0
1,Alexey Reshetnikov,2911.0
1,Alexey Slavin,2392.0
3,Alexey Streltsov,2737.0
1,Alexey Zhuravlev,2600.0
1,Alfeu Junior Varela Bueno,2432.0
3,Alfie Onslow,2377.0
1,Alfonso Llorente Zaro,2885.0
1,Alfredo Cecilio Miserendino,2219.0
1,Algol Jorajuria,2393.0
4,Ali Elier,2596.0
2,Ali Farahat,2616.0
1,Ali Mortazavi,2540.0
3,Ali Rastbod,2931.0
3,Alicja Sliwicka,2642.0
3,Alikhan Daulet,2709.0
3,Alikhan Khazhatuly,2718.0
1,Alikhon Avazkhonov,2574.0
1,Alina Kashlinskaya,2610.0
1,Alina Semenova,2590.0
2,Alireza Firouzja,3212.0
3,Alisa Genrietta Yunker,2473.0
1,Aljoscha Feuerstack,2778.0
1,Alkhoori Eisa Mohmood,2607.0
3,Allahverdi Hamidov,2817.0
1,Alma Jaqueline Mora Velasco,2429.0
1,Almas Rakhmatullaev,3047.0
1,Alon Mindlin,2903.0
1,Alopekos,2344.0
1,Altay Eynullayev,2494.0
1,Alua Nurman,2703.0
1,Alvar Alonso Rosell,2899.0
1,Alvaro Alves De Almeida Junior,2328.0
1,Alvaro Bayo,2369.0
1,Alvaro Blanco Fernandez,2320.0
1,Alvaro Donatti,2205.0
1,Alvaro Rodriguez,2503.0
2,Aman Hambleton,2960.0
3,Amani Alazmi,2208.0
1,Ameet Ghasi,2716.0
1,Amelia Hernandez,2230.0
4,Amgalantengis Enkh-Amgalan,2428.0
3,Amin Tabatabaei,3074.0
1,Amina Kairbekova,2432.0
5,Amir Ali Ghafourian,2708.0
4,Amir hosein Kashefi,2588.0
1,Ana Kuchava,2304.0
3,Anastasia Avramidou,2725.0
3,Anastasia Bodnaruk,2704.0
3,Anastasia Travkina,2321.0
5,Anastasiia Hnatyshyn,2494.0
3,Anastasios Mihailidis,2520.0
3,Anastassia Sinitsina,2399.0
1,Anatole Vlachos,2708.0
1,Anatoliy Emeliantsev,2371.0
1,Anatoliy Shapkin,2755.0
1,Anatoly Bykhovsky,2677.0
1,Anatoly Donskov,2510.0
3,Anatoly Krutko,2464.0
1,Anatoly Moskvin,2706.0
1,Anderson Esmeraldas,2604.0
3,Andre Bold,2578.0
3,Andre Kunz,2222.0
5,Andre Mendez Machado,2300.0
1,Andreas Brenke,2378.0
1,Andreas Mende,2206.0
3,Andreas Skotheim,2640.0
3,Andrei Belozerov,2838.0
1,Andrei Ioan Trifan,2714.0
3,Andrei Macovei,2752.0
3,Andrei Negrean,2702.0
1,Andrei Olhovik,2633.0
5,Andrei Purygin,2429.0
1,Andrei Shishkov,2498.0
3,Andrei Skvortsov,2904.0
1,Andrei-Mihai Bonte,2399.0
3,Andrej,2659.0
1,Andres Carrasco Miranda,2476.0
1,Andres Ferriz Barrios,2505.0
1,Andrew Green,2313.0
3,Andrew Hong,2977.0
3,Andrew Jing,2586.0
1,Andrew Tang,3106.0
3,Andrew Titus,2664.0
3,Andrew Wu,2549.0
3,Andrey Drygalov,3041.0
1,Andrey Esipenko,3122.0
1,Andrey Gonzalez Zharikov,2463.0
1,Andrey Gorovets,2877.0
3,Andrey Ivanov,2360.0
3,Andrey Klymchuk,2904.0
5,Andrey Levitskiy,2704.0
1,Andrey Marcelo Souza Neves,2179.0
1,Andrey Rychagov,2647.0
2,Andrey Tsvetkov,2961.0
1,Andrii Palchuk,2671.0
3,Andrii Vachylia,2756.0
3,Andriy Diachek,2684.0
1,Andriy Prydun,2362.0
3,Andrzej Krzywda,2545.0
1,Andrés Delgado,2429.0
3,Andy Woodward,3171.0
5,Angel Gabriel Cordoba Roa,2828.0
1,Angie Garcia,2165.0
3,Anil Berk Erdogan,2616.0
1,Anish Giri,3150.0
1,Ankush Khandelwal,2560.0
1,Anna Cramling,2301.0
3,Anna Jakubowska,2506.0
3,Anna Kubicka,2538.0
1,Anna M. Sargsyan,2610.0
3,Anna Shukhman,2751.0
5,Anna-Maja Kazarian,2404.0
3,Anthony Atanasov,2812.0
3,Anthony Wirig,2906.0
1,Antoine Bournel,2641.0
1,Anton Barash,2448.0
2,Anton Demchenko,3030.0
1,Anton Isajevsky,2626.0
1,Anton Karpenko,2656.0
1,Anton Korobov,3031.0
3,Anton Vasilenok,2608.0
3,Antoni Kozak,3022.0
3,Antoni Szustakowski,2695.0
1,Antonin Ferey,2556.0
4,Antonio Arencibia,2510.0
3,Antonio Carlos Bambino Filho,2605.0
1,Antonio Lopez Del Alamo,2451.0
3,Antonio Naranjo Moreno,2630.0
1,Antonio Pedro Freixial Vasques,2364.0
5,Antonio Ruperez Benito,2750.0
3,Antonios Gkavardinas,2722.0
3,Anusha Subramanian,2389.0
1,Anysia Thomas,2208.0
3,ApacheSVD,2566.0
3,Apoorv Kamble,2856.0
4,AradNazari,2905.0
3,Aradhya Garg,2841.0
3,Aram Hakobyan,3048.0
3,Aran Köhler,2134.0
4,Arash Tahbaz,2979.0
1,Aravindh Chithambaram,3035.0
1,Aref Vasli,2633.0
3,Ari Guz,2716.0
1,Ari Kiremitciyan,2603.0
4,Arian Baradaran Tamadon,2659.0
1,Ariel Nicolas Tokman,2704.0
1,Arina Kiseleva,2292.0
3,Arjun Adireddy,2601.0
1,Arjun Erigaisi,3183.0
3,Arman Erzhanov,2653.0
3,Arman Geivondian,2737.0
1,Arman Ghevondyan,2561.0
3,Arman Mikaelyan,3014.0
1,Armin Kekic,2360.0
3,Armin Mušović,2431.0
2,Arnaldo Jesus Fernandez De La Vara Mulet,2900.0
5,Arnold Essing,2477.0
1,Arnold Mayeregger,2629.0
1,Aron Pasti,2734.0
1,Arsal Gardezi,2327.0
1,Arsene Kukhmazov,3054.0
1,Arseniy Astafurov,2576.0
1,Arseniy Nesterov,3101.0
3,Arseny Alavkin,2579.0
3,Artak Manukyan,2523.0
1,Artem Alek Fedorov,2646.0
2,Artem Bardyk,2922.0
1,Artem Chernobay,2669.0
4,Artem Dyachuk,2887.0
3,Artem Galaktionov,2913.0
1,Artem Gulevich,2462.0
3,Artem Koval,2619.0
1,Artem Legenya,2500.0
1,Artem Omelja,2709.0
3,Artem Sadovsky,2708.0
3,Artem Timofeev,2876.0
3,Artemii Khanbutaev,2569.0
5,Artemiki Lebedev,2719.0
1,Artemy Gogolev,2696.0
1,Arthur De Winter,2829.0
1,Arthur Lucas,2331.0
5,Arthur Muromtsev,2318.0
1,Arthur Olinto de Souza,2124.0
1,Artin Ashraf,3065.0
5,Artiom Samsonkin,2945.0
3,Artiom Stribuk,3009.0
1,Artur Dilmukhametov,2453.0
3,Artur Gabrielian,2926.0
1,Artur Tin Lun Dai Lima,2436.0
3,Artyom Bogdanov,2673.0
3,Artyom Manukyan,2591.0
1,Arush Chitre,2934.0
3,Arvids Andrejevs,2459.0
1,Arvind Jayaraman,2417.0
5,Aryan Tari,3041.0
3,Arystanbek Urazayev,2951.0
1,Asa Hoffmann,2401.0
5,Ashot Nadanian,2777.0
3,Ashritha Eswaran,2533.0
4,Asish Panda,2704.0
3,Aslan Aitbayev,2798.0
3,Assel Lesbekova,2460.0
1,Assel Serikbay,2269.0
1,Aswath S,2811.0
3,Asylbek Abdyjapar,2776.0
3,Atanas Dimitrov,2808.0
1,Atilla Eynullayev,2563.0
5,Atousa Pourkashiyan,2596.0
3,Attila Jr. Forgacs,2606.0
3,Attila Turzo,2534.0
5,Augustin Droin,2740.0
2,Augustinas Bazilius,2536.0
1,Aung Thant Zin,2092.0
1,Aurelio Vila Dupla,2167.0
3,Austin Mei,2665.0
3,Avi Kaplan,2744.0
5,Avital Boruchovsky,2923.0
4,Axel Bachmann,2939.0
3,Axel Delorme,2606.0
5,Ayan Allahverdiyeva,2470.0
1,Aydin Suleymanli,3066.0
3,Aydin Turgut,2746.0
1,Ayrat Vafin,2627.0
1,Azer Mirzoev,2689.0
1,Aziz Degenbaev,2708.0
3,BOZNENA PIDDUBNA,2487.0
3,Baadur Jobava,3002.0
3,Babageldi Annaberdiyev,2744.0
1,Bach Ngoc Thuy Duong,2380.0
3,Bahadir Ozen,2904.0
1,Bahadur Khodzhamkuliev,2500.0
1,Baira Kovanova,2609.0
3,Bakhtiyar Askarov,2938.0
1,Bakhtiyar Nugumanov,2543.0
5,Balaji Daggupati,2746.0
2,Balázs Csonka,2884.0
3,Bao Nghia Dong,2652.0
3,Barad Yeganegi,2860.0
2,Barbara Skuhala,2377.0
3,Bardiya Daneshvar,3087.0
3,Barnabas Kovacsy,2570.0
2,Bartosz Przybylski,2707.0
1,Batuhan Özen,2504.0
3,Bayastan Sydykov,2700.0
5,Beksultan Moldagali,2831.0
1,Belka1989,2609.0
3,Ben Finegold,2587.0
1,Ben Johnson,2148.0
2,Bence Pribelszky,2459.0
4,Benedikt Dauner,2521.0
1,Benedikt Huber,2613.0
3,Benik Agasarov,2806.0
1,Benjamin Bok,3041.0
3,Benny Aizenberg,2621.0
5,Bernardo Vainzoff Sztokbant,2660.0
3,Bharath Subramaniyam.H Harishankkar,3040.0
1,Bianka Havanecz,2319.0
3,Bibisara Assaubayeva,2854.0
3,BikingBrian,2306.0
1,Bilel Bellahcene,2460.0
1,Bintang Rasyid,2475.0
3,Björn Andersson,2442.0
3,Blanka Ejsymont,2338.0
5,Blaz Bratovic,2482.0
3,Blazej Grot,2708.0
1,BobbyFischer1508,2466.0
1,Bobur Sattarov,2877.0
5,Bogdan Belyakov,2710.0
1,Bogdan Daniel Deac,3173.0
1,Bogusz Piliczewski,1953.0
2,Bojan Maksimović,3049.0
1,Bojan Todorovic,2456.0
3,Boris Bruned,2414.0
1,Boris Ferrufino,2361.0
3,Boris Grachev,2959.0
3,Boris Savchenko,2749.0
5,Boris Stankovic,2678.0
3,Bovie Mei Liu,2732.0
1,BozeKat,2048.0
1,Brahian Diaz Herquinio,2466.0
1,Brandon Jacobson,2958.0
1,Brett Passen,2461.0
3,Brewington Hardaway,2632.0
3,Bruno André Leite Martins,2765.0
1,Bruno Morado Rodrigues,2514.0
2,Bryan Enming Lin,2839.0
1,Bryan Weisz,2625.0
2,Bryan Xie,2594.0
1,Bulat Mirzanurov,2154.0
1,Burak Firat,2814.0
3,Burak Ozalp,2503.0
1,Buyankhishig Batpelden,2503.0
1,Byambaa Uyanga,2203.0
1,CAMPO ELIAS GUZMAN,1998.0
1,Caio Poeta,2573.0
3,Caleb Levi,2673.0
1,Calin Gheorghiu,2617.0
1,Camilo Corredor Castellanos,2575.0
3,Carles Martín Barceló,2462.0
1,Carlos Alberto Gallegos Diaz,2563.0
3,Carlos Alvarado,2493.0
1,Carlos Andres Obregón,2938.0
1,Carlos Andres Perdomo,2764.0
2,Carlos Daniel Albornoz Cabrera,2819.0
3,Carlos Eduardo Cardozo Munar,2368.0
5,Carlos Martins,2471.0
1,Carlos Morales,2510.0
1,CarlosjPineror,2726.0
4,Casper Liu,2744.0
2,Cedric Chassard,2303.0
3,Cem Kaan Gokerkan,2901.0
3,Cengiz Hasman,2503.0
1,Cervantes Landeiro Thalia,2475.0
3,Cesar Ugarte,2305.0
1,Chamal Gedgaf,2293.0
3,Chanchal Kumer Ghosh,2098.0
3,Charles Storey,2488.0
3,Chelsie Monica Ignesias Sihite,2521.0
1,Cherry Ann Mejia,2250.0
2,Chesswizard_2007,3047.0
3,ChessyInstinct,2341.0
1,Chris Baker,2166.0
3,Chris L Chambers,2181.0
3,Christian Almeida do Nascimento,2635.0
1,Christian Gian Karlo Arca,2868.0
5,Christian Koepke,2536.0
1,Christian Polster,2542.0
1,Christian Silvestre,2480.0
1,Christian Stevens,2481.0
3,Christiansen Sava,2185.0
1,Christof Sielecki,2608.0
1,Christopher Chabris,2331.0
3,Christopher Guzman,2665.0
1,Christopher Pace,2385.0
4,Christopher Woojin Yoo,3110.0
3,Christos Krallis,2804.0
1,Cindy Qiao,2393.0
1,Claudius Gottstein,2296.0
1,Clemens Rietze,2569.0
1,Clement Cristian Daianu,2538.0
3,Coachpoker,2781.0
3,Collin Colbow,2635.0
4,Colombiano07,2529.0
1,Conrad Holt,2954.0
1,Conrad Thake,1809.0
3,Cptn2,2800.0
4,Craig Clawitter,2350.0
1,Cristhian Montero,2189.0
1,Cristhian Portal,2482.0
1,Cristi Machidon,2598.0
1,Cristian Adrian Dolezal,2542.0
1,Cristian Robledo,2417.0
5,Cristian Sanhueza,2567.0
4,Cristian Silva Lucena,2607.0
1,Cristiano G Souza,2205.0
1,Cristobal Henriquez,3003.0
1,Cumali Unver,2373.0
1,Cyrielle Monpeurt,2246.0
1,César Augusto Blanco Gramajo,2348.0
1,Dachey Lin,2884.0
1,Dalton Perrine,2581.0
3,Damian Lewtak,2742.0
1,Damian Śliwicki,2576.0
3,Damir Ismagilov,2701.0
1,Dan Herman,2442.0
1,Dan Shapiro,2341.0
1,Dana Tuleyeva-Aketayeva,2244.0
1,Daniel Aguiar De Sousa,2045.0
1,Daniel Barria,2698.0
1,Daniel Beniosev,2401.0
3,Daniel Centron Antuna,2621.0
5,Daniel Chan,2818.0
3,Daniel Cremisi,2635.0
3,Daniel Dardha,3070.0
3,Daniel Garcia Ramos,2855.0
3,Daniel Girsh,2702.0
1,Daniel Gormally,2792.0
4,Daniel Gutiérrez Olivares,2501.0
1,Daniel Kopylov,2757.0
1,Daniel Marcolino,2112.0
1,Daniel Melamed,2285.0
5,Daniel Naroditsky,3073.0
1,Daniel Pinto,2562.0
3,Daniel Rangel,2459.0
1,Daniel Ser,2515.0
3,Daniel Taboas Rodriguez,2704.0
3,Daniel Tabuenca Mendataurigoitia,2865.0
5,Daniel Teidi Awoki,2336.0
1,Daniel Titichoca Daza,2580.0
1,Daniel Yedidia,2588.0
1,Daniil Dubov,3102.0
3,Daniil Lintchevski,2914.0
3,Daniil Manelyuk,2766.0
3,Daniil Plyasunov,2910.0
1,Danila Bilan,2700.0
1,Danila Poliannikov,2733.0
1,Dantelle Joubert,2056.0
1,Danyyil Dvirnyy,3002.0
1,Daouda Ethmane,2166.0
3,Daria Yurasova,2487.0
3,Daria Zaichenko,2452.0
1,Darius Viškelis,2409.0
1,Dariusz Bieliński,2401.0
3,Dariusz Swiercz,3050.0
1,Darko R Mitrovic,2334.0
1,Darvi Abraham Crispin Ferreras,2442.0
1,Dashgyn Ibadov,2505.0
1,Davi Sulzbacher,2524.0
1,David Alexandru,2680.0
1,David Anton Guijarro,3066.0
3,David Bernat,2505.0
1,David Blanco Diez,2413.0
5,David Brodsky,2876.0
3,David Gasparyan,2715.0
3,David Gavrilescu,3003.0
5,David George Samir,2588.0
3,David Gorodetzky,3034.0
3,David Haydon,2704.0
4,David Howell,3014.0
3,David Kalashian,2603.0
1,David Levine,2285.0
1,David Martinez,2566.0
1,David Navara,3001.0
2,David Okike,2400.0
3,David Paravyan,3147.0
3,David Rodríguez López,2500.0
3,David Sh. Gevorgyan,2451.0
3,David Shapiro,2793.0
1,David Temirkanov,2525.0
5,David Torres Domínguez,2146.0
1,David Zakarian,2609.0
2,David Zhurbinsky,2636.0
1,Davis Zong,2544.0
1,Dawid Czerw,2517.0
4,Dawid Janaszak,2719.0
3,Dawid Niekraś,2716.0
2,De Silva L.M.S.T,2709.0
5,Deepak Aaron,2718.0
1,Deepweb2020,2519.0
1,Dejan Djordjevic,2061.0
1,Dejan Jakovljevic,1949.0
3,Dejan Tasev,2739.0
5,Denes Boros,2985.0
5,Deniel Causo,2739.0
5,Deniel Safarov,2900.0
1,Denis Garrido,2610.0
1,Denis Khismatullin,2940.0
1,Denis Kovalev,2775.0
1,Denis Kozlov,2601.0
1,Denis Lazavik,3257.0
1,Denis Makhnev,3076.0
1,Denis Pershin,2633.0
5,Deniz Arman,2580.0
3,Dennis Wagner,2836.0
2,Derek Wu,2777.0
3,Derlei Alex Florianovitz,2223.0
1,Dev Shah,2807.0
3,Devina Devagharan,2606.0
3,Devindya Oshini Gunawardhana,2532.0
1,Dewar B. Feliz Dotel,2204.0
1,Deysi Cori,2536.0
2,Diana Mirza,1971.0
3,Diana Preobrazhenskaya,2495.0
2,Diego Adla,2693.0
1,Diego Berardino,2659.0
1,Diego Carbone,2632.0
1,Diego Flores Quillas,2677.0
1,Diego Garcia,2447.0
1,Diego Zilleruelo,2391.0
5,Dila Baloglu,2559.0
3,Dimitar Mardov,3022.0
5,Dimitrios Vazelakis,1707.0
3,Dimitris Alexakis,2897.0
3,Dimitris Makridis,2819.0
4,Dina Belenkaya,2551.0
3,Dinara Wagner,2656.0
3,Dinesh Rajan M,2809.0
3,Diogo Duarte Guimaraes,2412.0
3,Dion Krivenko,2586.0
1,Dion Su,2686.0
5,Dirk Troltenier,2455.0
3,Djuro Skaric,2431.0
4,Dmitrii Marcziter,2359.0
3,Dmitrij Kollars,3049.0
1,Dmitrij Skurikhin,2371.0
1,Dmitriy Bocharov,2838.0
3,Dmitriy Kushko,2850.0
1,Dmitry Andreikin,3204.0
1,Dmitry Frolyanov,2670.0
1,Dmitry Gordievsky,2957.0
1,Dmitry Gurevich,2564.0
4,Dmitry Kirillov,2511.0
3,Dmitry Kononenko,2701.0
3,Dmitry Kryakvin,2946.0
3,Dmitry MIschuk,2814.0
1,Dmitry Maximov,2762.0
4,Dmitry Minko,2629.0
3,Dmitry Petukhov,2637.0
3,Dmitry Ponomarev,2262.0
3,Dmitry Rostovtsev,2888.0
5,Dmitry Semenenko,2367.0
1,Dmitry Sumaneev,2556.0
1,Dmitry Tatarinov,2673.0
1,Dmitry Vyatkin,2445.0
1,Dmitry Zacurdajev,2392.0
1,Dmitry Zenin,2555.0
3,Dobre Claudiu Cristian,2593.0
3,Dolzhykova Kateryna,2422.0
1,Domantas Klimciauskas,2266.0
1,Dominick Orzech,2770.0
5,Dominik Horvath,2890.0
1,Dominik Marczuk,2600.0
3,Dominique Myers,2419.0
1,Donát Daróczi,2444.0
3,Dorian Kang,2552.0
1,DrMamaliga,2477.0
1,Dragan Popadic,2415.0
4,Dragomirescu Robin,2675.0
3,Dragos Ceres,2779.0
2,Duc Minh Lai,2731.0
3,Dumitru-Daniel Dinu,2844.0
5,Dushyant Sharma,2639.0
2,Dávid Haszon De,2423.0
4,EREBUNI91,2790.0
3,Edgar Hayrapetyan,2723.0
2,Edgard Vinicius Zanette,2288.0
1,Edgardo J. Almedina Ortiz,2401.0
2,Ediz Gürel,3250.0
1,Edmund C Player,2358.0
1,Eduard Ashiev,2215.0
1,Eduard Kanter,2524.0
1,Eduardo Barbosa Mesquita,2377.0
1,Eduardo Iturrizaga Bonelli,3010.0
1,Eduardo Marra,2606.0
3,Eduardo Mendez Fortes,2589.0
2,Eduardo Muzzi,1958.0
3,Eduardo Peralta,2800.0
2,Edvin Trost,2861.0
3,Eelke De Boer,2713.0
1,Eesha Karavade,2294.0
3,Egor Baskakov,2974.0
1,Egor Bykov,2704.0
5,Egor Koshulyan,3009.0
2,Egor Kurchenko,2672.0
1,Egor Lashkin,2916.0
3,Eivind Grunt Kreken,2608.0
3,Ekaterina Borisova,2604.0
3,Ekaterina Goltseva,2639.0
1,Ekaterina Miroshnik,2626.0
1,Ekaterini Pavlidou,2477.0
3,Eldiar Orozbaev,2788.0
3,Elham Amar,3016.0
1,Elijah Logozar,2466.0
1,Eline Roebers,2841.0
3,Elis Denele Dicen,2427.0
1,Elliott Winslow,2327.0
3,Elnaz Kaliakhmet,2602.0
3,Elnur Aliyev,2499.0
1,Eltaj Safarli,3007.0
1,Elvin Wilson,2509.0
3,Emanuel Vaglio,2569.0
1,Emerson Veiga,2384.0
1,Emilia Dyalog,2374.0
3,Emilia Sprzęczka,2453.0
1,Emilia Zavivaeva,2034.0
1,Emilio Cordova,2890.0
1,Emilio Hernandez,2316.0
2,Emin Ohanyan,3028.0
3,Emre Mecit,2476.0
1,Enes Tanriverdi,2817.0
1,Enkhrii Enkh-Amgalan,2513.0
1,Enrico Vianello,2273.0
1,Enrique Butti,2279.0
3,Enrique Fernando Asensio Ramos,2620.0
1,Enrique Fonseca Manrique,2685.0
3,Enrique Tejedor Fuente,2688.0
3,Enzo Federzoni,2269.0
1,Enzo Ferrara,2517.0
5,Eray Kilic,3023.0
1,Erez Kupervaser,2459.0
1,Eric Hansen,2959.0
1,Eric Hon,2423.0
3,Eric Liu,2902.0
3,Eric Rosen,2918.0
3,Erick Zhao,2827.0
1,Erik Blomqvist,2583.0
1,Erik Golubovic,2617.0
1,Erik Rönkä,2601.0
1,Erik van den Dikkenberg,2146.0
1,Ermes Espinosa Veloz,2607.0
3,Ernesto Javier Fernandez Guillen,2881.0
1,Ernesto Real de  Azua,2667.0
1,Ervin Ozkan,2765.0
1,Erzhan Zhakshylykov,2727.0
1,Esper Van Baar,2165.0
3,Ethan Saya,2542.0
1,Ethan Sheehan,2986.0
1,Etienne Bacrot,3005.0
3,Ettore Stromboli,2512.0
1,Eugene Yanayt,2372.0
3,Eugenia Karas,2438.0
5,Evan Ai,2492.0
1,Evan Rabin,2488.0
3,Evan S. Rosenberg,2492.0
1,Evandro Amorim Barbosa,2797.0
1,Evelina Zavivaeva,1583.0
5,Evgeni Krasilnikov,2481.0
1,Evgenij Kretov,2761.0
2,Evgenij Novikov,2563.0
4,Evgenij Shuvalov,2810.0
1,Evgenios Ioannidis,2850.0
1,Evgeniy Najer,2861.0
1,Evgeniya Doluhanova,2393.0
1,Evgeny Alekseev,2946.0
1,Evgeny Degtiarev,2392.0
3,Evgeny Egorov,2626.0
3,Evgeny Ermolaev,2539.0
3,Evgeny Melikhov,2451.0
2,Evgeny Postny,2800.0
3,Evsuld Myagmarsuren,2580.0
3,Ewa Barwinska,2412.0
1,Eyal Noy,2450.0
3,Eytan Rozen,2944.0
1,FAUSTO CASTELLA GARCIA,2116.0
